controllers.TD.ntuple.TDNTupleAgt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, learnFromRM: true

run, gameNum, evalQ, evalT, evalM
0, 500, -0.3, 0.35986433871057916, 0.875
0, 1000, 0.0, 0.3589125325403847, 0.915
0, 1500, -0.05, 0.36061072897082624, 0.915
0, 2000, 0.0, 0.3610213103062135, 0.9199999999999999
0, 2500, 0.0, 0.3603081022347581, 0.925
0, 3000, 0.0, 0.360017784798961, 0.905
0, 3500, -0.25, 0.2947960225810663, 0.895
0, 4000, -0.05, 0.3626450513865076, 0.9199999999999999
0, 4500, -0.5, 0.3301565688223408, 0.9
0, 5000, 0.0, 0.36303605235594527, 0.9450000000000001
0, 5500, 0.0, 0.36187074244457496, 0.9299999999999999
0, 6000, -0.05, 0.3645521328340653, 0.9450000000000001
0, 6500, -0.05, 0.36422775966244547, 0.935
0, 7000, -0.05, 0.3638092171328382, 0.94
0, 7500, 0.0, 0.3636864407774138, 0.96
0, 8000, 0.0, 0.3644820806062895, 0.96
0, 8500, 0.0, 0.3665362666857416, 0.935
0, 9000, 0.0, 0.36676560761965904, 0.95
0, 9500, 0.0, 0.36782456279648074, 0.96
0, 10000, 0.0, 0.3683740089125571, 0.96
1, 500, -0.2, 0.3266131620869217, 0.875
1, 1000, -0.1, 0.32532268605920445, 0.905
1, 1500, -0.05, 0.3604618011692021, 0.94
1, 2000, -0.05, 0.3622488136144803, 0.94
1, 2500, -0.05, 0.3288925913810198, 0.94
1, 3000, 0.0, 0.3632594998893499, 0.95
1, 3500, 0.0, 0.3629735594400214, 0.95
1, 4000, -0.05, 0.36344359005088633, 0.9450000000000001
1, 4500, 0.0, 0.36164797891550354, 0.935
1, 5000, 0.0, 0.36346672588009804, 0.95
1, 5500, -0.1, 0.32691647491514564, 0.94
1, 6000, 0.0, 0.3620566238419669, 0.9450000000000001
1, 6500, 0.0, 0.3610339293496055, 0.9450000000000001
1, 7000, -0.1, 0.36164325346532983, 0.965
1, 7500, 0.0, 0.36414853855912943, 0.95
1, 8000, 0.0, 0.36370237711600456, 0.9550000000000001
1, 8500, 0.0, 0.3631124349472228, 0.975
1, 9000, 0.0, 0.3653829242408199, 0.9550000000000001
1, 9500, 0.0, 0.3655088005728759, 0.9550000000000001
1, 10000, 0.0, 0.3663683791549508, 0.9199999999999999
2, 500, -0.35, 0.328290310065965, 0.925
2, 1000, -0.1, 0.326625591464671, 0.9299999999999999
2, 1500, 0.0, 0.36100634640281043, 0.965
2, 2000, -0.05, 0.36096568762709513, 0.9299999999999999
2, 2500, -0.05, 0.29435882547133135, 0.895
2, 3000, -0.05, 0.36125901014321005, 0.95
2, 3500, -0.05, 0.35997226976750785, 0.955
2, 4000, -0.05, 0.3596149897932349, 0.9199999999999999
2, 4500, -0.05, 0.3265470646310323, 0.975
2, 5000, -0.05, 0.3621502317330002, 0.95
2, 5500, 0.0, 0.3628691179329406, 0.9550000000000001
2, 6000, 0.0, 0.36144935526136773, 0.9450000000000001
2, 6500, 0.0, 0.3640737687652369, 0.965
2, 7000, 0.0, 0.36333825756732685, 0.95
2, 7500, 0.0, 0.3642718183032576, 0.96
2, 8000, 0.0, 0.365719867370319, 0.925
2, 8500, 0.0, 0.3642555482238471, 0.965
2, 9000, 0.0, 0.3652601207339622, 0.96
2, 9500, 0.0, 0.36639555995350004, 0.935
2, 10000, 0.0, 0.36652167654323564, 0.9650000000000001
3, 500, -0.25, 0.29444466939290426, 0.9299999999999999
3, 1000, -0.2, 0.32651790379955614, 0.935
3, 1500, -0.05, 0.3579326564313411, 0.97
3, 2000, 0.0, 0.36107001344855655, 0.9199999999999999
3, 2500, -0.3, 0.3256730172926483, 0.9450000000000001
3, 3000, -0.2, 0.3251125123534363, 0.965
3, 3500, -0.15, 0.3277024261513569, 0.9299999999999999
3, 4000, 0.0, 0.32752913383534066, 0.9199999999999999
3, 4500, -0.25, 0.26224128808723146, 0.94
3, 5000, 0.0, 0.32878290440559527, 0.94
3, 5500, -0.05, 0.3605108953009392, 0.9450000000000001
3, 6000, 0.0, 0.3604766027091519, 0.935
3, 6500, 0.0, 0.36339440032136705, 0.9550000000000001
3, 7000, 0.0, 0.362008476954709, 0.94
3, 7500, 0.0, 0.3624670778800323, 0.9550000000000001
3, 8000, 0.0, 0.36477947592268656, 0.94
3, 8500, 0.0, 0.3642634771514136, 0.95
3, 9000, 0.0, 0.36525576539688986, 0.9299999999999999
3, 9500, 0.0, 0.3665599701949846, 0.96
3, 10000, 0.0, 0.3671509234157449, 0.95
4, 500, -0.3, 0.32653740221194727, 0.8999999999999999
4, 1000, -0.15, 0.3268096131903808, 0.8899999999999999
4, 1500, -0.15, 0.36136422526316125, 0.9099999999999999
4, 2000, -0.05, 0.36202143028865097, 0.9099999999999999
4, 2500, -0.2, 0.36128794473487996, 0.975
4, 3000, -0.3, 0.29475667466313815, 0.94
4, 3500, 0.0, 0.32893619517841366, 0.925
4, 4000, -0.25, 0.3276330088391213, 0.975
4, 4500, -0.05, 0.36282708302897465, 0.935
4, 5000, -0.1, 0.3619599560303135, 0.96
4, 5500, -0.15, 0.36236438597526277, 0.9450000000000001
4, 6000, -0.05, 0.3307353878959711, 0.975
4, 6500, 0.0, 0.36206451464573286, 0.975
4, 7000, 0.0, 0.36324588038784783, 0.965
4, 7500, 0.0, 0.3641324850691767, 0.985
4, 8000, 0.0, 0.36265447752964114, 0.95
4, 8500, 0.0, 0.36242349630307125, 0.9199999999999999
4, 9000, 0.0, 0.36453461858881037, 0.935
4, 9500, 0.0, 0.3648030586058279, 0.95
4, 10000, 0.0, 0.36534340914644503, 0.9450000000000001
5, 500, -0.2, 0.32807334426875523, 0.85
5, 1000, -0.1, 0.3623824671799718, 0.905
5, 1500, -0.1, 0.3650063667751125, 0.895
5, 2000, -0.1, 0.3278758155032515, 0.895
5, 2500, -0.05, 0.32923850306847924, 0.905
5, 3000, 0.0, 0.3621992665655547, 0.965
5, 3500, 0.0, 0.3630459934572912, 0.9199999999999999
5, 4000, -0.05, 0.36426371142023184, 0.915
5, 4500, 0.0, 0.36233351065217306, 0.965
5, 5000, 0.0, 0.36391974233937185, 0.97
5, 5500, 0.0, 0.3607952393345137, 0.955
5, 6000, -0.05, 0.36251528647406006, 0.94
5, 6500, 0.0, 0.365946854532016, 0.975
5, 7000, 0.0, 0.36336057236084013, 0.9299999999999999
5, 7500, 0.0, 0.36475031512571643, 0.9550000000000001
5, 8000, 0.0, 0.36402597178491103, 0.9550000000000001
5, 8500, 0.0, 0.3632460626244399, 0.9299999999999999
5, 9000, 0.0, 0.36480021299648935, 0.95
5, 9500, 0.0, 0.36479250371106775, 0.9450000000000001
5, 10000, 0.0, 0.3652395014088249, 0.9450000000000001
6, 500, -0.2, 0.3614884074877709, 0.915
6, 1000, -0.2, 0.35855014192412915, 0.88
6, 1500, -0.15, 0.360655830654049, 0.9450000000000001
6, 2000, -0.15, 0.32735925678432065, 0.87
6, 2500, -0.3, 0.29581694938582304, 0.915
6, 3000, 0.0, 0.3636094854053456, 0.925
6, 3500, -0.1, 0.36498286248076356, 0.955
6, 4000, -0.05, 0.3319099616157347, 0.885
6, 4500, -0.05, 0.329737163957157, 0.935
6, 5000, 0.0, 0.3328167124802649, 0.95
6, 5500, 0.0, 0.3643765338833538, 0.96
6, 6000, 0.0, 0.36495179314043547, 0.9550000000000001
6, 6500, 0.0, 0.3651226593147735, 0.9550000000000001
6, 7000, 0.0, 0.36588928037552515, 0.935
6, 7500, 0.0, 0.3652464934185681, 0.9099999999999999
6, 8000, 0.0, 0.3657640236426731, 0.94
6, 8500, 0.0, 0.36599655231873085, 0.95
6, 9000, 0.0, 0.36814644658961937, 0.95
6, 9500, 0.0, 0.36807099755693756, 0.96
6, 10000, 0.0, 0.36878452203740353, 0.935
7, 500, -0.05, 0.36063254774744236, 0.89
7, 1000, -0.05, 0.32834084408061304, 0.9199999999999999
7, 1500, -0.2, 0.3289443163614019, 0.94
7, 2000, 0.0, 0.3269130446097104, 0.935
7, 2500, -0.05, 0.36127611499342294, 0.95
7, 3000, -0.05, 0.3622754621220492, 0.9450000000000001
7, 3500, 0.0, 0.3615933619665036, 0.94
7, 4000, -0.05, 0.3612350948904055, 0.9299999999999999
7, 4500, 0.0, 0.3641855671041739, 0.9550000000000001
7, 5000, 0.0, 0.3635755294389682, 0.97
7, 5500, -0.1, 0.36443626059758016, 0.935
7, 6000, -0.05, 0.36110336496593987, 0.9450000000000001
7, 6500, 0.0, 0.36408413546908236, 0.975
7, 7000, 0.0, 0.36250823544321076, 0.965
7, 7500, 0.0, 0.3599648961192334, 0.935
7, 8000, 0.0, 0.3634015404117799, 0.9450000000000001
7, 8500, 0.0, 0.3639256070721086, 0.95
7, 9000, 0.0, 0.36440432223971486, 0.94
7, 9500, -0.1, 0.3660512125387832, 0.9550000000000001
7, 10000, -0.1, 0.3653033774101877, 0.975
8, 500, -0.05, 0.362342959102168, 0.8400000000000001
8, 1000, -0.1, 0.36351599399040385, 0.855
8, 1500, -0.05, 0.3627058122300156, 0.9099999999999999
8, 2000, -0.1, 0.36370659182427745, 0.935
8, 2500, -0.1, 0.36263260159732574, 0.9550000000000001
8, 3000, -0.05, 0.36343887105596795, 0.895
8, 3500, -0.05, 0.36170723988143627, 0.925
8, 4000, -0.05, 0.36469134279556414, 0.95
8, 4500, 0.0, 0.36509634472260666, 0.94
8, 5000, 0.0, 0.36325468421477813, 0.9099999999999999
8, 5500, 0.0, 0.36191538283080044, 0.95
8, 6000, 0.0, 0.3668770853183714, 0.965
8, 6500, 0.0, 0.3616999108563604, 0.9299999999999999
8, 7000, -0.05, 0.36610987360877734, 0.905
8, 7500, 0.0, 0.36798279670702616, 0.9650000000000001
8, 8000, 0.0, 0.36663699163247204, 0.9450000000000001
8, 8500, 0.0, 0.36654027718020743, 0.94
8, 9000, 0.0, 0.3693486281851947, 0.9550000000000001
8, 9500, 0.0, 0.3673847583177158, 0.89
8, 10000, 0.0, 0.3687461873255949, 0.9450000000000001
9, 500, -0.2, 0.36186100010272754, 0.895
9, 1000, -0.05, 0.36137600078330195, 0.8799999999999999
9, 1500, -0.05, 0.35858844148889374, 0.915
9, 2000, -0.3, 0.32575947960947393, 0.885
9, 2500, -0.05, 0.3582506262950595, 0.94
9, 3000, -0.1, 0.36237148045344464, 0.885
9, 3500, -0.25, 0.36249583713664973, 0.905
9, 4000, 0.0, 0.36194147872741644, 0.9550000000000001
9, 4500, -0.05, 0.3296793557852348, 0.9099999999999999
9, 5000, 0.0, 0.3624885685378407, 0.9550000000000001
9, 5500, 0.0, 0.36337837590228383, 0.9199999999999999
9, 6000, 0.0, 0.3610415266883741, 0.98
9, 6500, 0.0, 0.36248726692977395, 0.95
9, 7000, 0.0, 0.36307812786001414, 0.935
9, 7500, 0.0, 0.3618351596235785, 0.9450000000000001
9, 8000, 0.0, 0.36214103476485654, 0.9550000000000001
9, 8500, 0.0, 0.36290818089689064, 0.97
9, 9000, 0.0, 0.3649476692788727, 0.94
9, 9500, 0.0, 0.3676024436104785, 0.935
9, 10000, 0.0, 0.3673393945892048, 0.9650000000000001
10, 500, -0.3, 0.32767249332595416, 0.88
10, 1000, -0.25, 0.29230781494540964, 0.87
10, 1500, -0.15, 0.3592130749812149, 0.875
10, 2000, -0.2, 0.36254053269656805, 0.86
10, 2500, -0.25, 0.36272995127523217, 0.925
10, 3000, -0.2, 0.3613591543792934, 0.905
10, 3500, -0.05, 0.3611087154113383, 0.95
10, 4000, -0.1, 0.3603518683921957, 0.96
10, 4500, -0.05, 0.3630543655426783, 0.965
10, 5000, -0.25, 0.3267275562813773, 0.96
10, 5500, 0.0, 0.358670452624307, 0.95
10, 6000, 0.0, 0.3578041205883031, 0.9450000000000001
10, 6500, 0.0, 0.36170942425907954, 0.975
10, 7000, 0.0, 0.3605386341652257, 0.9450000000000001
10, 7500, 0.0, 0.3605103318221615, 0.925
10, 8000, 0.0, 0.3632782956953055, 0.9450000000000001
10, 8500, 0.0, 0.36310698896474597, 0.94
10, 9000, 0.0, 0.36429771444498327, 0.955
10, 9500, 0.0, 0.3637456747455973, 0.935
10, 10000, 0.0, 0.3654030566197477, 0.9450000000000001
11, 500, -0.25, 0.32571710429328316, 0.885
11, 1000, -0.3, 0.32580812266082515, 0.895
11, 1500, -0.05, 0.35758114341994884, 0.9199999999999999
11, 2000, -0.1, 0.3286387073584984, 0.91
11, 2500, -0.25, 0.2960305360435467, 0.88
11, 3000, -0.15, 0.3292481311902702, 0.945
11, 3500, -0.25, 0.32898581271847305, 0.895
11, 4000, -0.05, 0.35985436066761284, 0.9299999999999999
11, 4500, 0.0, 0.3623624394690846, 0.9550000000000001
11, 5000, -0.05, 0.3617150142429893, 0.98
11, 5500, -0.05, 0.32851130139381546, 0.94
11, 6000, 0.0, 0.3632877794836057, 0.9650000000000001
11, 6500, -0.05, 0.3291701509381292, 0.9299999999999999
11, 7000, 0.0, 0.36262363233708034, 0.95
11, 7500, 0.0, 0.36189557604187317, 0.9550000000000001
11, 8000, 0.0, 0.36185958456799455, 0.9550000000000001
11, 8500, 0.0, 0.360830097723549, 0.9650000000000001
11, 9000, 0.0, 0.3638128696027155, 0.9299999999999999
11, 9500, 0.0, 0.3662613817886507, 0.9550000000000001
11, 10000, 0.0, 0.36616635980408385, 0.975
12, 500, -0.25, 0.36107272811825575, 0.915
12, 1000, -0.15, 0.36301626110020746, 0.935
12, 1500, -0.1, 0.36392055918467936, 0.9299999999999999
12, 2000, 0.0, 0.36539284112043874, 0.96
12, 2500, -0.05, 0.3653615839895606, 0.89
12, 3000, -0.05, 0.36439083021696594, 0.925
12, 3500, 0.0, 0.3636400811333507, 0.96
12, 4000, 0.0, 0.3612484064280588, 0.95
12, 4500, -0.25, 0.32760647577019286, 0.895
12, 5000, -0.05, 0.36001068518494517, 0.9299999999999999
12, 5500, 0.0, 0.36087993618715614, 0.95
12, 6000, 0.0, 0.3585458934318978, 0.96
12, 6500, 0.0, 0.360561796912777, 0.9199999999999999
12, 7000, 0.0, 0.35926598755614636, 0.9550000000000001
12, 7500, 0.0, 0.35984222297779755, 0.96
12, 8000, 0.0, 0.36034790468991873, 0.9550000000000001
12, 8500, 0.0, 0.3601255020361993, 0.9450000000000001
12, 9000, 0.0, 0.3603482266104132, 0.935
12, 9500, 0.0, 0.3625208911360871, 0.9550000000000001
12, 10000, 0.0, 0.3629678945085215, 0.9450000000000001
13, 500, -0.2, 0.36193346480064803, 0.86
13, 1000, 0.0, 0.3632399430316233, 0.8899999999999999
13, 1500, 0.0, 0.36480590212494507, 0.965
13, 2000, -0.1, 0.3285090289939063, 0.9450000000000001
13, 2500, 0.0, 0.36356483387316996, 0.9199999999999999
13, 3000, -0.05, 0.36315918411993653, 0.94
13, 3500, 0.0, 0.3617913072874325, 0.965
13, 4000, -0.25, 0.36114954071947314, 0.9299999999999999
13, 4500, -0.05, 0.361679549560429, 0.9550000000000001
13, 5000, -0.25, 0.3653120243643827, 0.94
13, 5500, -0.05, 0.33161298199620204, 0.95
13, 6000, 0.0, 0.36266562917330597, 0.9450000000000001
13, 6500, 0.0, 0.35954528470108604, 0.95
13, 7000, 0.0, 0.35831008514377694, 0.95
13, 7500, 0.0, 0.3615294621821983, 0.96
13, 8000, 0.0, 0.3609417751669093, 0.96
13, 8500, 0.0, 0.3636346163966195, 0.975
13, 9000, 0.0, 0.36311982650883934, 0.925
13, 9500, 0.0, 0.3638578479527539, 0.94
13, 10000, 0.0, 0.3641931122480828, 0.9450000000000001
14, 500, -0.3, 0.32660237959747185, 0.845
14, 1000, -0.15, 0.29335144878624403, 0.895
14, 1500, -0.1, 0.3301605879728001, 0.915
14, 2000, -0.1, 0.29529242524188903, 0.905
14, 2500, -0.1, 0.2953108288157954, 0.955
14, 3000, -0.05, 0.36587658811894525, 0.94
14, 3500, -0.1, 0.3636889260134128, 0.9550000000000001
14, 4000, -0.05, 0.3301426815347777, 0.9099999999999999
14, 4500, -0.05, 0.3591295892374568, 0.935
14, 5000, 0.0, 0.3595864718976037, 0.96
14, 5500, 0.0, 0.36084808139657043, 0.975
14, 6000, -0.1, 0.32944006355803734, 0.96
14, 6500, 0.0, 0.3615853401267306, 0.95
14, 7000, 0.0, 0.3629240230194296, 0.95
14, 7500, 0.0, 0.3641313534660524, 0.9299999999999999
14, 8000, 0.0, 0.3646600050885618, 0.95
14, 8500, 0.0, 0.36378622426812357, 0.94
14, 9000, 0.0, 0.36526319728387513, 0.9550000000000001
14, 9500, 0.0, 0.366706226897203, 0.95
14, 10000, 0.0, 0.366839263262256, 0.97
15, 500, -0.1, 0.3597497825841199, 0.91
15, 1000, -0.1, 0.35836019511070294, 0.9099999999999999
15, 1500, -0.05, 0.3264385904114888, 0.9199999999999999
