TDNTuple3Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false
TDNTuple3Agt: alpha_init->final:1.0->0.5, epsilon_init->final:0.1->0.0, gamma: 1.0, random 1 9-tuple
run, gameNum, evalQ, evalT, actionNum, trnMoves, elapsedTime, movesSecond
0, 500, -0.25, 0.0, 3578, 3772, 0.025, 143120.0
0, 1000, -0.15, 0.0, 7573, 7961, 0.047, 161127.6595744681
0, 1500, -0.1, 0.0, 11500, 12110, 0.068, 169117.64705882352
0, 2000, -0.05, 0.0, 15460, 16253, 0.092, 168043.47826086957
0, 2500, -0.1, 0.0, 19531, 20511, 0.113, 172840.70796460175
0, 3000, -0.2, -0.5, 23583, 24729, 0.136, 173404.41176470587
0, 3500, -0.2, 0.0, 27658, 28990, 0.157, 176165.6050955414
0, 4000, -0.35, -0.5, 31665, 33189, 0.178, 177893.2584269663
0, 4500, -0.15, -0.5, 35731, 37437, 0.20099999999999998, 177766.16915422888
0, 5000, -0.35, 0.0, 39786, 41665, 0.22399999999999998, 177616.07142857145
0, 5500, -0.05, 0.0, 43865, 45933, 0.24599999999999997, 178313.00813008132
0, 6000, -0.1, 0.0, 48011, 50235, 0.26799999999999996, 179145.52238805973
0, 6500, -0.15, 0.0, 52118, 54524, 0.291, 179099.65635738833
0, 7000, -0.2, 0.0, 56215, 58796, 0.314, 179028.66242038217
0, 7500, -0.2, 0.0, 60304, 63055, 0.336, 179476.19047619047
0, 8000, -0.25, 0.0, 64397, 67303, 0.35700000000000004, 180383.75350140053
0, 8500, -0.25, 0.0, 68539, 71584, 0.37800000000000006, 181320.1058201058
0, 9000, -0.15, 0.0, 72712, 75912, 0.4000000000000001, 181779.99999999997
0, 9500, -0.2, 0.0, 76869, 80223, 0.4220000000000001, 182154.0284360189
0, 10000, 0.0, 0.0, 81066, 84554, 0.4490000000000001, 180547.88418708235
0, 10500, -0.1, 0.0, 85236, 88848, 0.47100000000000014, 180968.152866242
0, 11000, -0.15, 0.0, 89420, 93181, 0.49400000000000016, 181012.1457489878
0, 11500, -0.2, -0.5, 93596, 97474, 0.5150000000000001, 181739.80582524269
0, 12000, -0.2, 0.0, 97728, 101714, 0.5390000000000001, 181313.54359925783
0, 12500, -0.15, 0.0, 101917, 106040, 0.5620000000000002, 181346.9750889679
0, 13000, -0.05, 0.0, 106132, 110365, 0.5840000000000002, 181732.8767123287
0, 13500, -0.1, 0.0, 110341, 114698, 0.6060000000000002, 182080.85808580852
0, 14000, -0.25, 0.0, 114579, 119063, 0.6300000000000002, 181871.4285714285
0, 14500, -0.3, -0.5, 118830, 123415, 0.6540000000000002, 181697.24770642194
0, 15000, -0.2, -0.5, 123043, 127743, 0.6780000000000003, 181479.3510324483
0, 15500, -0.2, 0.0, 127281, 132098, 0.7000000000000003, 181829.9999999999
0, 16000, -0.25, 0.0, 131531, 136464, 0.7220000000000003, 182175.90027700824
0, 16500, -0.1, -0.5, 135776, 140806, 0.7460000000000003, 182005.36193029484
0, 17000, -0.2, 0.0, 140036, 145165, 0.7710000000000004, 181629.05317769124
0, 17500, -0.25, 0.0, 144328, 149548, 0.7930000000000004, 182002.52206809574
0, 18000, -0.1, 0.0, 148645, 153940, 0.8150000000000004, 182386.50306748456
0, 18500, -0.2, 0.0, 152909, 158301, 0.8370000000000004, 182686.97729988044
0, 19000, -0.1, -0.5, 157219, 162691, 0.8600000000000004, 182812.79069767433
0, 19500, -0.15, 0.0, 161552, 167100, 0.8850000000000005, 182544.63276836148
0, 20000, -0.2, 0.0, 165874, 171498, 0.9090000000000005, 182479.64796479637
0, 20500, -0.2, 0.0, 170193, 175888, 0.9310000000000005, 182806.65950590753
0, 21000, -0.1, 0.0, 174516, 180277, 0.9530000000000005, 183122.7701993703
0, 21500, -0.2, 0.0, 178838, 184666, 0.9780000000000005, 182860.94069529642
0, 22000, -0.2, 0.0, 183208, 189096, 1.0060000000000004, 182115.30815109337
0, 22500, -0.1, 0.0, 187553, 193492, 1.0290000000000004, 182267.24975704562
0, 23000, -0.1, 0.0, 191932, 197932, 1.0510000000000004, 182618.45861084675
0, 23500, -0.15, 0.0, 196277, 202333, 1.0730000000000004, 182923.5787511649
0, 24000, -0.15, 0.0, 200669, 206759, 1.0950000000000004, 183259.36073059353
0, 24500, -0.2, 0.0, 205088, 211216, 1.1190000000000004, 183277.9267202859
0, 25000, -0.1, 0.0, 209511, 215679, 1.1440000000000003, 183138.98601398597
0, 25500, -0.15, 0.0, 213951, 220150, 1.1690000000000003, 183020.53036783572
0, 26000, -0.1, 0.0, 218374, 224599, 1.1960000000000002, 182586.9565217391
0, 26500, -0.2, 0.0, 222781, 229031, 1.221, 182457.82145782144
0, 27000, -0.1, 0.0, 227223, 233497, 1.244, 182655.14469453375
0, 27500, -0.1, 0.0, 231681, 237972, 1.267, 182857.9321231255
0, 28000, 0.0, 0.0, 236142, 242449, 1.2899999999999998, 183055.8139534884
0, 28500, -0.15, 0.0, 240613, 246939, 1.3139999999999998, 183114.91628614918
0, 29000, -0.3, 0.0, 245092, 251431, 1.3379999999999999, 183177.87742899853
0, 29500, -0.2, -0.5, 249591, 255931, 1.3619999999999999, 183253.30396475774
0, 30000, -0.15, 0.0, 254087, 260431, 1.386, 183323.95382395384
1, 500, -0.9, -1.0, 2931, 3080, 1.402, 2090.5848787446507
1, 1000, -0.4, -0.5, 6631, 6964, 1.422, 4663.150492264416
1, 1500, -0.05, 0.0, 10602, 11148, 1.444, 7342.105263157895
1, 2000, 0.0, 0.0, 14548, 15298, 1.4689999999999999, 9903.335602450648
1, 2500, -0.3, -0.5, 18576, 19527, 1.4909999999999999, 12458.752515090544
1, 3000, 0.0, 0.0, 22588, 23719, 1.5119999999999998, 14939.15343915344
1, 3500, 0.0, 0.0, 26654, 27967, 1.5339999999999998, 17375.488917861803
1, 4000, 0.0, 0.0, 30610, 32114, 1.5549999999999997, 19684.887459807076
1, 4500, 0.0, 0.0, 34662, 36366, 1.5779999999999996, 21965.779467680615
1, 5000, 0.0, 0.0, 38748, 40653, 1.5989999999999995, 24232.64540337712
1, 5500, 0.0, 0.0, 42845, 44929, 1.6209999999999996, 26431.215299198033
1, 6000, 0.0, 0.0, 46922, 49182, 1.6429999999999996, 28558.734023128432
1, 6500, -0.1, -0.5, 51038, 53452, 1.6659999999999995, 30635.054021608652
1, 7000, -0.15, 0.0, 55103, 57714, 1.6889999999999994, 32624.62995855537
1, 7500, -0.25, 0.0, 59291, 62049, 1.7099999999999993, 34673.09941520469
1, 8000, -0.05, 0.0, 63404, 66321, 1.7309999999999992, 36628.53841709996
1, 8500, -0.1, 0.0, 67581, 70654, 1.7529999999999992, 38551.625784369666
1, 9000, -0.2, 0.0, 71724, 74948, 1.7759999999999991, 40385.135135135155
1, 9500, 0.0, 0.0, 75929, 79275, 1.7979999999999992, 42229.699666295906
1, 10000, 0.0, 0.0, 80103, 83601, 1.818999999999999, 44036.83342495879
1, 10500, -0.05, 0.0, 84303, 87926, 1.840999999999999, 45791.96089082023
1, 11000, -0.05, 0.0, 88433, 92194, 1.861999999999999, 47493.55531686361
1, 11500, -0.1, 0.0, 92564, 96470, 1.885999999999999, 49079.53340402972
1, 12000, -0.1, 0.0, 96717, 100758, 1.910999999999999, 50610.6750392465
1, 12500, -0.1, 0.0, 100931, 105093, 1.934999999999999, 52160.72351421192
1, 13000, -0.05, -0.5, 105132, 109429, 1.9579999999999989, 53693.56486210422
1, 13500, -0.05, 0.0, 109320, 113727, 1.9799999999999989, 55212.121212121245
1, 14000, -0.05, 0.0, 113534, 118044, 2.0039999999999987, 56653.692614770494
1, 14500, 0.0, -0.5, 117763, 122397, 2.0279999999999987, 58068.54043392509
1, 15000, -0.1, 0.0, 122019, 126757, 2.0499999999999985, 59521.46341463419
1, 15500, -0.1, 0.0, 126276, 131111, 2.0739999999999985, 60885.24590163939
1, 16000, -0.1, 0.0, 130528, 135476, 2.0989999999999984, 62185.80276322063
1, 16500, -0.1, 0.0, 134797, 139841, 2.1219999999999986, 63523.56267672012
1, 17000, 0.0, 0.0, 139059, 144202, 2.1439999999999984, 64859.60820895527
1, 17500, -0.05, -0.5, 143314, 148547, 2.1679999999999984, 66104.24354243548
1, 18000, 0.0, 0.0, 147588, 152918, 2.1909999999999985, 67361.0223642173
1, 18500, -0.15, 0.0, 151903, 157304, 2.2149999999999985, 68579.23250564339
1, 19000, -0.05, 0.0, 156194, 161673, 2.2369999999999983, 69822.97720160935
1, 19500, 0.0, 0.0, 160534, 166075, 2.2609999999999983, 71001.32684652814
1, 20000, -0.05, 0.0, 164848, 170467, 2.2859999999999983, 72111.98600174984
1, 20500, 0.0, -0.5, 169186, 174874, 2.307999999999998, 73304.15944540733
1, 21000, -0.05, 0.0, 173529, 179284, 2.329999999999998, 74475.96566523612
1, 21500, -0.1, 0.0, 177881, 183688, 2.3519999999999976, 75629.67687074837
1, 22000, -0.1, -0.5, 182209, 188079, 2.3739999999999974, 76751.89553496217
