TDNTuple3Agt: USESYM:true; P:4; NORMALIZE:false; sigmoid:tanh; lambda:0.5; horizon:7; AFTERSTATE:false; learnFromRM: false
TDNTuple3Agt: alpha_init->final:0.2->0.2; epsilon_init->final:0.2->0.2; gamma: 1.0; random 50 6-tuple
run; gameNum; evalQ; evalT; actionNum; trnMoves; elapsedTime; movesSecond;P ; N
0; 110000; 1.0; 1.0; 5406612; 6563801; 2621.565; 2062.360460259425; 4; 0.0
0; 112000; 1.0; 1.0; 5505102; 6683025; 2670.764; 2061.24614529775; 4; 0.0
0; 114000; 0.5; 0.5; 5603580; 6802554; 2717.798; 2061.808861438562; 4; 0.0
0; 116000; 1.0; 1.0; 5702314; 6922268; 2765.041; 2062.289130613253; 4; 0.0
0; 118000; 1.0; 1.0; 5800637; 7041733; 2814.544; 2060.9509035921983; 4; 0.0
0; 120000; 0.7000000000000001; 0.6; 5898997; 7160786; 2862.483; 2060.797216961638; 4; 0.0
0; 122000; 1.0; 1.0; 5996874; 7279606; 2910.024; 2060.7644473035275; 4; 0.0
0; 124000; 1.0; 1.0; 6094799; 7398330; 2958.12; 2060.3623247197547; 4; 0.0
0; 126000; 1.0; 1.0; 6193017; 7517760; 3005.204; 2060.764260928709; 4; 0.0
0; 128000; 1.0; 1.0; 6291089; 7636888; 3052.569; 2060.9162315413673; 4; 0.0
0; 130000; 0.6; 0.5; 6389135; 7755884; 3100.559; 2060.639710452212; 4; 0.0
0; 132000; 0.9; 0.9; 6487359; 7875311; 3148.672; 2060.3476640310582; 4; 0.0
0; 134000; 0.30000000000000004; 0.35000000000000003; 6584931; 7993982; 3195.639; 2060.5991477760786; 4; 0.0
0; 136000; 0.8; 1.0; 6682798; 8113174; 3242.869; 2060.7671786926944; 4; 0.0
0; 138000; 0.5; 0.8; 6781058; 8232356; 3294.757; 2058.136002139156; 4; 0.0
0; 140000; 1.0; 1.0; 6879468; 8351683; 3344.477; 2056.9637644391037; 4; 0.0
0; 142000; 0.8; 0.9; 6977964; 8471299; 3392.655; 2056.7856148061032; 4; 0.0
0; 144000; 1.0; 1.0; 7076332; 8590713; 3444.073; 2054.6405375263535; 4; 0.0
0; 146000; 1.0; 1.0; 7175002; 8710278; 3492.654; 2054.312279429912; 4; 0.0
0; 148000; 1.0; 0.95; 7273496; 8829765; 3542.476; 2053.2237903658342; 4; 0.0
0; 150000; 0.09999999999999998; 0.19999999999999996; 7371235; 8948751; 3591.579; 2052.366104156417; 4; 0.0
0; 152000; 1.0; 1.0; 7469134; 9067868; 3638.597; 2052.7511015921796; 4; 0.0
0; 154000; 0.4; 0.0; 7567039; 9186764; 3685.841; 2053.0020150082437; 4; 0.0
0; 156000; 1.0; 1.0; 7665262; 9306050; 3733.939; 2052.8621383477343; 4; 0.0
0; 158000; 1.0; 1.0; 7763591; 9425235; 3781.806; 2052.879232832144; 4; 0.0
0; 160000; 1.0; 1.0; 7861473; 9544275; 3828.822; 2053.2354337704915; 4; 0.0
0; 162000; 1.0; 0.95; 7959818; 9663596; 3877.452; 2052.847591665867; 4; 0.0
0; 164000; 1.0; 1.0; 8058409; 9783250; 3927.033; 2052.034958708012; 4; 0.0
0; 166000; 1.0; 1.0; 8156985; 9902822; 3976.384; 2051.357464470232; 4; 0.0
0; 168000; 0.9; 0.8; 8255822; 10022497; 4024.75; 2051.2633082800176; 4; 0.0
0; 170000; 1.0; 1.0; 8354251; 10142073; 4075.238; 2050.003214536182; 4; 0.0
0; 172000; 1.0; 1.0; 8452662; 10261638; 4122.779; 2050.234077548178; 4; 0.0
0; 174000; 1.0; 0.9; 8550806; 10381082; 4174.385; 2048.3989857188544; 4; 0.0
0; 176000; 0.8; 0.5; 8649323; 10500590; 4227.321; 2046.0530439964223; 4; 0.0
0; 178000; 1.0; 0.8; 8747791; 10619959; 4273.468; 2047.0004689399805; 4; 0.0
0; 180000; 1.0; 1.0; 8845623; 10739213; 4320.216; 2047.495541889572; 4; 0.0
0; 182000; 1.0; 0.9; 8943552; 10857939; 4369.439; 2046.8421689832492; 4; 0.0
0; 184000; 4; 0.0; 9041615; 10977145; 4416.794; 2047.0990949543946; 4; 0.0
0; 186000; 0.9; 0.8; 9139901; 11096502; 4464.601; 2047.1932430244049; 4; 0.0
0; 188000; 1.0; 1.0; 9237946; 11215612; 4513.935; 2046.5394384278904; 4; 0.0
0; 190000; 1.0; 1.0; 9335905; 11334537; 4561.393; 2046.7223499487984; 4; 0.0
0; 192000; 0.9; 0.9; 9434156; 11453802; 4606.752; 2047.897520856343; 4; 0.0
0; 194000; 1.0; 0.8; 9532265; 11573008; 4652.122; 2049.014406758894; 4; 0.0
0; 196000; 1.0; 1.0; 9630403; 11692262; 4699.359; 2049.301404723495; 4; 0.0
0; 198000; 1.0; 0.9; 9728809; 11811823; 4745.13; 2050.27238452898; 4; 0.0
0; 200000; 1.0; 1.0; 9827101; 11931225; 4791.152; 2051.09355745758; 4; 0.0
1; 2000; -0.75; -0.8; 97942; 119075; 47.129; 2078.1684313267842; 4; 0.0
1; 4000; -0.30000000000000004; -0.20000000000000007; 196466; 238667; 93.562; 2099.8482289818517; 4; 0.0
1; 6000; -1.0; -0.9; 295112; 358256; 141.229; 2089.599161645271; 4; 0.0
1; 8000; -1.0; -0.4; 393628; 477853; 189.387; 2078.431993748251; 4; 0.0
1; 10000; -0.6; -0.5; 492369; 597560; 236.875; 2078.6026385224272; 4; 0.0
1; 12000; -0.95; -0.8; 590896; 717217; 283.861; 2081.6385484444854; 4; 0.0
1; 14000; -0.3; -0.45000000000000007; 688632; 835784; 329.388; 2090.640824802361; 4; 0.0
1; 16000; 0.09999999999999998; -0.20000000000000004; 786718; 954848; 377.187; 2085.7505693462394; 4; 0.0
1; 18000; 0.30000000000000004; 0.19999999999999998; 885061; 1074418; 423.366; 2090.53395879688; 4; 0.0
1; 20000; 0.4; 0.6; 983672; 1194146; 469.592; 2094.737559413278; 4; 0.0
1; 22000; -0.7; -0.55; 1082110; 1313689; 517.579; 2090.7146541880566; 4; 0.0
1; 24000; 0.4; -0.19999999999999998; 1180513; 1433052; 564.172; 2092.4700268712377; 4; 0.0
1; 26000; 0.1; 0.20000000000000004; 1278838; 1552542; 610.426; 2094.9926772450713; 4; 0.0
1; 28000; 0.30000000000000004; 0.1; 1377111; 1672231; 657.413; 2094.7425743026074; 4; 0.0
1; 30000; -0.30000000000000004; -0.30000000000000004; 1475376; 1791506; 704.92; 2092.9694149690745; 4; 0.0
1; 32000; 4; 0.04999999999999999; 1573849; 1910900; 751.106; 2095.375353145894; 4; 0.0
1; 34000; 4; 0.0; 1672358; 2030447; 798.31; 2094.872919041475; 4; 0.0
1; 36000; 0.30000000000000004; 0.19999999999999996; 1770988; 2150166; 847.122; 2090.593798768064; 4; 0.0
1; 38000; 0.8; 0.6; 1869686; 2269752; 894.545; 2090.0972002526423; 4; 0.0
1; 40000; 0.6; 0.7; 1967678; 2389099; 941.543; 2089.844011372821; 4; 0.0
1; 42000; 0.0; -0.30000000000000004; 2066040; 2508641; 990.433; 2085.9967307228253; 4; 0.0
1; 44000; 0.6; 0.9; 2164697; 2628353; 1037.323; 2086.8109547363742; 4; 0.0
1; 46000; 0.09999999999999998; 0.09999999999999998; 2263128; 2748050; 1084.087; 2087.58891122207; 4; 0.0
1; 48000; -0.30000000000000004; -0.30000000000000004; 2361926; 2867786; 1131.507; 2087.4161626927626; 4; 0.0
1; 50000; 0.4; 0.35000000000000003; 2459920; 2986786; 1178.147; 2087.9567660062794; 4; 0.0
1; 52000; 0.4; 0.4; 2558522; 3106630; 1224.134; 2090.0669371163613; 4; 0.0
1; 54000; 0.30000000000000004; 0.10000000000000006; 2657330; 3226291; 1270.441; 2091.659510359001; 4; 0.0
1; 56000; 0.4; 0.5; 2755802; 3345865; 1318.048; 2090.820668139552; 4; 0.0
1; 58000; -0.5; -0.4; 2853799; 3464856; 1364.246; 2091.8507365973583; 4; 0.0
1; 60000; 0.09999999999999998; 0.09999999999999998; 2951979; 3584155; 1410.906; 2092.257740770824; 4; 0.0
1; 62000; -0.20000000000000004; -0.19999999999999998; 3050711; 3703923; 1459.378; 2090.418657811753; 4; 0.0
1; 64000; 0.65; 0.55; 3149297; 3823502; 1506.166; 2090.93619162828; 4; 0.0
1; 66000; -0.19999999999999996; -0.4; 3247755; 3943204; 1552.481; 2091.9772931198513; 4; 0.0
1; 68000; 1.0; 1.0; 3346624; 4062985; 1599.452; 2092.35663214651; 4; 0.0
1; 70000; 0.9; 0.8; 3445213; 4182634; 1646.613; 2092.3028058201894; 4; 0.0
1; 72000; 1.0; 1.0; 3543602; 4302155; 1692.791; 2093.3487949782343; 4; 0.0
1; 74000; 1.0; 0.8; 3642188; 4421825; 1738.718; 2094.7548711176855; 4; 0.0
1; 76000; 0.75; 1.0; 3740816; 4541443; 1786.231; 2094.2509675400324; 4; 0.0
1; 78000; 1.0; 1.0; 3839220; 4661074; 1832.424; 2095.1591989626854; 4; 0.0
1; 80000; -0.7; -1.0; 3937462; 4780453; 1878.377; 2096.204329588789; 4; 0.0
1; 82000; 1.0; 1.0; 4035766; 4899923; 1926.191; 2095.205511810615; 4; 0.0
1; 84000; 1.0; 1.0; 4134244; 5019594; 1972.441; 2096.0038855408097; 4; 0.0
1; 86000; 0.7; 0.4; 4232792; 5139122; 2018.441; 2097.0600577376304; 4; 0.0
1; 88000; 1.0; 1.0; 4331236; 5258489; 2064.946; 2097.505697485552; 4; 0.0
1; 90000; 1.0; 1.0; 4429955; 5378170; 2114.275; 2095.259604356103; 4; 0.0
1; 92000; 0.7; 0.8; 4528377; 5497660; 2161.415; 2095.0983499235454; 4; 0.0
1; 94000; 4; 0.0; 4626820; 5617252; 2208.414; 2095.087243605592; 4; 0.0
1; 96000; 0.25; 0.2; 4725370; 5736959; 2258.997; 2091.8000333776454; 4; 0.0
1; 98000; 0.9; 0.4; 4823822; 5856679; 2308.244; 2089.823259586075; 4; 0.0
1; 100000; 0.39999999999999997; 0.5; 4922006; 5976325; 2356.812; 2088.4168953654344; 4; 0.0
1; 102000; 0.8; 0.7; 5020411; 6095576; 2407.992; 2084.8952155987226; 4; 0.0
1; 104000; 1.0; 1.0; 5118588; 6215010; 2456.375; 2083.797465777823; 4; 0.0
1; 106000; 1.0; 1.0; 5216545; 6334092; 2504.831; 2082.593596134829; 4; 0.0
1; 108000; 1.0; 1.0; 5314941; 6453293; 2554.43; 2080.675923787303; 4; 0.0
1; 110000; 1.0; 1.0; 5412714; 6572401; 2602.621; 2079.716562649729; 4; 0.0
1; 112000; 1.0; 0.7; 5511147; 6691744; 2650.501; 2079.285010645157; 4; 0.0
1; 114000; 4; 0.0; 5609541; 6811424; 2699.942; 2077.652408829523; 4; 0.0
1; 116000; 0.9; 0.8; 5708019; 6930875; 2748.433; 2076.8266863336307; 4; 0.0
1; 118000; 1.0; 1.0; 5804734; 7048109; 2797.037; 2075.315414132884; 4; 0.0
1; 120000; 0.8; 0.8; 5902671; 7166867; 2845.109; 2074.673061735069; 4; 0.0
1; 122000; 1.0; 1.0; 6000882; 7286073; 2893.223; 2074.1166512225295; 4; 0.0
1; 124000; -0.09999999999999998; -0.09999999999999998; 6099401; 7405774; 2939.745; 2074.806148152306; 4; 0.0
1; 126000; 1.0; 0.9; 6197972; 7525299; 2985.117; 2076.2911470471677; 4; 0.0
1; 128000; 4; 0.0; 6296260; 7644857; 3032.311; 2076.389921746153; 4; 0.0
1; 130000; 0.9; 0.7; 6394871; 7764506; 3079.172; 2076.815130820883; 4; 0.0
1; 132000; 1.0; 1.0; 6493226; 7884099; 3125.719; 2077.35436230832; 4; 0.0
1; 134000; 1.0; 1.0; 6591507; 8003391; 3173.01; 2077.367231745251; 4; 0.0
1; 136000; 1.0; 1.0; 6689618; 8122321; 3219.537; 2077.8198852816417; 4; 0.0
1; 138000; 1.0; 1.0; 6788384; 8242078; 3265.829; 2078.6097496225307; 4; 0.0
1; 140000; 0.6; 0.30000000000000004; 6886819; 8361593; 3312.467; 2079.0604102622; 4; 0.0
1; 142000; 1.0; 1.0; 6985352; 8481158; 3360.643; 2078.576034407701; 4; 0.0
1; 144000; 4; 0.0; 7083911; 8600896; 3407.28; 2079.051618886619; 4; 0.0
1; 146000; 0.4; 0.4; 7182553; 8720623; 3454.445; 2079.220540492033; 4; 0.0
1; 148000; 1.0; 1.0; 7281060; 8839948; 3502.935; 2078.5598362516007; 4; 0.0
1; 150000; 1.0; 1.0; 7379648; 8959443; 3549.765; 2078.9117026056656; 4; 0.0
1; 152000; 0.8; 0.5; 7477889; 9078949; 3596.642; 2079.1307558550448; 4; 0.0
1; 154000; 0.30000000000000004; 0.6; 7576467; 9198467; 3645.51; 2078.3009784639185; 4; 0.0
1; 156000; 1.0; 0.9; 7674905; 9318149; 3692.71; 2078.3936458590033; 4; 0.0
1; 158000; 1.0; 1.0; 7773439; 9437860; 3740.513; 2078.174571241966; 4; 0.0
1; 160000; 1.0; 1.0; 7871935; 9557390; 3788.345; 2077.9350877494; 4; 0.0
1; 162000; 0.4; 0.30000000000000004; 7970603; 9677034; 3835.606; 2078.055723137361; 4; 0.0
1; 164000; 0.65; 0.6; 8068897; 9796769; 3882.524; 2078.2606881502857; 4; 0.0
1; 166000; 1.0; 1.0; 8167269; 9916339; 3929.225; 2078.5953973111746; 4; 0.0
1; 168000; 1.0; 1.0; 8265509; 10036005; 3977.715; 2077.9540515094723; 4; 0.0
1; 170000; 0.9; 0.7; 8363973; 10155598; 4024.683; 2078.1693862597376; 4; 0.0
1; 172000; 0.95; 1.0; 8462423; 10275133; 4071.099; 2078.6581215539095; 4; 0.0
1; 174000; 1.0; 1.0; 8560798; 10394746; 4119.636; 2078.047186693193; 4; 0.0
1; 176000; 1.0; 1.0; 8659225; 10514267; 4165.81; 2078.6413686653973; 4; 0.0
1; 178000; 1.0; 0.6; 8757715; 10633992; 4212.089; 2079.185648736292; 4; 0.0
1; 180000; 0.5; 0.8; 8856247; 10753734; 4259.853; 2079.002960900294; 4; 0.0
1; 182000; 1.0; 1.0; 8954965; 10873473; 4308.591; 2078.3975550243686; 4; 0.0
1; 184000; 1.0; 1.0; 9053046; 10992935; 4356.975; 2077.8283097791473; 4; 0.0
1; 186000; 0.7; 1.0; 9151614; 11112710; 4405.686; 2077.227927727941; 4; 0.0
1; 188000; 0.8; 0.5; 9250052; 11232072; 4454.973; 2076.342999160713; 4; 0.0
1; 190000; 0.6; 0.5499999999999999; 9348517; 11351580; 4501.878; 2076.5815955030325; 4; 0.0
1; 192000; 0.8; 1.0; 9447162; 11471240; 4549.165; 2076.6804457521325; 4; 0.0
1; 194000; 1.0; 1.0; 9545653; 11591031; 4598.139; 2075.981826560702; 4; 0.0
1; 196000; 1.0; 1.0; 9644179; 11710520; 4645.401; 2076.070289733868; 4; 0.0
1; 198000; 0.4; 0.7; 9742097; 11829559; 4692.614; 2076.049084795809; 4; 0.0
1; 200000; 0.5; 0.6; 9840445; 11949025; 4740.919; 2075.640819849485; 4; 0.0
