TDNTuple3Agt: USESYM:true; P:4; NORMALIZE:false; sigmoid:tanh; lambda:0.5; horizon:7; AFTERSTATE:false; learnFromRM: false
TDNTuple3Agt: alpha_init->final:0.2->0.2; epsilon_init->final:0.2->0.2; gamma: 1.0; random 50 6-tuple
run; gameNum; evalQ; evalT; actionNum; trnMoves; elapsedTime; movesSecond;P ; N
1; 124000; 1.0; 1.0; 6083000; 7386500; 2906.526; 2092.8765130606093; 3; 0.0
1; 126000; 0.8; 0.8; 6179605; 7503789; 2949.542; 2095.106630114099; 3; 0.0
1; 128000; 0.55; 0.7; 6277874; 7623352; 2991.686; 2098.440143785143; 3; 0.0
1; 130000; 1.0; 1.0; 6376085; 7742771; 3034.084; 2101.4859839081582; 3; 0.0
1; 132000; 0.6; 0.6; 6473260; 7860731; 3075.57; 2104.7350572414216; 3; 0.0
1; 134000; 3; 0.0; 6570368; 7978745; 3118.7; 2106.7649982364446; 3; 0.0
1; 136000; 0.9; 0.8; 6668618; 8098096; 3160.668; 2109.876140107091; 3; 0.0
1; 138000; 1.0; 1.0; 6767186; 8217722; 3205.694; 2110.989383266151; 3; 0.0
1; 140000; 1.0; 1.0; 6865474; 8337058; 3252.143; 2111.0615369619354; 3; 0.0
1; 142000; 1.0; 1.0; 6963067; 8455694; 3296.764; 2112.0914326897528; 3; 0.0
1; 144000; 0.9; 1.0; 7061526; 8575176; 3341.718; 2113.142401603008; 3; 0.0
1; 146000; 0.9; 1.0; 7159728; 8694648; 3386.923; 2113.9329119675886; 3; 0.0
1; 148000; 1.0; 1.0; 7258227; 8814154; 3433.614; 2113.8738949689746; 3; 0.0
1; 150000; 0.6; 0.0; 7356810; 8933636; 3478.548; 2114.908289320717; 3; 0.0
1; 152000; 1.0; 1.0; 7455422; 9053273; 3523.805; 2115.730581005476; 3; 0.0
1; 154000; 0.6000000000000001; 0.6; 7553427; 9172429; 3571.816; 2114.7301540728863; 3; 0.0
1; 156000; -0.04999999999999999; 0.25; 7651251; 9291258; 3622.471; 2112.1634928202325; 3; 0.0
1; 158000; 0.8; 0.09999999999999998; 7749845; 9410942; 3675.897; 2108.286766468157; 3; 0.0
1; 160000; 1.0; 1.0; 7848146; 9530511; 3726.963; 2105.775131118822; 3; 0.0
1; 162000; 1.0; 1.0; 7946587; 9650015; 3775.591; 2104.726650741566; 3; 0.0
1; 164000; 0.8; 0.8; 8044961; 9769473; 3824.514; 2103.525049195793; 3; 0.0
1; 166000; 1.0; 0.8500000000000001; 8143170; 9888780; 3875.755; 2101.0538591835657; 3; 0.0
1; 168000; 0.5; 0.9; 8238948; 10005438; 3926.619; 2098.229545570884; 3; 0.0
1; 170000; 0.5; 0.8; 8337025; 10124489; 3980.181; 2094.6346409874322; 3; 0.0
1; 172000; 0.5; 0.4; 8435474; 10243972; 4031.753; 2092.2596200709713; 3; 0.0
1; 174000; 0.95; 1.0; 8534074; 10363433; 4079.564; 2091.908350990449; 3; 0.0
1; 176000; 0.7; 0.7; 8632116; 10482632; 4127.996; 2091.115398367634; 3; 0.0
1; 178000; 0.8; 0.8; 8728564; 10599653; 4174.946; 2090.701053378894; 3; 0.0
1; 180000; 0.7; 0.55; 8825729; 10717425; 4223.894; 2089.4769139566474; 3; 0.0
1; 182000; 0.9; 0.6; 8923882; 10836786; 4271.685; 2089.0777292801317; 3; 0.0
1; 184000; 0.9; 0.6; 9021510; 10955564; 4319.08; 2088.757327949471; 3; 0.0
1; 186000; 0.8500000000000001; 0.8; 9119924; 11074848; 4369.031; 2087.4019891367216; 3; 0.0
1; 188000; 1.0; 0.95; 9218471; 11194415; 4419.131; 2086.0370511758983; 3; 0.0
1; 190000; 0.8; 1.0; 9316293; 11313367; 4467.296; 2085.4434091674248; 3; 0.0
1; 192000; 0.8; 0.9; 9414325; 11432550; 4517.219; 2084.097538773303; 3; 0.0
1; 194000; 0.9; 1.0; 9512622; 11551478; 4559.884; 2086.154384629083; 3; 0.0
1; 196000; 0.9; 0.9; 9611204; 11671156; 4601.991; 2088.488221728378; 3; 0.0
1; 198000; 1.0; 1.0; 9709742; 11790649; 4644.575; 2090.555540603823; 3; 0.0
1; 200000; 1.0; 1.0; 9808152; 11910024; 4688.614; 2091.90861094558; 3; 0.0
0; 2000; -1.0; -0.9; 97982; 118927; 47.234; 2074.395562518525; 4; 0.0
0; 4000; -0.20000000000000007; -0.7; 196270; 238276; 95.084; 2064.1748348828405; 4; 0.0
0; 6000; 0.19999999999999998; -0.35000000000000003; 294940; 357991; 144.647; 2039.0329560931095; 4; 0.0
0; 8000; -0.30000000000000004; 0.04999999999999999; 393267; 477564; 192.957; 2038.1069357421602; 4; 0.0
0; 10000; 0.4; 0.65; 491914; 597165; 241.329; 2038.3542798420413; 4; 0.0
0; 12000; 0.5; -0.30000000000000004; 590127; 716499; 289.597; 2037.752462905348; 4; 0.0
0; 14000; -0.30000000000000004; -0.6; 688189; 835235; 335.918; 2048.6815234670366; 4; 0.0
0; 16000; 0.5; 0.20000000000000007; 786062; 953814; 381.882; 2058.389764377478; 4; 0.0
0; 18000; 0.30000000000000004; 0.4; 884422; 1073239; 428.498; 2064.0049661842063; 4; 0.0
0; 20000; 4; 0.0; 982764; 1192702; 477.02; 2060.2155045910026; 4; 0.0
0; 22000; 1.0; 1.0; 1080694; 1311806; 523.486; 2064.41815062867; 4; 0.0
0; 24000; 4; 0.0; 1178846; 1430957; 570.095; 2067.8062428191793; 4; 0.0
0; 26000; 1.0; 1.0; 1277275; 1550386; 618.179; 2066.1895664524354; 4; 0.0
0; 28000; 0.8500000000000001; 0.9; 1375347; 1669472; 664.824; 2068.7384931951915; 4; 0.0
0; 30000; 0.7; 0.6; 1473130; 1788042; 710.987; 2071.95068264258; 4; 0.0
0; 32000; 0.30000000000000004; 0.20000000000000004; 1571147; 1907020; 758.571; 2071.1930722371408; 4; 0.0
0; 34000; 0.7; 0.8; 1668953; 2025775; 806.421; 2069.580281267477; 4; 0.0
0; 36000; 0.8; 0.8; 1766186; 2144057; 853.963; 2068.2230963168195; 4; 0.0
0; 38000; 0.4; 0.6; 1864102; 2262758; 901.36; 2068.0993165882664; 4; 0.0
0; 40000; 0.6; 0.8; 1962028; 2381679; 949.889; 2065.5339729168354; 4; 0.0
0; 42000; 1.0; 1.0; 2060024; 2500629; 998.364; 2063.399721945102; 4; 0.0
0; 44000; 0.7; 0.6; 2158469; 2620140; 1046.276; 2063.001540702453; 4; 0.0
0; 46000; 1.0; 1.0; 2256767; 2739611; 1096.467; 2058.216982362442; 4; 0.0
0; 48000; 0.95; 0.95; 2355007; 2858962; 1145.787; 2055.361947726759; 4; 0.0
0; 50000; 0.8; 0.9; 2453319; 2977965; 1192.524; 2057.2491622810107; 4; 0.0
0; 52000; -0.30000000000000004; 0.0; 2551844; 3097543; 1241.134; 2056.0584110982377; 4; 0.0
0; 54000; 1.0; 0.8; 2650335; 3217260; 1288.882; 2056.305387149483; 4; 0.0
0; 56000; 0.7000000000000001; 0.6; 2748698; 3336492; 1335.962; 2057.46720340848; 4; 0.0
0; 58000; 0.65; 0.8; 2846923; 3455825; 1384.021; 2056.9940774020047; 4; 0.0
0; 60000; 1.0; 1.0; 2945165; 3575104; 1431.537; 2057.3446582239926; 4; 0.0
0; 62000; 1.0; 0.8; 3043657; 3694755; 1478.549; 2058.543206887293; 4; 0.0
0; 64000; 1.0; 1.0; 3142261; 3814390; 1526.02; 2059.1217677356785; 4; 0.0
0; 66000; 1.0; 1.0; 3240871; 3934007; 1574.759; 2058.0107813322547; 4; 0.0
0; 68000; 1.0; 1.0; 3339363; 4053671; 1621.823; 2059.01815426221; 4; 0.0
0; 70000; 0.8; 1.0; 3438015; 4173406; 1669.035; 2059.881907809003; 4; 0.0
0; 72000; 1.0; 1.0; 3536996; 4293162; 1718.377; 2058.3352779977854; 4; 0.0
0; 74000; 1.0; 1.0; 3635490; 4412583; 1765.418; 2059.2800118725427; 4; 0.0
0; 76000; 1.0; 0.6000000000000001; 3733774; 4532041; 1811.697; 2060.926302797874; 4; 0.0
0; 78000; 1.0; 0.9; 3832277; 4651790; 1860.395; 2059.9265209807595; 4; 0.0
0; 80000; 0.8; 0.9; 3930734; 4771480; 1908.021; 2060.1104495181135; 4; 0.0
0; 82000; 0.9; 0.75; 4029156; 4890838; 1954.623; 2061.3468684242434; 4; 0.0
0; 84000; 0.9; 1.0; 4127682; 5010436; 2001.933; 2061.848223691802; 4; 0.0
0; 86000; 0.8; 1.0; 4226257; 5129978; 2050.441; 2061.1453828712947; 4; 0.0
0; 88000; 1.0; 1.0; 4324736; 5249550; 2097.539; 2061.814345287501; 4; 0.0
0; 90000; 1.0; 1.0; 4422900; 5369021; 2144.354; 2062.579219662425; 4; 0.0
0; 92000; 0.7; 0.6; 4520937; 5488244; 2193.651; 2060.918988480848; 4; 0.0
0; 94000; 0.8500000000000001; 0.8; 4619505; 5607839; 2240.66; 2061.6715610579026; 4; 0.0
0; 96000; 1.0; 1.0; 4717842; 5727312; 2287.478; 2062.4644258873745; 4; 0.0
0; 98000; 0.55; 0.44999999999999996; 4816472; 5846962; 2336.732; 2061.200000684717; 4; 0.0
0; 100000; 0.7; 0.8; 4914963; 5966543; 2383.957; 2061.6827400829798; 4; 0.0
0; 102000; 1.0; 1.0; 5013128; 6086062; 2430.939; 2062.2187557976567; 4; 0.0
0; 104000; 0.8; 0.9; 5111473; 6205484; 2479.46; 2061.526703395094; 4; 0.0
0; 106000; 0.8; 0.30000000000000004; 5209927; 6324985; 2527.118; 2061.6081243535127; 4; 0.0
0; 108000; 0.4; 0.5; 5308263; 6444220; 2574.352; 2061.980257556076; 4; 0.0
