TDNTuple4Agt: USESYM:true, P:4, NORMALIZE:false, sigmoid:tanh, lambda:0.5, horizon:4, AFTERSTATE:false, learnFromRM: true
TDNTuple4Agt: alpha_init->final:0.2->0.2, epsilon_init->final:0.2->0.1, gamma: 1.0, random 100 7-tuple, evalQ: 9, evalT: 10
run, gameNum, evalQ, evalT, actionNum, trnMoves, totalTrainSec, movesSecond, time, RB_batch
0, 2000, -0.8499999999999999, -0.1, 115698, 113698, 52.487, 2204.317259511879, 0.0, 0.0
0, 4000, -0.9999999999999999, -0.6, 230700, 226700, 103.339, 2232.458220033095, 0.0, 0.0
0, 6000, -0.6499999999999999, -0.5, 345381, 339381, 154.583, 2234.2754377907013, 0.0, 0.0
0, 8000, -0.9999999999999999, -0.2, 460525, 452525, 206.291, 2232.4047098516176, 0.0, 0.0
0, 10000, -0.9999999999999999, -0.55, 576390, 566390, 258.566, 2229.1793971365146, 0.0, 0.0
0, 12000, -0.09999999999999998, -0.09999999999999999, 692161, 680161, 310.953, 2225.9344659803896, 0.0, 0.0
0, 14000, -0.9999999999999999, 0.09999999999999998, 807777, 793777, 363.358, 2223.0885242653253, 0.0, 0.0
0, 16000, 0.7999999999999999, 0.6, 923240, 907240, 415.788, 2220.4585028908964, 0.0, 0.0
0, 18000, 0.0, 0.0, 1038839, 1020839, 468.109, 2219.2245823088215, 0.0, 0.0
0, 20000, -0.14999999999999997, 0.0, 1154582, 1134582, 520.725, 2217.2586297949974, 0.0, 0.0
0, 22000, -0.19999999999999996, 0.0, 1270780, 1248780, 573.533, 2215.7051119987864, 0.0, 0.0
0, 24000, -0.75, 0.4, 1386715, 1362715, 625.458, 2217.119294980638, 0.0, 0.0
0, 26000, 0.3999999999999999, 0.8499999999999999, 1502712, 1476712, 677.849, 2216.8831111353707, 0.0, 0.0
0, 28000, 0.09999999999999999, 0.7, 1618870, 1590870, 730.823, 2215.1328023338074, 0.0, 0.0
0, 30000, 0.3999999999999999, 0.9999999999999999, 1735076, 1705076, 784.156, 2212.6668673070158, 0.0, 0.0
0, 32000, 0.29999999999999993, 0.8999999999999999, 1851024, 1819024, 836.61, 2212.529135439452, 0.0, 0.0
0, 34000, 0.8999999999999999, 0.7999999999999999, 1967102, 1933102, 888.771, 2213.2832866958984, 0.0, 0.0
0, 36000, 0.6, 0.3999999999999999, 2083176, 2047176, 940.63, 2214.660387187311, 0.0, 0.0
0, 38000, -0.09999999999999998, 0.49999999999999994, 2199317, 2161317, 993.255, 2214.2521306210388, 0.0, 0.0
0, 40000, 0.9999999999999999, 0.55, 2315226, 2275226, 1044.971, 2215.588757965532, 0.0, 0.0
0, 42000, 0.9999999999999999, 0.9999999999999999, 2430815, 2388815, 1096.804, 2216.2710931032343, 0.0, 0.0
0, 44000, 0.0, 0.9999999999999999, 2546868, 2502868, 1149.008, 2216.579867154972, 0.0, 0.0
0, 46000, 0.9999999999999999, 0.9999999999999999, 2662960, 2616960, 1201.331, 2216.6746716766656, 0.0, 0.0
0, 48000, 0.0, 0.8999999999999999, 2779052, 2731052, 1254.726, 2214.867628470279, 0.0, 0.0
0, 50000, 0.0, 0.9999999999999999, 2895152, 2845152, 1307.313, 2214.5821237913183, 0.0, 0.0
0, 52000, 0.9999999999999999, 0.19999999999999996, 3011282, 2959282, 1359.509, 2214.977613241251, 0.0, 0.0
0, 54000, 0.9999999999999999, 0.9999999999999999, 3127479, 3073479, 1411.441, 2215.805690779848, 0.0, 0.0
0, 56000, 0.9999999999999999, 0.8499999999999999, 3243710, 3187710, 1463.3, 2216.708808856694, 0.0, 0.0
0, 58000, 0.6, 0.7999999999999999, 3359637, 3301637, 1515.635, 2216.653086000257, 0.0, 0.0
0, 60000, 0.6, 0.9999999999999999, 3475731, 3415731, 1568.082, 2216.549262092161, 0.0, 0.0
0, 62000, 0.9999999999999999, 0.9999999999999999, 3591970, 3529970, 1620.593, 2216.4541004434795, 0.0, 0.0
0, 64000, 0.9999999999999999, 0.6, 3708116, 3644116, 1673.031, 2216.4060319264854, 0.0, 0.0
0, 66000, 0.6, 0.9999999999999999, 3824233, 3758233, 1725.589, 2216.189950214101, 0.0, 0.0
0, 68000, 0.0, 0.35, 3940537, 3872537, 1777.972, 2216.3099306400777, 0.0, 0.0
0, 70000, 0.7999999999999999, 0.8999999999999999, 4056853, 3986853, 1830.559, 2216.182597774778, 0.0, 0.0
0, 72000, 0.9999999999999999, 0.7999999999999999, 4172744, 4100744, 1883.307, 2215.6472630325275, 0.0, 0.0
0, 74000, 0.9999999999999999, 0.7, 4289033, 4215033, 1935.841, 2215.5915697621863, 0.0, 0.0
0, 76000, 0.9999999999999999, 0.7999999999999999, 4405240, 4329240, 1988.494, 2215.364994815172, 0.0, 0.0
0, 78000, 0.8999999999999999, 0.6, 4521438, 4443438, 2041.23, 2215.055628224159, 0.0, 0.0
0, 80000, 0.9999999999999999, 0.6, 4637710, 4557710, 2093.574, 2215.2118816913085, 0.0, 0.0
0, 82000, 0.9999999999999999, 0.75, 4754079, 4672079, 2145.699, 2215.63182906829, 0.0, 0.0
0, 84000, 0.9999999999999999, 0.8999999999999999, 4870308, 4786308, 2197.898, 2215.89354920019, 0.0, 0.0
0, 86000, 0.49999999999999994, 0.7, 4986301, 4900301, 2249.931, 2216.2017412978444, 0.0, 0.0
0, 88000, 0.9999999999999999, 0.9999999999999999, 5102294, 5014294, 2302.585, 2215.8982187411107, 0.0, 0.0
0, 90000, 0.9999999999999999, 0.15000000000000002, 5218595, 5128595, 2355.374, 2215.6120429282146, 0.0, 0.0
0, 92000, 0.9999999999999999, 0.8999999999999999, 5334625, 5242625, 2409.303, 2214.1777103170502, 0.0, 0.0
0, 94000, 0.9999999999999999, 0.8999999999999999, 5450835, 5356835, 2463.381, 2212.745409662574, 0.0, 0.0
