TDNTuple4Agt: USESYM:true, P:4, NORMALIZE:false, sigmoid:tanh, lambda:0.5, horizon:4, AFTERSTATE:false, learnFromRM: true
TDNTuple4Agt: alpha_init->final:0.2->0.2, epsilon_init->final:0.2->0.1, gamma: 1.0, random 100 7-tuple, evalQ: 9, evalT: 10
run, gameNum, evalQ, evalT, actionNum, trnMoves, totalTrainSec, movesSecond, time, RB_batch
0, 96000, 0.9999999999999999, 0.9999999999999999, 5567113, 5471113, 2518.111, 2210.829069886117, 0.0, 0.0
0, 98000, 0.9999999999999999, 0.6, 5683227, 5585227, 2573.874, 2208.04398350502, 0.0, 0.0
0, 100000, 0.9999999999999999, 0.7999999999999999, 5799366, 5699366, 2630.048, 2205.041885167115, 0.0, 0.0
1, 2000, -0.9999999999999999, -0.8999999999999999, 115581, 113581, 51.845, 2229.3567364258847, 0.0, 0.0
1, 4000, -0.7999999999999999, -0.7, 231230, 227230, 104.686, 2208.7958275223045, 0.0, 0.0
1, 6000, -0.9999999999999999, -0.30000000000000004, 346366, 340366, 157.994, 2192.2731242958594, 0.0, 0.0
1, 8000, -0.1, 0.0, 461914, 453914, 211.414, 2184.878957874124, 0.0, 0.0
1, 10000, -0.9999999999999999, -0.6, 576180, 566180, 263.938, 2183.01267721965, 0.0, 0.0
1, 12000, -0.8999999999999999, 0.09999999999999999, 690051, 678051, 315.35, 2188.206754399873, 0.0, 0.0
1, 14000, -0.8999999999999999, -0.8999999999999999, 805274, 791274, 366.049, 2199.9076626353303, 0.0, 0.0
1, 16000, 0.0, 0.0, 920985, 904985, 417.339, 2206.803102513784, 0.0, 0.0
1, 18000, 0.0, -0.19999999999999996, 1036293, 1018293, 468.485, 2212.0089223774507, 0.0, 0.0
1, 20000, -0.49999999999999994, -0.10000000000000002, 1151592, 1131592, 519.748, 2215.6737495863376, 0.0, 0.0
1, 22000, -0.8999999999999999, 0.19999999999999996, 1267161, 1245161, 571.433, 2217.514564262127, 0.0, 0.0
1, 24000, 0.19999999999999998, -0.19999999999999996, 1382748, 1358748, 622.978, 2219.5775773783344, 0.0, 0.0
1, 26000, 0.0, 0.0, 1498363, 1472363, 674.837, 2220.3332063890985, 0.0, 0.0
1, 28000, 0.9999999999999999, 0.7999999999999999, 1613830, 1585830, 726.251, 2222.1380762298436, 0.0, 0.0
1, 30000, 0.6, 0.09999999999999999, 1729156, 1699156, 777.403, 2224.2723529494997, 0.0, 0.0
1, 32000, 0.19999999999999996, 0.6, 1845009, 1813009, 829.233, 2224.958485733202, 0.0, 0.0
1, 34000, -0.9999999999999999, 0.4, 1960664, 1926664, 880.532, 2226.6811427636926, 0.0, 0.0
1, 36000, -0.3999999999999999, 0.2, 2076265, 2040265, 931.958, 2227.852542711152, 0.0, 0.0
1, 38000, 0.9999999999999999, 0.49999999999999994, 2191752, 2153752, 983.358, 2228.844428987205, 0.0, 0.0
1, 40000, 0.49999999999999994, 0.7999999999999999, 2307435, 2267435, 1034.89, 2229.642763965252, 0.0, 0.0
1, 42000, 0.3999999999999999, 0.7, 2423037, 2381037, 1086.155, 2230.8390607233773, 0.0, 0.0
1, 44000, 0.9999999999999999, 0.8999999999999999, 2538508, 2494508, 1137.68, 2231.302299416356, 0.0, 0.0
1, 46000, 0.7, 0.30000000000000004, 2654262, 2608262, 1189.244, 2231.890175607361, 0.0, 0.0
1, 48000, 0.9999999999999999, 0.7, 2769827, 2721827, 1240.667, 2232.5305662196224, 0.0, 0.0
1, 50000, 0.6, 0.0, 2884793, 2834793, 1291.853, 2233.065991254423, 0.0, 0.0
1, 52000, 0.7999999999999999, 0.7, 3000547, 2948547, 1343.516, 2233.3541245508054, 0.0, 0.0
1, 54000, 0.7999999999999999, 0.8499999999999999, 3116140, 3062140, 1394.841, 2234.0467479805943, 0.0, 0.0
1, 56000, 0.9999999999999999, 0.6499999999999999, 3231600, 3175600, 1446.35, 2234.313962733778, 0.0, 0.0
1, 58000, 0.9999999999999999, 0.75, 3347190, 3289190, 1497.989, 2234.455660221804, 0.0, 0.0
1, 60000, 0.9999999999999999, 0.29999999999999993, 3462968, 3402968, 1549.854, 2234.3833677236694, 0.0, 0.0
1, 62000, 0.8999999999999999, 0.9999999999999999, 3578474, 3516474, 1601.517, 2234.4277332054544, 0.0, 0.0
1, 64000, 0.9999999999999999, 0.9999999999999999, 3694077, 3630077, 1652.944, 2234.8470365602225, 0.0, 0.0
1, 66000, 0.9999999999999999, 0.9999999999999999, 3809755, 3743755, 1704.757, 2234.7789157047014, 0.0, 0.0
1, 68000, 0.9999999999999999, 0.8999999999999999, 3925091, 3857091, 1755.963, 2235.29254318001, 0.0, 0.0
1, 70000, 0.7999999999999999, 0.44999999999999996, 4040424, 3970424, 1807.268, 2235.6529302792947, 0.0, 0.0
1, 72000, 0.9999999999999999, 0.95, 4155745, 4083745, 1858.566, 2235.9953856898273, 0.0, 0.0
1, 74000, 0.9999999999999999, 0.9999999999999999, 4271190, 4197190, 1910.113, 2236.0928384865188, 0.0, 0.0
1, 76000, 0.9999999999999999, 0.8999999999999999, 4387165, 4311165, 1961.584, 2236.5419987112455, 0.0, 0.0
1, 78000, 0.9999999999999999, 0.9999999999999999, 4503255, 4425255, 2013.088, 2236.988646298622, 0.0, 0.0
1, 80000, -0.9999999999999999, 0.95, 4619016, 4539016, 2064.712, 2237.1236278958036, 0.0, 0.0
1, 82000, 0.09999999999999998, 0.6499999999999999, 4734930, 4652930, 2116.16, 2237.510396189324, 0.0, 0.0
1, 84000, 0.9999999999999999, 0.8499999999999999, 4850647, 4766647, 2167.642, 2237.752820807126, 0.0, 0.0
1, 86000, 0.8999999999999999, 0.7999999999999999, 4966647, 4880647, 2219.915, 2237.3140413033834, 0.0, 0.0
1, 88000, 0.9999999999999999, 0.9999999999999999, 5082563, 4994563, 2272.24, 2236.807291483294, 0.0, 0.0
1, 90000, 0.9999999999999999, 0.7999999999999999, 5198563, 5108563, 2325.281, 2235.6708716064854, 0.0, 0.0
1, 92000, 0.9999999999999999, 0.7, 5314618, 5222618, 2376.892, 2235.952664235481, 0.0, 0.0
1, 94000, 0.9999999999999999, 0.7999999999999999, 5430168, 5336168, 2428.62, 2235.9068112755394, 0.0, 0.0
1, 96000, 0.8999999999999999, 0.0, 5546172, 5450172, 2480.376, 2236.0206678342315, 0.0, 0.0
1, 98000, 0.9999999999999999, 0.95, 5662030, 5564030, 2532.18, 2236.029824104132, 0.0, 0.0
1, 100000, 0.9999999999999999, 0.9999999999999999, 5777793, 5677793, 2583.996, 2235.9914643830716, 0.0, 0.0
2, 2000, -0.9999999999999999, -0.95, 115852, 113852, 51.646, 2243.194051814274, 0.0, 0.0
2, 4000, -0.8999999999999999, -0.6, 231728, 227728, 102.682, 2256.753861436279, 0.0, 0.0
2, 6000, -0.9999999999999999, -0.7, 346904, 340904, 153.757, 2256.183458314093, 0.0, 0.0
2, 8000, -0.49999999999999994, -0.5, 461553, 453553, 205.415, 2246.929386851009, 0.0, 0.0
2, 10000, -0.49999999999999994, 0.04999999999999999, 575517, 565517, 256.814, 2240.9876408607006, 0.0, 0.0
2, 12000, 0.0, -0.10000000000000002, 690885, 678885, 308.0, 2243.133116883117, 0.0, 0.0
2, 14000, 0.0, -0.19999999999999996, 806552, 792552, 359.169, 2245.605829010856, 0.0, 0.0
2, 16000, 0.0, 0.29999999999999993, 922364, 906364, 410.32, 2247.9138233573794, 0.0, 0.0
2, 18000, -0.9999999999999999, 0.04999999999999999, 1037953, 1019953, 461.432, 2249.417032195426, 0.0, 0.0
2, 20000, -0.24999999999999994, 0.5499999999999999, 1153751, 1133751, 512.884, 2249.535957448468, 0.0, 0.0
2, 22000, -0.3999999999999999, -0.29999999999999993, 1269557, 1247557, 564.793, 2247.8270800098444, 0.0, 0.0
2, 24000, 0.9999999999999999, 0.19999999999999996, 1385365, 1361365, 616.444, 2247.3493131573996, 0.0, 0.0
2, 26000, 0.9999999999999999, -0.45, 1501010, 1475010, 667.455, 2248.8557281015196, 0.0, 0.0
2, 28000, 0.7999999999999999, -0.25, 1617107, 1589107, 718.863, 2249.534334080346, 0.0, 0.0
2, 30000, 0.9999999999999999, 0.19999999999999996, 1733075, 1703075, 770.747, 2248.565352833031, 0.0, 0.0
2, 32000, 0.9999999999999999, 0.9999999999999999, 1848716, 1816716, 822.513, 2247.643502291149, 0.0, 0.0
2, 34000, 0.9999999999999999, -0.4, 1964767, 1930767, 874.057, 2247.8705622173384, 0.0, 0.0
2, 36000, -0.9999999999999999, 0.49999999999999994, 2080813, 2044813, 925.928, 2247.2730061084662, 0.0, 0.0
2, 38000, 0.0, 0.9999999999999999, 2196765, 2158765, 977.273, 2247.851930832019, 0.0, 0.0
2, 40000, 0.9999999999999999, 0.9999999999999999, 2312762, 2272762, 1028.834, 2247.944760768015, 0.0, 0.0
2, 42000, 0.0, 0.09999999999999999, 2428659, 2386659, 1080.107, 2248.53556175453, 0.0, 0.0
2, 44000, 0.9999999999999999, 0.9999999999999999, 2544662, 2500662, 1131.593, 2248.7431435153803, 0.0, 0.0
2, 46000, 0.19999999999999996, 0.6, 2660912, 2614912, 1183.017, 2249.2593090378246, 0.0, 0.0
2, 48000, 0.6, 0.7999999999999999, 2776828, 2728828, 1234.374, 2249.583999662987, 0.0, 0.0
2, 50000, 0.3999999999999999, 0.44999999999999996, 2892919, 2842919, 1285.772, 2249.9471134851283, 0.0, 0.0
2, 52000, 0.9999999999999999, 0.9999999999999999, 3008997, 2956997, 1337.202, 2250.2187403249472, 0.0, 0.0
2, 54000, 0.7999999999999999, 0.9999999999999999, 3125025, 3071025, 1388.851, 2250.079382165545, 0.0, 0.0
2, 56000, 0.3999999999999999, 0.09999999999999998, 3241194, 3185194, 1440.711, 2249.7183682223567, 0.0, 0.0
2, 58000, 0.7999999999999999, 0.9999999999999999, 3357007, 3299007, 1492.129, 2249.8101705683625, 0.0, 0.0
2, 60000, 0.9999999999999999, 0.7, 3473000, 3413000, 1543.578, 2249.967283804252, 0.0, 0.0
2, 62000, 0.9999999999999999, 0.9999999999999999, 3588907, 3526907, 1595.092, 2249.9686538456713, 0.0, 0.0
2, 64000, 0.9999999999999999, 0.39999999999999997, 3704817, 3640817, 1646.782, 2249.731294123934, 0.0, 0.0
2, 66000, 0.9999999999999999, 0.9999999999999999, 3820911, 3754911, 1698.251, 2249.9094656796906, 0.0, 0.0
2, 68000, 0.9999999999999999, 0.7999999999999999, 3936832, 3868832, 1749.899, 2249.748128320549, 0.0, 0.0
2, 70000, 0.9999999999999999, 0.9999999999999999, 4052477, 3982477, 1801.26, 2249.801250235946, 0.0, 0.0
2, 72000, 0.6, 0.9999999999999999, 4168626, 4096626, 1853.358, 2249.228697315899, 0.0, 0.0
2, 74000, 0.9999999999999999, 0.8999999999999999, 4284120, 4210120, 1904.591, 2249.364824258857, 0.0, 0.0
2, 76000, 0.3999999999999999, 0.9999999999999999, 4400099, 4324099, 1956.16, 2249.3553697039097, 0.0, 0.0
2, 78000, 0.9999999999999999, 0.7, 4515947, 4437947, 2007.772, 2249.2329806372436, 0.0, 0.0
2, 80000, 0.9999999999999999, 0.7999999999999999, 4631448, 4551448, 2059.07, 2249.2911848552985, 0.0, 0.0
2, 82000, 0.8999999999999999, 0.9999999999999999, 4747237, 4665237, 2110.685, 2249.1451827250394, 0.0, 0.0
2, 84000, 0.7999999999999999, 0.9999999999999999, 4863067, 4779067, 2162.256, 2249.0708778239027, 0.0, 0.0
2, 86000, 0.9999999999999999, 0.9999999999999999, 4978894, 4892894, 2214.067, 2248.7548931446067, 0.0, 0.0
2, 88000, 0.9999999999999999, 0.9999999999999999, 5094857, 5006857, 2265.888, 2248.503456481521, 0.0, 0.0
2, 90000, 0.9999999999999999, 0.9999999999999999, 5210727, 5120727, 2318.146, 2247.7993189384965, 0.0, 0.0
2, 92000, 0.9999999999999999, 0.9999999999999999, 5326953, 5234953, 2370.657, 2247.036580998432, 0.0, 0.0
2, 94000, 0.9999999999999999, 0.9999999999999999, 5442752, 5348752, 2423.769, 2245.573732480282, 0.0, 0.0
2, 96000, 0.9999999999999999, 0.9999999999999999, 5558723, 5462723, 2478.005, 2243.2250943803583, 0.0, 0.0
2, 98000, 0.9999999999999999, 0.8999999999999999, 5674932, 5576932, 2533.195, 2240.2270650305245, 0.0, 0.0
2, 100000, 0.49999999999999994, 0.9999999999999999, 5791183, 5691183, 2588.1, 2237.619489200572, 0.0, 0.0
3, 2000, -0.9999999999999999, -0.8499999999999999, 115686, 113686, 52.58, 2200.190186382655, 0.0, 0.0
3, 4000, -0.9999999999999999, -0.7, 231124, 227124, 104.637, 2208.8171488096946, 0.0, 0.0
3, 6000, -0.9999999999999999, 0.1, 346321, 340321, 157.608, 2197.3567331607533, 0.0, 0.0
3, 8000, -0.8499999999999999, -0.7, 461145, 453145, 210.258, 2193.2340267671148, 0.0, 0.0
3, 10000, 0.09999999999999998, 0.09999999999999998, 576277, 566277, 262.877, 2192.1925463239463, 0.0, 0.0
3, 12000, -0.9999999999999999, -0.6, 691774, 679774, 314.613, 2198.809330828669, 0.0, 0.0
3, 14000, -0.9999999999999999, 0.0, 807133, 793133, 365.748, 2206.8008574209566, 0.0, 0.0
3, 16000, -0.7999999999999999, -0.49999999999999994, 922560, 906560, 416.325, 2215.9610880922355, 0.0, 0.0
3, 18000, 0.9999999999999999, 0.6, 1038167, 1020167, 467.152, 2222.332345788951, 0.0, 0.0
3, 20000, 0.9999999999999999, -0.2, 1153583, 1133583, 517.864, 2227.5790555049202, 0.0, 0.0
3, 22000, 0.10000000000000002, -0.3999999999999999, 1269511, 1247511, 569.021, 2231.044196962854, 0.0, 0.0
3, 24000, 0.9999999999999999, 0.29999999999999993, 1385390, 1361390, 621.191, 2230.215827338129, 0.0, 0.0
3, 26000, 0.49999999999999994, 0.5499999999999999, 1501135, 1475135, 672.176, 2233.246947228107, 0.0, 0.0
3, 28000, 0.9999999999999999, 0.2, 1616937, 1588937, 723.39, 2235.2216646622155, 0.0, 0.0
3, 30000, 0.0, 0.7999999999999999, 1732743, 1702743, 774.378, 2237.5932684038025, 0.0, 0.0
3, 32000, 0.29999999999999993, 0.49999999999999994, 1848610, 1816610, 825.06, 2240.576442925363, 0.0, 0.0
3, 34000, 0.49999999999999994, 0.04999999999999999, 1964638, 1930638, 876.713, 2240.9135030505995, 0.0, 0.0
3, 36000, 0.3999999999999999, 0.9999999999999999, 2080753, 2044753, 928.624, 2240.6840658867313, 0.0, 0.0
3, 38000, 0.9999999999999999, -0.1, 2196907, 2158907, 980.055, 2241.61603175332, 0.0, 0.0
3, 40000, 0.8999999999999999, 0.55, 2312887, 2272887, 1031.46, 2242.3428925988405, 0.0, 0.0
3, 42000, 0.8999999999999999, -0.09999999999999998, 2428857, 2386857, 1082.43, 2243.8929076245113, 0.0, 0.0
3, 44000, 0.9999999999999999, 0.8999999999999999, 2544994, 2500994, 1133.603, 2245.0487516352723, 0.0, 0.0
3, 46000, 0.4, 0.7, 2660855, 2614855, 1184.647, 2246.1163536479644, 0.0, 0.0
3, 48000, 0.7999999999999999, 0.19999999999999996, 2776934, 2728934, 1236.053, 2246.614020596204, 0.0, 0.0
3, 50000, 0.9999999999999999, 0.7, 2893047, 2843047, 1287.32, 2247.3409874778613, 0.0, 0.0
3, 52000, 0.9999999999999999, 0.49999999999999994, 3008790, 2956790, 1338.285, 2248.243087234782, 0.0, 0.0
3, 54000, 0.8999999999999999, 0.5, 3124716, 3070716, 1389.579, 2248.678196777585, 0.0, 0.0
3, 56000, 0.39999999999999997, 0.9999999999999999, 3240816, 3184816, 1441.023, 2248.9689616335063, 0.0, 0.0
3, 58000, 0.9999999999999999, 0.7, 3356818, 3298818, 1492.734, 2248.771716863152, 0.0, 0.0
3, 60000, 0.9999999999999999, 0.5, 3472794, 3412794, 1544.425, 2248.599964388041, 0.0, 0.0
3, 62000, 0.49999999999999994, 0.7999999999999999, 3588838, 3526838, 1596.017, 2248.6214119273163, 0.0, 0.0
3, 64000, 0.9999999999999999, 0.9999999999999999, 3705079, 3641079, 1647.542, 2248.8525330461985, 0.0, 0.0
3, 66000, 0.9999999999999999, 0.9999999999999999, 3821057, 3755057, 1698.988, 2249.01941626427, 0.0, 0.0
3, 68000, 0.9999999999999999, 0.7999999999999999, 3937248, 3869248, 1751.018, 2248.5479875135493, 0.0, 0.0
3, 70000, 0.9999999999999999, 0.8999999999999999, 4053173, 3983173, 1802.695, 2248.3964286803925, 0.0, 0.0
3, 72000, 0.9999999999999999, 0.8999999999999999, 4169260, 4097260, 1854.711, 2247.929731370548, 0.0, 0.0
3, 74000, 0.9999999999999999, 0.8999999999999999, 4285260, 4211260, 1906.447, 2247.7729514641637, 0.0, 0.0
3, 76000, 0.9999999999999999, 0.8999999999999999, 4401335, 4325335, 1958.358, 2247.461904309631, 0.0, 0.0
3, 78000, 0.9999999999999999, 0.35000000000000003, 4517506, 4439506, 2009.776, 2247.76592018215, 0.0, 0.0
3, 80000, 0.9999999999999999, 0.8999999999999999, 4633433, 4553433, 2060.871, 2248.2887089973124, 0.0, 0.0
3, 82000, 0.9999999999999999, 0.9999999999999999, 4749617, 4667617, 2112.311, 2248.5405794885314, 0.0, 0.0
3, 84000, 0.9999999999999999, 0.9999999999999999, 4865663, 4781663, 2163.823, 2248.6418713545427, 0.0, 0.0
3, 86000, 0.19999999999999996, 0.29999999999999993, 4981836, 4895836, 2215.53, 2248.5978524326006, 0.0, 0.0
3, 88000, 0.9999999999999999, 0.9999999999999999, 5097863, 5009863, 2267.181, 2248.5469841181625, 0.0, 0.0
3, 90000, 0.3999999999999999, 0.4, 5213858, 5123858, 2318.887, 2248.4312517168796, 0.0, 0.0
3, 92000, 0.9999999999999999, 0.9999999999999999, 5330062, 5238062, 2371.303, 2247.73552768246, 0.0, 0.0
3, 94000, 0.9999999999999999, 0.9999999999999999, 5446105, 5352105, 2423.87, 2246.8634869031757, 0.0, 0.0
3, 96000, 0.3999999999999999, 0.49999999999999994, 5562082, 5466082, 2475.195, 2247.128812073392, 0.0, 0.0
3, 98000, 0.9999999999999999, 0.9999999999999999, 5678138, 5580138, 2526.644, 2247.3043293792084, 0.0, 0.0
3, 100000, 0.9999999999999999, 0.9999999999999999, 5794313, 5694313, 2578.103, 2247.5102817847073, 0.0, 0.0
4, 2000, -0.9999999999999999, 0.09999999999999999, 115851, 113851, 51.988, 2228.4180964838038, 0.0, 0.0
4, 4000, -0.7999999999999999, -0.7, 231422, 227422, 103.475, 2236.5015704276398, 0.0, 0.0
4, 6000, -0.19999999999999996, -0.75, 347125, 341125, 155.515, 2232.0997974471916, 0.0, 0.0
4, 8000, 0.3999999999999999, -1.3877787807814457E-17, 462374, 454374, 207.204, 2231.49167004498, 0.0, 0.0
4, 10000, -0.7999999999999999, 1.3877787807814457E-17, 577815, 567815, 258.361, 2236.46370775775, 0.0, 0.0
4, 12000, -0.9999999999999999, -0.5, 693179, 681179, 309.32, 2240.9769817664555, 0.0, 0.0
4, 14000, -0.6, 0.39999999999999997, 808919, 794919, 360.831, 2241.8223489666907, 0.0, 0.0
4, 16000, -0.29999999999999993, -0.7999999999999999, 924257, 908257, 412.135, 2242.607398061315, 0.0, 0.0
4, 18000, 0.9999999999999999, 0.39999999999999997, 1039472, 1021472, 463.675, 2241.8116137380707, 0.0, 0.0
4, 20000, 0.2, 0.0, 1154964, 1134964, 514.907, 2243.05359997048, 0.0, 0.0
4, 22000, -0.14999999999999997, 0.7999999999999999, 1270821, 1248821, 566.893, 2241.7299208139807, 0.0, 0.0
4, 24000, 0.39999999999999997, 0.19999999999999996, 1386555, 1362555, 618.849, 2240.538483539603, 0.0, 0.0
4, 26000, 0.7999999999999999, -0.29999999999999993, 1502237, 1476237, 670.583, 2240.1954717014896, 0.0, 0.0
4, 28000, -0.3999999999999999, 0.39999999999999997, 1618134, 1590134, 722.463, 2239.7465337325234, 0.0, 0.0
4, 30000, 0.7, 0.35, 1733945, 1703945, 774.145, 2239.8194136757324, 0.0, 0.0
4, 32000, 0.7, 0.9999999999999999, 1849665, 1817665, 825.391, 2240.956104440199, 0.0, 0.0
4, 34000, 0.49999999999999994, 0.9999999999999999, 1965638, 1931638, 876.921, 2241.5223264125275, 0.0, 0.0
4, 36000, 0.9999999999999999, 0.9999999999999999, 2081271, 2045271, 928.334, 2241.9420165586957, 0.0, 0.0
4, 38000, 0.0, 0.4, 2196913, 2158913, 980.103, 2241.5123716588973, 0.0, 0.0
4, 40000, 0.2, 0.10000000000000002, 2312535, 2272535, 1031.827, 2241.204194113936, 0.0, 0.0
4, 42000, 0.09999999999999998, 0.8999999999999999, 2428489, 2386489, 1083.583, 2241.165651362194, 0.0, 0.0
4, 44000, 0.3999999999999999, 0.7, 2544345, 2500345, 1135.683, 2240.3654893134794, 0.0, 0.0
4, 46000, 0.7, 0.49999999999999994, 2660257, 2614257, 1187.523, 2240.1730324381087, 0.0, 0.0
4, 48000, 0.3999999999999999, 0.7999999999999999, 2776022, 2728022, 1239.165, 2240.2359653476333, 0.0, 0.0
4, 50000, 0.7999999999999999, 0.8999999999999999, 2891973, 2841973, 1291.0, 2240.1030209140204, 0.0, 0.0
4, 52000, 0.19999999999999996, 0.7999999999999999, 3007740, 2955740, 1342.738, 2240.005123858861, 0.0, 0.0
4, 54000, -0.15000000000000002, 0.7999999999999999, 3123607, 3069607, 1394.413, 2240.0874059550506, 0.0, 0.0
4, 56000, 0.9999999999999999, 0.8999999999999999, 3239435, 3183435, 1446.391, 2239.667558772144, 0.0, 0.0
4, 58000, 0.6, 0.9999999999999999, 3355260, 3297260, 1498.129, 2239.633569605822, 0.0, 0.0
4, 60000, 0.49999999999999994, 0.19999999999999996, 3471089, 3411089, 1549.902, 2239.5538556631323, 0.0, 0.0
4, 62000, 0.7, 0.9999999999999999, 3586977, 3524977, 1602.039, 2239.0072900846985, 0.0, 0.0
4, 64000, 0.9999999999999999, 0.6, 3702610, 3638610, 1654.136, 2238.3951500964854, 0.0, 0.0
