TDNTuple4Agt: USESYM:false, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1
agtFile, run, competeNum, dEdax, iterMWrap, EPS, p_MWrap, c_puct, winrate, pTwist, user2
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.965, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.795, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.52, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.245, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.09499999999999997, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.99, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.89, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.53, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.22999999999999998, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 0.955, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 0.865, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 0.5349999999999999, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 200, 1.0E-8, 0, 10.0, 0.36, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 0.99, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 0.925, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 0.8049999999999999, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 0.5349999999999999, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 500, 1.0E-8, 0, 10.0, 0.27, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.98, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.955, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.9, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.6599999999999999, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 0, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.355, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 0.985, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 0.77, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 0.43999999999999995, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 0.24, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 0, 1.0E-8, 0, 10.0, 0.14, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 0.995, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 0.97, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 0.845, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 0.6799999999999999, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 100, 1.0E-8, 0, 10.0, 0.28, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 0.99, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 0.975, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 0.895, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 0.5700000000000001, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 200, 1.0E-8, 0, 10.0, 0.28, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 1.0, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 0.92, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 0.76, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 0.52, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 500, 1.0E-8, 0, 10.0, 0.255, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 1.0, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.965, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.89, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.645, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 1, 1, 0, 1000, 1.0E-8, 0, 10.0, 0.31499999999999995, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 0.985, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 0.76, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 0.47, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 0.26, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 0, 1.0E-8, 0, 10.0, 0.10999999999999999, 9.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 1.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 2.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 3.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 4.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 5.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 0.96, 6.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 0.905, 7.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 0.525, 8.0, 0.0
TCL4-p9-2000k-120-7t.agt.zip, 2, 1, 0, 100, 1.0E-8, 0, 10.0, 0.22499999999999998, 9.0, 0.0
