controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.5, horizon:3, AFTERSTATE:true, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.1, epsilon_init->final:0.0->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 35228.16, 0.0, 0.0, 12609086, 12609086
0, 20000, 44872.00320000001, 0.0, 0.0, 32797983, 32797983
0, 30000, 56362.720064, 0.0, 0.0, 57237127, 57237127
0, 40000, 67947.49440128001, 0.0, 0.0, 84083897, 84083897
0, 50000, 60563.029888025594, 0.0, 0.0, 112597753, 112597753
0, 60000, 68940.06059776052, 0.0, 0.0, 142607058, 142607058
0, 70000, 67160.72121195521, 0.0, 0.0, 174125809, 174125809
0, 80000, 79972.49442423909, 0.0, 0.0, 207960718, 207960718
0, 90000, 87796.08988848477, 0.0, 0.0, 243808152, 243808152
0, 100000, 87610.9617977697, 0.0, 0.0, 281293957, 281293957
0, 110000, 91370.2192359554, 0.0, 0.0, 320455912, 320455912
0, 120000, 100247.40438471909, 0.0, 0.0, 360601430, 360601430
0, 130000, 93776.46808769439, 0.0, 0.0, 401858299, 401858299
0, 140000, 97217.76936175389, 0.0, 0.0, 443751268, 443751268
0, 150000, 109445.07538723508, 0.0, 0.0, 486187237, 486187237
0, 160000, 106575.5415077447, 0.0, 0.0, 529377655, 529377655
0, 170000, 113377.4308301549, 0.0, 0.0, 573298055, 573298055
0, 180000, 114498.98861660309, 0.0, 0.0, 617374521, 617374521
0, 190000, 106809.49977233206, 0.0, 0.0, 662548833, 662548833
0, 200000, 105356.10999544665, 0.0, 0.0, 707893473, 707893473
