controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.5, horizon:3, AFTERSTATE:true, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.1, epsilon_init->final:0.0->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 30980.08, 0.0, 0.0, 12653398, 12653398
0, 20000, 47733.2816, 0.0, 0.0, 32767927, 32767927
0, 30000, 57752.905631999995, 0.0, 0.0, 57288866, 57288866
0, 40000, 60827.05811264, 0.0, 0.0, 83972435, 83972435
0, 50000, 55563.2611622528, 0.0, 0.0, 112514141, 112514141
0, 60000, 74399.74522324506, 0.0, 0.0, 142540694, 142540694
0, 70000, 72294.1549044649, 0.0, 0.0, 174111681, 174111681
0, 80000, 72486.0430980893, 0.0, 0.0, 208015719, 208015719
0, 90000, 85757.72086196179, 0.0, 0.0, 244239483, 244239483
0, 100000, 97652.19441723924, 0.0, 0.0, 281919824, 281919824
0, 110000, 96359.28388834478, 0.0, 0.0, 320781238, 320781238
0, 120000, 97874.3856777669, 0.0, 0.0, 361091828, 361091828
0, 130000, 102914.20771355534, 0.0, 0.0, 402276926, 402276926
0, 140000, 105817.88415427112, 0.0, 0.0, 444096087, 444096087
0, 150000, 101461.95768308542, 0.0, 0.0, 486675063, 486675063
0, 160000, 92586.11915366171, 0.0, 0.0, 529715454, 529715454
0, 170000, 109590.76238307323, 0.0, 0.0, 573549411, 573549411
0, 180000, 110018.85524766147, 0.0, 0.0, 618114097, 618114097
0, 190000, 106256.21710495323, 0.0, 0.0, 662826168, 662826168
0, 200000, 106835.52434209906, 0.0, 0.0, 708620504, 708620504
1, 10000, 37097.04, 0.0, 0.0, 12653404, 12653404
1, 20000, 51565.7808, 0.0, 0.0, 32640663, 32640663
1, 30000, 61706.435615999995, 0.0, 0.0, 56891232, 56891232
1, 40000, 53756.44871232, 0.0, 0.0, 83588352, 83588352
1, 50000, 67724.3289742464, 0.0, 0.0, 112059228, 112059228
1, 60000, 65213.52657948493, 0.0, 0.0, 141941083, 141941083
1, 70000, 84429.23053158968, 0.0, 0.0, 173684250, 173684250
1, 80000, 86779.4646106318, 0.0, 0.0, 207899402, 207899402
1, 90000, 85249.10929221263, 0.0, 0.0, 244115500, 244115500
1, 100000, 92271.54218584426, 0.0, 0.0, 281803952, 281803952
1, 110000, 90317.99084371689, 0.0, 0.0, 320960373, 320960373
1, 120000, 95241.87981687434, 0.0, 0.0, 361024928, 361024928
1, 130000, 95461.71759633749, 0.0, 0.0, 402000157, 402000157
1, 140000, 88233.79435192674, 0.0, 0.0, 443695568, 443695568
1, 150000, 99104.03588703854, 0.0, 0.0, 486270244, 486270244
1, 160000, 104113.04071774076, 0.0, 0.0, 529660515, 529660515
1, 170000, 96080.42081435482, 0.0, 0.0, 573823541, 573823541
1, 180000, 107186.64841628709, 0.0, 0.0, 618314314, 618314314
1, 190000, 111830.93296832574, 0.0, 0.0, 663178462, 663178462
1, 200000, 109509.09865936651, 0.0, 0.0, 708661184, 708661184
2, 10000, 36314.88, 0.0, 0.0, 12808929, 12808929
2, 20000, 46404.137599999995, 0.0, 0.0, 33259733, 33259733
2, 30000, 51156.722752, 0.0, 0.0, 57916329, 57916329
2, 40000, 65640.89445504, 0.0, 0.0, 85079361, 85079361
2, 50000, 67019.5378891008, 0.0, 0.0, 114056490, 114056490
2, 60000, 66488.23075778202, 0.0, 0.0, 144859828, 144859828
