controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:0, AFTERSTATE:true, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.4->0.2, epsilon_init->final:0.0->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 36433.2, 0.0, 0.0, 13023507, 13023507
0, 20000, 46340.504, 0.0, 0.0, 34092070, 34092070
0, 30000, 51095.770079999995, 0.0, 0.0, 58612461, 58612461
0, 40000, 61045.8354016, 0.0, 0.0, 85649546, 85649546
0, 50000, 64021.71670803201, 0.0, 0.0, 114141238, 114141238
0, 60000, 77140.75433416064, 0.0, 0.0, 144295385, 144295385
0, 70000, 80775.61508668322, 0.0, 0.0, 176830989, 176830989
0, 80000, 69136.63230173365, 0.0, 0.0, 211007226, 211007226
0, 90000, 84338.41264603467, 0.0, 0.0, 246076125, 246076125
0, 100000, 74334.1282529207, 0.0, 0.0, 282458676, 282458676
0, 110000, 87866.84256505841, 0.0, 0.0, 319722177, 319722177
0, 120000, 93403.81685130116, 0.0, 0.0, 358078948, 358078948
0, 130000, 76237.03633702602, 0.0, 0.0, 396883211, 396883211
0, 140000, 96416.90072674051, 0.0, 0.0, 436642038, 436642038
0, 150000, 87042.57801453481, 0.0, 0.0, 477250362, 477250362
0, 160000, 95018.1315602907, 0.0, 0.0, 518931341, 518931341
0, 170000, 105395.0026312058, 0.0, 0.0, 560705953, 560705953
0, 180000, 107679.66005262412, 0.0, 0.0, 603794472, 603794472
0, 190000, 111781.03320105247, 0.0, 0.0, 647209713, 647209713
0, 200000, 94564.18066402104, 0.0, 0.0, 691090167, 691090167
