P0: controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:true, learnFromRM: false
P0: controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:1.0->1.0, epsilon_init->final:0.0->0.0, gamma: 1.0, MODE_3P: 2, fixed n-tuple, mode=2
Start state = 0001000000000100
run, moveNum, player, action, gameScore, nEmptyTile, cumEmptyTl, highestTile
1, 371, 0, 0, +5656.00, 7, 2097, 512
1, 372, 0, 1, +5660.00, 7, 2104, 512
1, 373, 0, 1, +5660.00, 6, 2110, 512
1, 374, 0, 1, +5664.00, 6, 2116, 512
1, 375, 0, 3, +5664.00, 5, 2121, 512
1, 376, 0, 0, +5676.00, 6, 2127, 512
1, 377, 0, 1, +5676.00, 5, 2132, 512
1, 378, 0, 0, +5692.00, 5, 2137, 512
1, 379, 0, 3, +5736.00, 7, 2144, 512
1, 380, 0, 3, +5736.00, 6, 2150, 512
1, 381, 0, 0, +5804.00, 7, 2157, 512
1, 382, 0, 1, +5804.00, 6, 2163, 512
1, 383, 0, 3, +5808.00, 6, 2169, 512
1, 384, 0, 0, +5816.00, 6, 2175, 512
1, 385, 0, 0, +5832.00, 6, 2181, 512
1, 386, 0, 3, +5840.00, 7, 2188, 512
1, 387, 0, 1, +5856.00, 8, 2196, 512
1, 388, 0, 3, +5856.00, 7, 2203, 512
1, 389, 0, 0, +5872.00, 7, 2210, 512
1, 390, 0, 1, +5908.00, 8, 2218, 512
1, 391, 0, 3, +5908.00, 7, 2225, 512
1, 392, 0, 1, +5908.00, 6, 2231, 512
1, 393, 0, 0, +5912.00, 6, 2237, 512
1, 394, 0, 1, +5912.00, 5, 2242, 512
1, 395, 0, 0, +5920.00, 6, 2248, 512
1, 396, 0, 0, +5928.00, 6, 2254, 512
1, 397, 0, 3, +5932.00, 6, 2260, 512
1, 398, 0, 0, +5940.00, 6, 2266, 512
1, 399, 0, 1, +5940.00, 5, 2271, 512
1, 400, 0, 3, +5940.00, 4, 2275, 512
1, 401, 0, 3, +5944.00, 4, 2279, 512
1, 402, 0, 3, +5952.00, 4, 2283, 512
1, 403, 0, 0, +5968.00, 4, 2287, 512
1, 404, 0, 0, +5972.00, 4, 2291, 512
1, 405, 0, 3, +5976.00, 4, 2295, 512
1, 406, 0, 3, +5988.00, 5, 2300, 512
1, 407, 0, 3, +5988.00, 4, 2304, 512
1, 408, 0, 3, +5988.00, 3, 2307, 512
1, 409, 0, 3, +5992.00, 3, 2310, 512
1, 410, 0, 3, +6004.00, 4, 2314, 512
1, 411, 0, 0, +6024.00, 5, 2319, 512
1, 412, 0, 3, +6024.00, 4, 2323, 512
1, 413, 0, 0, +6064.00, 5, 2328, 512
1, 414, 0, 3, +6128.00, 5, 2333, 512
1, 415, 0, 0, +6272.00, 6, 2339, 512
1, 416, 0, 1, +6532.00, 7, 2346, 512
1, 417, 0, 0, +6540.00, 7, 2353, 512
1, 418, 0, 0, +6544.00, 7, 2360, 512
1, 419, 0, 0, +6544.00, 6, 2366, 512
1, 420, 0, 0, +6548.00, 6, 2372, 512
1, 421, 0, 3, +6548.00, 5, 2377, 512
1, 422, 0, 0, +6560.00, 6, 2383, 512
1, 423, 0, 0, +6572.00, 7, 2390, 512
