controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:none, lambda:0.5, horizon:3, AFTERSTATE:true, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.1, epsilon_init->final:0.0->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 34778.8, 0.0, 0.0, 12667230, 12667230
0, 20000, 47693.255999999994, 0.0, 0.0, 32612792, 32612792
0, 30000, 59452.58512, 0.0, 0.0, 56886878, 56886878
0, 40000, 59506.0917024, 0.0, 0.0, 83473684, 83473684
0, 50000, 61796.60183404799, 0.0, 0.0, 111947440, 111947440
0, 60000, 69501.37203668096, 0.0, 0.0, 142229005, 142229005
0, 70000, 83313.62744073362, 0.0, 0.0, 174040071, 174040071
0, 80000, 77052.91254881468, 0.0, 0.0, 208289546, 208289546
0, 90000, 88680.4182509763, 0.0, 0.0, 244431042, 244431042
0, 100000, 91718.88836501952, 0.0, 0.0, 281825717, 281825717
0, 110000, 93312.77776730039, 0.0, 0.0, 319905562, 319905562
0, 120000, 96282.25555534601, 0.0, 0.0, 359300441, 359300441
0, 130000, 99368.20511110693, 0.0, 0.0, 399569986, 399569986
0, 140000, 101798.88410222213, 0.0, 0.0, 439913198, 439913198
0, 150000, 98638.37768204443, 0.0, 0.0, 480981495, 480981495
0, 160000, 89134.68755364088, 0.0, 0.0, 522610988, 522610988
0, 170000, 109380.61375107281, 0.0, 0.0, 564989039, 564989039
0, 180000, 101863.45227502145, 0.0, 0.0, 607733258, 607733258
0, 190000, 104359.74904550042, 0.0, 0.0, 651618451, 651618451
0, 200000, 97035.91498091, 0.0, 0.0, 695103822, 695103822
0, 210000, 111824.7182996182, 0.0, 0.0, 739185044, 739185044
0, 220000, 93403.69436599236, 0.0, 0.0, 783663074, 783663074
0, 230000, 100211.91388731984, 0.0, 0.0, 829058514, 829058514
0, 240000, 99751.0382777464, 0.0, 0.0, 874719426, 874719426
0, 250000, 110564.78076555493, 0.0, 0.0, 920004673, 920004673
0, 260000, 107333.7756153111, 0.0, 0.0, 966332430, 966332430
0, 270000, 97108.03551230622, 0.0, 0.0, 1012735136, 1012735136
0, 280000, 122089.04071024612, 0.0, 0.0, 1059263465, 1059263465
0, 290000, 120595.30081420492, 0.0, 0.0, 1106777855, 1106777855
0, 300000, 122021.6660162841, 0.0, 0.0, 1154137093, 1154137093
0, 310000, 115316.19332032569, 0.0, 0.0, 1201375027, 1201375027
0, 320000, 122825.04386640652, 0.0, 0.0, 1248952758, 1248952758
0, 330000, 112712.10087732814, 0.0, 0.0, 1297082348, 1297082348
0, 340000, 111790.64201754656, 0.0, 0.0, 1345188782, 1345188782
0, 350000, 112973.09284035095, 0.0, 0.0, 1393477175, 1393477175
0, 360000, 110897.54185680702, 0.0, 0.0, 1441994303, 1441994303
0, 370000, 122736.51083713613, 0.0, 0.0, 1491183843, 1491183843
0, 380000, 119016.33021674272, 0.0, 0.0, 1540950175, 1540950175
0, 390000, 121924.96660433486, 0.0, 0.0, 1590388594, 1590388594
0, 400000, 110512.7393320867, 0.0, 0.0, 1640071217, 1640071217
