controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:0, AFTERSTATE:false, learnFromRM: true
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.5->0.5, epsilon_init->final:1.3->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
18, 5000, 0.0, 0.08333333333333333, 0.0, 140124, 65062
18, 10000, 1.0, 0.16666666666666666, 0.0, 279250, 129625
18, 15000, 0.0, 0.08333333333333333, 0.0, 419346, 194673
18, 20000, 0.6666666666666666, 0.25, 0.0, 559452, 259726
18, 25000, 0.0, 0.0, 0.0, 698674, 324337
18, 30000, 0.0, 0.08333333333333333, 0.0, 834774, 387387
18, 35000, 0.3333333333333333, 0.3333333333333333, 0.0, 967836, 448918
18, 40000, 0.3333333333333333, 0.08333333333333333, 0.0, 1097306, 508653
18, 45000, 0.0, 0.25, 0.0, 1223680, 566840
18, 50000, 0.6666666666666666, 0.16666666666666666, 0.0, 1346620, 623310
18, 55000, 0.0, 0.41666666666666663, 0.0, 1466384, 678192
18, 60000, 1.0, 0.5833333333333333, 0.0, 1584224, 732112
18, 65000, 1.0, 0.7499999999999999, 0.0, 1699568, 784784
18, 70000, 0.0, 0.41666666666666663, 0.0, 1812130, 836065
18, 75000, 1.0, 0.8333333333333333, 0.0, 1921632, 885816
18, 80000, 1.0, 0.5833333333333334, 0.0, 2029694, 934847
18, 85000, 0.6666666666666666, 0.9166666666666666, 0.0, 2135900, 982950
18, 90000, 0.6666666666666666, 1.0, 0.0, 2238724, 1029362
18, 95000, 1.0, 0.75, 0.0, 2337816, 1073908
18, 100000, 1.0, 1.0, 0.0, 2430304, 1115152
19, 5000, 0.0, 0.08333333333333333, 0.0, 139578, 64789
19, 10000, 0.0, 0.3333333333333333, 0.0, 278886, 129443
19, 15000, 0.0, 0.25, 0.0, 418388, 194194
19, 20000, 0.6666666666666666, 0.25, 0.0, 558178, 259089
19, 25000, 0.3333333333333333, 0.16666666666666666, 0.0, 697878, 323939
19, 30000, 0.6666666666666666, 0.3333333333333333, 0.0, 834314, 387157
19, 35000, 0.3333333333333333, 0.16666666666666666, 0.0, 967106, 448553
19, 40000, 0.6666666666666666, 0.0, 0.0, 1096648, 508324
19, 45000, 0.3333333333333333, 0.08333333333333333, 0.0, 1223368, 566684
19, 50000, 0.6666666666666666, 0.41666666666666663, 0.0, 1346486, 623243
19, 55000, 0.0, 0.16666666666666666, 0.0, 1467740, 678870
19, 60000, 0.3333333333333333, 0.3333333333333333, 0.0, 1586702, 733351
19, 65000, 0.0, 0.6666666666666666, 0.0, 1702834, 786417
19, 70000, 0.6666666666666666, 0.7499999999999999, 0.0, 1816520, 838260
19, 75000, 1.0, 0.5833333333333333, 0.0, 1927672, 888836
19, 80000, 1.0, 0.41666666666666663, 0.0, 2037250, 938625
19, 85000, 0.6666666666666666, 0.75, 0.0, 2142026, 986013
19, 90000, 1.0, 0.6666666666666666, 0.0, 2244914, 1032457
19, 95000, 1.0, 0.5833333333333334, 0.0, 2343516, 1076758
19, 100000, 0.6666666666666666, 0.41666666666666663, 0.0, 2443988, 1121994
20, 5000, 1.0, 0.3333333333333333, 0.0, 139374, 64687
20, 10000, 0.6666666666666666, 0.25, 0.0, 278794, 129397
20, 15000, 0.3333333333333333, 0.5833333333333333, 0.0, 418480, 194240
20, 20000, 0.3333333333333333, 0.08333333333333333, 0.0, 558372, 259186
20, 25000, 0.0, 0.25, 0.0, 697254, 323627
20, 30000, 0.0, 0.08333333333333333, 0.0, 833928, 386964
20, 35000, 0.6666666666666666, 0.6666666666666666, 0.0, 967410, 448705
20, 40000, 0.0, 0.16666666666666666, 0.0, 1096564, 508282
20, 45000, 0.6666666666666666, 0.3333333333333333, 0.0, 1222624, 566312
20, 50000, 1.0, 0.6666666666666666, 0.0, 1345474, 622737
20, 55000, 0.0, 0.3333333333333333, 0.0, 1465638, 677819
20, 60000, 0.0, 0.25, 0.0, 1582426, 731213
20, 65000, 1.0, 0.3333333333333333, 0.0, 1697594, 783797
20, 70000, 0.0, 0.16666666666666666, 0.0, 1810666, 835333
20, 75000, 1.0, 0.41666666666666663, 0.0, 1921410, 885705
20, 80000, 0.3333333333333333, 0.7499999999999999, 0.0, 2031000, 935500
20, 85000, 1.0, 0.8333333333333333, 0.0, 2135972, 982986
20, 90000, 1.0, 0.9166666666666666, 0.0, 2240230, 1030115
20, 95000, 0.6666666666666666, 0.9166666666666666, 0.0, 2344310, 1077155
20, 100000, 1.0, 0.9166666666666666, 0.0, 2450638, 1125319
21, 5000, 0.3333333333333333, 0.16666666666666666, 0.0, 139540, 64770
21, 10000, 0.3333333333333333, 0.6666666666666666, 0.0, 279080, 129540
21, 15000, 0.0, 0.3333333333333333, 0.0, 418948, 194474
21, 20000, 0.0, 0.16666666666666666, 0.0, 558788, 259394
21, 25000, 0.6666666666666666, 0.16666666666666666, 0.0, 698542, 324271
21, 30000, 0.3333333333333333, 0.16666666666666666, 0.0, 835456, 387728
21, 35000, 0.0, 0.0, 0.0, 968130, 449065
21, 40000, 0.0, 0.3333333333333333, 0.0, 1097598, 508799
21, 45000, 0.3333333333333333, 0.25, 0.0, 1224668, 567334
21, 50000, 0.0, 0.41666666666666663, 0.0, 1347996, 623998
21, 55000, 0.0, 0.5, 0.0, 1468496, 679248
21, 60000, 1.0, 0.3333333333333333, 0.0, 1586422, 733211
21, 65000, 1.0, 0.41666666666666663, 0.0, 1700322, 785161
21, 70000, 0.6666666666666666, 0.6666666666666666, 0.0, 1812682, 836341
21, 75000, 0.0, 0.16666666666666666, 0.0, 1924114, 887057
21, 80000, 1.0, 0.49999999999999994, 0.0, 2031354, 935677
21, 85000, 1.0, 0.6666666666666666, 0.0, 2135870, 982935
21, 90000, 1.0, 0.5, 0.0, 2238450, 1029225
21, 95000, 1.0, 0.6666666666666666, 0.0, 2341666, 1075833
21, 100000, 1.0, 0.49999999999999994, 0.0, 2437068, 1118534
22, 5000, 0.0, 0.16666666666666666, 0.0, 139588, 64794
22, 10000, 0.0, 0.0, 0.0, 279044, 129522
22, 15000, 1.0, 0.25, 0.0, 418178, 194089
22, 20000, 0.3333333333333333, 0.16666666666666666, 0.0, 557842, 258921
22, 25000, 0.3333333333333333, 0.08333333333333333, 0.0, 697642, 323821
22, 30000, 0.6666666666666666, 0.25, 0.0, 833646, 386823
22, 35000, 0.3333333333333333, 0.16666666666666666, 0.0, 967122, 448561
22, 40000, 0.6666666666666666, 0.0, 0.0, 1096266, 508133
22, 45000, 0.6666666666666666, 0.41666666666666663, 0.0, 1222636, 566318
22, 50000, 0.6666666666666666, 0.41666666666666663, 0.0, 1346212, 623106
22, 55000, 1.0, 0.49999999999999994, 0.0, 1466864, 678432
22, 60000, 0.3333333333333333, 0.0, 0.0, 1583450, 731725
22, 65000, 0.0, 0.16666666666666666, 0.0, 1697596, 783798
22, 70000, 1.0, 0.3333333333333333, 0.0, 1809130, 834565
22, 75000, 1.0, 0.75, 0.0, 1918316, 884158
22, 80000, 0.3333333333333333, 0.5833333333333333, 0.0, 2027554, 933777
22, 85000, 0.6666666666666666, 0.41666666666666663, 0.0, 2134314, 982157
22, 90000, 1.0, 0.75, 0.0, 2239330, 1029665
22, 95000, 0.6666666666666666, 0.75, 0.0, 2341954, 1075977
22, 100000, 1.0, 0.6666666666666667, 0.0, 2444198, 1122099
23, 5000, 0.6666666666666666, 0.41666666666666663, 0.0, 139578, 64789
23, 10000, 0.6666666666666666, 0.16666666666666666, 0.0, 279774, 129887
23, 15000, 0.6666666666666666, 0.25, 0.0, 419328, 194664
23, 20000, 0.0, 0.3333333333333333, 0.0, 558478, 259239
23, 25000, 0.0, 0.0, 0.0, 697882, 323941
23, 30000, 0.0, 0.25, 0.0, 834022, 387011
23, 35000, 0.0, 0.08333333333333333, 0.0, 966594, 448297
23, 40000, 1.0, 0.16666666666666666, 0.0, 1095998, 507999
23, 45000, 0.0, 0.16666666666666666, 0.0, 1222328, 566164
23, 50000, 0.6666666666666666, 0.08333333333333333, 0.0, 1345554, 622777
23, 55000, 0.3333333333333333, 0.16666666666666666, 0.0, 1464852, 677426
23, 60000, 0.6666666666666666, 0.5833333333333333, 0.0, 1582386, 731193
23, 65000, 0.3333333333333333, 0.25, 0.0, 1696556, 783278
23, 70000, 0.3333333333333333, 0.5, 0.0, 1808936, 834468
23, 75000, 0.6666666666666666, 0.8333333333333334, 0.0, 1919694, 884847
23, 80000, 1.0, 0.6666666666666666, 0.0, 2029294, 934647
23, 85000, 1.0, 0.49999999999999994, 0.0, 2133850, 981925
23, 90000, 1.0, 0.8333333333333333, 0.0, 2239114, 1029557
23, 95000, 1.0, 1.0, 0.0, 2341900, 1075950
23, 100000, 0.6666666666666666, 0.5833333333333333, 0.0, 2441678, 1120839
24, 5000, 0.0, 0.08333333333333333, 0.0, 139338, 64669
24, 10000, 1.0, 0.25, 0.0, 278902, 129451
24, 15000, 0.6666666666666666, 0.08333333333333333, 0.0, 418520, 194260
24, 20000, 0.0, 0.0, 0.0, 557330, 258665
24, 25000, 0.3333333333333333, 0.16666666666666666, 0.0, 696826, 323413
24, 30000, 0.0, 0.08333333333333333, 0.0, 833190, 386595
24, 35000, 0.3333333333333333, 0.16666666666666666, 0.0, 966080, 448040
24, 40000, 0.0, 0.5, 0.0, 1095836, 507918
24, 45000, 0.6666666666666666, 0.25, 0.0, 1222858, 566429
24, 50000, 0.6666666666666666, 0.0, 0.0, 1346528, 623264
24, 55000, 1.0, 0.3333333333333333, 0.0, 1468502, 679251
24, 60000, 0.3333333333333333, 0.25, 0.0, 1587822, 733911
24, 65000, 0.3333333333333333, 0.25, 0.0, 1705788, 787894
24, 70000, 0.0, 0.16666666666666666, 0.0, 1820238, 840119
24, 75000, 1.0, 0.5, 0.0, 1930712, 890356
24, 80000, 0.3333333333333333, 0.41666666666666663, 0.0, 2041144, 940572
24, 85000, 1.0, 0.5833333333333334, 0.0, 2152008, 991004
24, 90000, 1.0, 0.6666666666666666, 0.0, 2261598, 1040799
24, 95000, 0.6666666666666666, 0.5833333333333333, 0.0, 2367780, 1088890
24, 100000, 1.0, 0.6666666666666666, 0.0, 2477056, 1138528
