controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:0, AFTERSTATE:false, learnFromRM: true
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.5->0.5, epsilon_init->final:1.3->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 5000, 0.0, 0.16666666666666666, 0.0, 69931, 64931
0, 10000, 1.0, 0.5, 0.0, 139847, 129847
0, 15000, 0.3333333333333333, 0.25, 0.0, 210034, 195034
0, 20000, 0.0, 0.25, 0.0, 279819, 259819
0, 25000, 1.0, 0.49999999999999994, 0.0, 349896, 324896
0, 30000, 0.0, 0.49999999999999994, 0.0, 417983, 387983
0, 35000, 0.3333333333333333, 0.49999999999999994, 0.0, 484511, 449511
0, 40000, 1.0, 0.25, 0.0, 548748, 508748
0, 45000, 1.0, 0.25, 0.0, 611747, 566747
0, 50000, 1.0, 0.25, 0.0, 672859, 622859
0, 55000, 1.0, 0.6666666666666666, 0.0, 732570, 677570
0, 60000, 0.0, 0.41666666666666663, 0.0, 791439, 731439
0, 65000, 1.0, 0.8333333333333333, 0.0, 848816, 783816
0, 70000, 1.0, 0.5, 0.0, 904893, 834893
0, 75000, 1.0, 0.8333333333333333, 0.0, 960151, 885151
0, 80000, 1.0, 1.0, 0.0, 1013506, 933506
0, 85000, 1.0, 1.0, 0.0, 1065609, 980609
0, 90000, 0.6666666666666666, 0.9166666666666666, 0.0, 1115396, 1025396
0, 95000, 1.0, 0.9166666666666666, 0.0, 1161748, 1066748
0, 100000, 0.6666666666666666, 0.9166666666666666, 0.0, 1205477, 1105477
1, 5000, 1.0, 0.49999999999999994, 0.0, 69853, 64853
1, 10000, 0.6666666666666666, 0.49999999999999994, 0.0, 139485, 129485
1, 15000, 1.0, 0.3333333333333333, 0.0, 209108, 194108
1, 20000, 0.6666666666666666, 0.16666666666666666, 0.0, 278801, 258801
1, 25000, 0.3333333333333333, 0.41666666666666663, 0.0, 348661, 323661
1, 30000, 0.6666666666666666, 0.25, 0.0, 416909, 386909
1, 35000, 0.6666666666666666, 0.5, 0.0, 483350, 448350
1, 40000, 0.3333333333333333, 0.25, 0.0, 548043, 508043
1, 45000, 0.0, 0.25, 0.0, 611186, 566186
1, 50000, 1.0, 0.3333333333333333, 0.0, 672835, 622835
1, 55000, 0.6666666666666666, 0.6666666666666666, 0.0, 733490, 678490
1, 60000, 0.6666666666666666, 0.5833333333333333, 0.0, 792423, 732423
1, 65000, 1.0, 0.75, 0.0, 850235, 785235
1, 70000, 1.0, 0.8333333333333333, 0.0, 906684, 836684
1, 75000, 1.0, 1.0, 0.0, 961788, 886788
1, 80000, 1.0, 0.8333333333333333, 0.0, 1015592, 935592
1, 85000, 1.0, 1.0, 0.0, 1067624, 982624
1, 90000, 1.0, 1.0, 0.0, 1117988, 1027988
1, 95000, 1.0, 1.0, 0.0, 1166613, 1071613
1, 100000, 1.0, 1.0, 0.0, 1209943, 1109943
2, 5000, 0.0, 0.41666666666666663, 0.0, 69995, 64995
2, 10000, 0.0, 0.08333333333333333, 0.0, 139727, 129727
2, 15000, 1.0, 0.3333333333333333, 0.0, 209653, 194653
2, 20000, 0.6666666666666666, 0.41666666666666663, 0.0, 279593, 259593
2, 25000, 0.3333333333333333, 0.16666666666666666, 0.0, 349485, 324485
2, 30000, 1.0, 0.41666666666666663, 0.0, 417461, 387461
2, 35000, 1.0, 0.49999999999999994, 0.0, 483408, 448408
2, 40000, 0.3333333333333333, 0.41666666666666663, 0.0, 548232, 508232
2, 45000, 0.6666666666666666, 0.5833333333333333, 0.0, 611408, 566408
2, 50000, 0.0, 0.25, 0.0, 673241, 623241
2, 55000, 0.6666666666666666, 0.5833333333333333, 0.0, 733504, 678504
2, 60000, 1.0, 0.5833333333333333, 0.0, 792209, 732209
2, 65000, 1.0, 0.7499999999999999, 0.0, 849774, 784774
2, 70000, 1.0, 0.9166666666666666, 0.0, 906180, 836180
2, 75000, 1.0, 0.9166666666666666, 0.0, 961047, 886047
2, 80000, 1.0, 0.9166666666666666, 0.0, 1015089, 935089
2, 85000, 1.0, 0.9166666666666666, 0.0, 1067977, 982977
2, 90000, 1.0, 0.9166666666666666, 0.0, 1118508, 1028508
2, 95000, 1.0, 1.0, 0.0, 1166630, 1071630
2, 100000, 0.0, 0.9166666666666666, 0.0, 1210751, 1110751
3, 5000, 0.3333333333333333, 0.16666666666666666, 0.0, 69981, 64981
3, 10000, 1.0, 0.5, 0.0, 140254, 130254
3, 15000, 0.6666666666666666, 0.6666666666666666, 0.0, 209943, 194943
3, 20000, 0.0, 0.0, 0.0, 279733, 259733
3, 25000, 0.0, 0.25, 0.0, 349562, 324562
3, 30000, 1.0, 0.41666666666666663, 0.0, 417608, 387608
3, 35000, 0.0, 0.5, 0.0, 483855, 448855
3, 40000, 1.0, 0.5, 0.0, 548326, 508326
3, 45000, 1.0, 0.8333333333333333, 0.0, 611439, 566439
3, 50000, 0.3333333333333333, 0.75, 0.0, 673096, 623096
3, 55000, 0.3333333333333333, 0.25, 0.0, 733275, 678275
3, 60000, 0.0, 0.5, 0.0, 792513, 732513
3, 65000, 1.0, 0.75, 0.0, 850551, 785551
3, 70000, 1.0, 0.8333333333333334, 0.0, 906832, 836832
3, 75000, 1.0, 0.9166666666666666, 0.0, 961630, 886630
3, 80000, 1.0, 1.0, 0.0, 1015883, 935883
3, 85000, 1.0, 0.8333333333333334, 0.0, 1068928, 983928
3, 90000, 0.6666666666666666, 1.0, 0.0, 1119291, 1029291
3, 95000, 1.0, 1.0, 0.0, 1167675, 1072675
3, 100000, 1.0, 1.0, 0.0, 1215235, 1115235
4, 5000, 0.3333333333333333, 0.16666666666666666, 0.0, 69842, 64842
4, 10000, 1.0, 0.08333333333333333, 0.0, 139798, 129798
4, 15000, 0.3333333333333333, 0.5, 0.0, 209799, 194799
4, 20000, 1.0, 0.25, 0.0, 279873, 259873
4, 25000, 0.3333333333333333, 0.41666666666666663, 0.0, 349784, 324784
4, 30000, 0.3333333333333333, 0.41666666666666663, 0.0, 417735, 387735
4, 35000, 0.6666666666666666, 0.41666666666666663, 0.0, 483912, 448912
4, 40000, 1.0, 0.8333333333333333, 0.0, 548371, 508371
4, 45000, 0.6666666666666666, 0.3333333333333333, 0.0, 611318, 566318
4, 50000, 0.3333333333333333, 0.16666666666666666, 0.0, 672589, 622589
4, 55000, 0.6666666666666666, 0.5833333333333333, 0.0, 732738, 677738
4, 60000, 0.0, 0.5, 0.0, 791796, 731796
4, 65000, 1.0, 0.9166666666666666, 0.0, 849304, 784304
4, 70000, 1.0, 1.0, 0.0, 905793, 835793
4, 75000, 1.0, 0.8333333333333334, 0.0, 960728, 885728
4, 80000, 1.0, 1.0, 0.0, 1014713, 934713
4, 85000, 1.0, 1.0, 0.0, 1066687, 981687
4, 90000, 1.0, 0.9166666666666666, 0.0, 1116658, 1026658
4, 95000, 1.0, 0.9166666666666666, 0.0, 1165329, 1070329
4, 100000, 1.0, 1.0, 0.0, 1212323, 1112323
5, 5000, 0.0, 0.0, 0.0, 69921, 64921
5, 10000, 0.6666666666666666, 0.41666666666666663, 0.0, 139549, 129549
5, 15000, 0.3333333333333333, 0.3333333333333333, 0.0, 209176, 194176
5, 20000, 0.3333333333333333, 0.41666666666666663, 0.0, 278989, 258989
5, 25000, 0.0, 0.3333333333333333, 0.0, 348682, 323682
5, 30000, 0.3333333333333333, 0.16666666666666666, 0.0, 416702, 386702
5, 35000, 0.0, 0.3333333333333333, 0.0, 483114, 448114
5, 40000, 0.3333333333333333, 0.16666666666666666, 0.0, 547776, 507776
5, 45000, 1.0, 0.25, 0.0, 610562, 565562
5, 50000, 1.0, 0.8333333333333333, 0.0, 671379, 621379
5, 55000, 0.3333333333333333, 0.5833333333333333, 0.0, 730743, 675743
5, 60000, 0.0, 0.5, 0.0, 789590, 729590
5, 65000, 0.0, 0.3333333333333333, 0.0, 846561, 781561
5, 70000, 0.3333333333333333, 0.6666666666666666, 0.0, 902488, 832488
5, 75000, 1.0, 0.75, 0.0, 956688, 881688
5, 80000, 1.0, 1.0, 0.0, 1009464, 929464
5, 85000, 1.0, 1.0, 0.0, 1061301, 976301
5, 90000, 0.6666666666666666, 0.9166666666666666, 0.0, 1111748, 1021748
5, 95000, 0.6666666666666666, 1.0, 0.0, 1160954, 1065954
5, 100000, 1.0, 1.0, 0.0, 1208561, 1108561
6, 5000, 0.6666666666666666, 0.08333333333333333, 0.0, 69776, 64776
6, 10000, 0.0, 0.41666666666666663, 0.0, 139870, 129870
6, 15000, 1.0, 0.5833333333333333, 0.0, 209623, 194623
6, 20000, 0.3333333333333333, 0.5, 0.0, 279371, 259371
6, 25000, 0.6666666666666666, 0.41666666666666663, 0.0, 348954, 323954
6, 30000, 0.0, 0.3333333333333333, 0.0, 416980, 386980
6, 35000, 1.0, 0.6666666666666667, 0.0, 483184, 448184
6, 40000, 0.6666666666666666, 0.3333333333333333, 0.0, 548044, 508044
6, 45000, 0.6666666666666666, 0.41666666666666663, 0.0, 611027, 566027
6, 50000, 1.0, 0.49999999999999994, 0.0, 672683, 622683
6, 55000, 0.6666666666666666, 0.8333333333333333, 0.0, 732784, 677784
6, 60000, 0.0, 0.25, 0.0, 791636, 731636
6, 65000, 1.0, 0.49999999999999994, 0.0, 848995, 783995
6, 70000, 1.0, 0.75, 0.0, 905314, 835314
6, 75000, 0.6666666666666666, 1.0, 0.0, 960828, 885828
