controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:0, AFTERSTATE:false, learnFromRM: true
6, 80000, 1.0, 1.0, 0.0, 1014203, 934203
6, 85000, 1.0, 0.8333333333333333, 0.0, 1067218, 982218
6, 90000, 1.0, 1.0, 0.0, 1117744, 1027744
6, 95000, 1.0, 1.0, 0.0, 1164926, 1069926
6, 100000, 1.0, 0.9166666666666666, 0.0, 1207757, 1107757
7, 5000, 0.0, 0.08333333333333333, 0.0, 69850, 64850
7, 10000, 0.3333333333333333, 0.3333333333333333, 0.0, 139591, 129591
7, 15000, 0.3333333333333333, 0.25, 0.0, 209336, 194336
7, 20000, 0.3333333333333333, 0.41666666666666663, 0.0, 279170, 259170
7, 25000, 0.3333333333333333, 0.75, 0.0, 348997, 323997
7, 30000, 0.3333333333333333, 0.41666666666666663, 0.0, 417063, 387063
7, 35000, 0.6666666666666666, 0.5833333333333334, 0.0, 483534, 448534
7, 40000, 0.3333333333333333, 0.7499999999999999, 0.0, 548018, 508018
7, 45000, 1.0, 0.7499999999999999, 0.0, 611185, 566185
7, 50000, 0.3333333333333333, 0.49999999999999994, 0.0, 672779, 622779
7, 55000, 0.3333333333333333, 0.41666666666666663, 0.0, 733095, 678095
7, 60000, 1.0, 0.9166666666666666, 0.0, 792168, 732168
7, 65000, 1.0, 0.8333333333333333, 0.0, 849475, 784475
7, 70000, 0.3333333333333333, 0.8333333333333333, 0.0, 905432, 835432
7, 75000, 0.3333333333333333, 0.9166666666666666, 0.0, 961636, 886636
7, 80000, 1.0, 0.9166666666666666, 0.0, 1015423, 935423
7, 85000, 1.0, 1.0, 0.0, 1067384, 982384
7, 90000, 1.0, 1.0, 0.0, 1117971, 1027971
7, 95000, 1.0, 1.0, 0.0, 1169521, 1074521
7, 100000, 1.0, 1.0, 0.0, 1222045, 1122045
8, 5000, 0.6666666666666666, 0.16666666666666666, 0.0, 70023, 65023
8, 10000, 0.6666666666666666, 0.41666666666666663, 0.0, 139834, 129834
8, 15000, 0.0, 0.3333333333333333, 0.0, 210029, 195029
8, 20000, 0.3333333333333333, 0.5, 0.0, 279844, 259844
8, 25000, 0.6666666666666666, 0.25, 0.0, 349172, 324172
8, 30000, 0.6666666666666666, 0.25, 0.0, 417223, 387223
8, 35000, 1.0, 0.6666666666666666, 0.0, 483521, 448521
8, 40000, 0.3333333333333333, 0.6666666666666666, 0.0, 547919, 507919
8, 45000, 0.3333333333333333, 0.16666666666666666, 0.0, 610705, 565705
8, 50000, 1.0, 0.8333333333333333, 0.0, 672096, 622096
8, 55000, 1.0, 0.7499999999999999, 0.0, 732446, 677446
8, 60000, 0.3333333333333333, 0.5, 0.0, 791421, 731421
8, 65000, 1.0, 0.5833333333333333, 0.0, 849253, 784253
8, 70000, 1.0, 0.8333333333333333, 0.0, 905391, 835391
8, 75000, 1.0, 0.9166666666666666, 0.0, 960297, 885297
8, 80000, 0.3333333333333333, 0.9166666666666666, 0.0, 1014021, 934021
8, 85000, 1.0, 1.0, 0.0, 1066833, 981833
8, 90000, 0.6666666666666666, 1.0, 0.0, 1117039, 1027039
8, 95000, 1.0, 1.0, 0.0, 1166496, 1071496
8, 100000, 1.0, 1.0, 0.0, 1215799, 1115799
9, 5000, 1.0, 0.16666666666666666, 0.0, 69928, 64928
9, 10000, 0.3333333333333333, 0.5, 0.0, 139583, 129583
9, 15000, 0.6666666666666666, 0.3333333333333333, 0.0, 209304, 194304
9, 20000, 0.3333333333333333, 0.49999999999999994, 0.0, 279298, 259298
9, 25000, 0.3333333333333333, 0.16666666666666666, 0.0, 349206, 324206
9, 30000, 0.0, 0.3333333333333333, 0.0, 416925, 386925
9, 35000, 1.0, 0.16666666666666666, 0.0, 483201, 448201
9, 40000, 0.6666666666666666, 0.41666666666666663, 0.0, 547838, 507838
9, 45000, 1.0, 0.41666666666666663, 0.0, 610760, 565760
9, 50000, 0.3333333333333333, 0.6666666666666666, 0.0, 671823, 621823
9, 55000, 1.0, 0.3333333333333333, 0.0, 732148, 677148
9, 60000, 1.0, 0.5833333333333333, 0.0, 790999, 730999
9, 65000, 1.0, 0.9166666666666666, 0.0, 848141, 783141
9, 70000, 1.0, 0.8333333333333333, 0.0, 904129, 834129
9, 75000, 1.0, 0.8333333333333334, 0.0, 958236, 883236
9, 80000, 1.0, 1.0, 0.0, 1011551, 931551
9, 85000, 1.0, 0.9166666666666666, 0.0, 1063405, 978405
9, 90000, 0.6666666666666666, 1.0, 0.0, 1113889, 1023889
9, 95000, 1.0, 0.9166666666666666, 0.0, 1160966, 1065966
9, 100000, 1.0, 1.0, 0.0, 1205024, 1105024
10, 5000, 0.3333333333333333, 0.25, 0.0, 69946, 64946
10, 10000, 0.6666666666666666, 0.3333333333333333, 0.0, 139593, 129593
10, 15000, 1.0, 0.16666666666666666, 0.0, 209588, 194588
10, 20000, 0.0, 0.0, 0.0, 279629, 259629
10, 25000, 0.3333333333333333, 0.49999999999999994, 0.0, 349329, 324329
10, 30000, 0.6666666666666666, 0.5833333333333334, 0.0, 417396, 387396
10, 35000, 0.0, 0.3333333333333333, 0.0, 483266, 448266
10, 40000, 1.0, 0.41666666666666663, 0.0, 547644, 507644
10, 45000, 1.0, 0.5833333333333333, 0.0, 610506, 565506
10, 50000, 0.6666666666666666, 0.5833333333333333, 0.0, 672016, 622016
10, 55000, 0.0, 0.25, 0.0, 731836, 676836
10, 60000, 1.0, 0.6666666666666666, 0.0, 790423, 730423
10, 65000, 1.0, 0.5833333333333333, 0.0, 847697, 782697
10, 70000, 0.3333333333333333, 0.8333333333333333, 0.0, 903399, 833399
10, 75000, 1.0, 1.0, 0.0, 957352, 882352
10, 80000, 1.0, 1.0, 0.0, 1009778, 929778
10, 85000, 1.0, 1.0, 0.0, 1062165, 977165
10, 90000, 1.0, 0.9166666666666666, 0.0, 1112366, 1022366
10, 95000, 0.6666666666666666, 1.0, 0.0, 1161738, 1066738
10, 100000, 1.0, 0.8333333333333333, 0.0, 1208307, 1108307
11, 5000, 0.6666666666666666, 0.41666666666666663, 0.0, 69956, 64956
11, 10000, 0.3333333333333333, 0.16666666666666666, 0.0, 139876, 129876
11, 15000, 0.6666666666666666, 0.49999999999999994, 0.0, 209820, 194820
11, 20000, 0.0, 0.16666666666666666, 0.0, 279628, 259628
11, 25000, 0.6666666666666666, 0.41666666666666663, 0.0, 349389, 324389
11, 30000, 0.3333333333333333, 0.16666666666666666, 0.0, 417610, 387610
11, 35000, 0.0, 0.08333333333333333, 0.0, 483925, 448925
11, 40000, 0.6666666666666666, 0.3333333333333333, 0.0, 548569, 508569
11, 45000, 0.3333333333333333, 0.49999999999999994, 0.0, 611647, 566647
11, 50000, 0.0, 0.25, 0.0, 673348, 623348
11, 55000, 0.0, 0.3333333333333333, 0.0, 733199, 678199
11, 60000, 1.0, 0.25, 0.0, 792274, 732274
11, 65000, 1.0, 0.5833333333333333, 0.0, 849689, 784689
11, 70000, 1.0, 0.3333333333333333, 0.0, 905659, 835659
11, 75000, 1.0, 0.8333333333333334, 0.0, 960676, 885676
11, 80000, 1.0, 0.9166666666666666, 0.0, 1014058, 934058
11, 85000, 0.6666666666666666, 1.0, 0.0, 1064786, 979786
11, 90000, 1.0, 0.9166666666666666, 0.0, 1115926, 1025926
11, 95000, 1.0, 0.9166666666666666, 0.0, 1162525, 1067525
11, 100000, 1.0, 0.9166666666666666, 0.0, 1205707, 1105707
12, 5000, 0.6666666666666666, 0.41666666666666663, 0.0, 69920, 64920
12, 10000, 0.6666666666666666, 0.75, 0.0, 139899, 129899
12, 15000, 0.3333333333333333, 0.25, 0.0, 209496, 194496
12, 20000, 0.0, 0.6666666666666666, 0.0, 279157, 259157
12, 25000, 1.0, 0.3333333333333333, 0.0, 348721, 323721
12, 30000, 0.6666666666666666, 0.5, 0.0, 416761, 386761
12, 35000, 0.6666666666666666, 0.5833333333333333, 0.0, 483261, 448261
12, 40000, 0.6666666666666666, 0.6666666666666666, 0.0, 547775, 507775
12, 45000, 1.0, 0.3333333333333333, 0.0, 610835, 565835
12, 50000, 1.0, 0.3333333333333333, 0.0, 672154, 622154
12, 55000, 0.6666666666666666, 0.49999999999999994, 0.0, 732017, 677017
12, 60000, 0.0, 0.25, 0.0, 791184, 731184
12, 65000, 1.0, 0.6666666666666666, 0.0, 849165, 784165
12, 70000, 1.0, 0.6666666666666666, 0.0, 905333, 835333
12, 75000, 1.0, 0.8333333333333333, 0.0, 960548, 885548
12, 80000, 1.0, 0.75, 0.0, 1014139, 934139
12, 85000, 0.6666666666666666, 1.0, 0.0, 1064845, 979845
12, 90000, 1.0, 1.0, 0.0, 1115032, 1025032
12, 95000, 1.0, 0.9166666666666666, 0.0, 1166161, 1071161
12, 100000, 1.0, 1.0, 0.0, 1211810, 1111810
13, 5000, 0.3333333333333333, 0.41666666666666663, 0.0, 69772, 64772
13, 10000, 1.0, 0.3333333333333333, 0.0, 139751, 129751
13, 15000, 0.0, 0.25, 0.0, 209664, 194664
13, 20000, 0.6666666666666666, 0.8333333333333333, 0.0, 279490, 259490
13, 25000, 0.3333333333333333, 0.3333333333333333, 0.0, 349050, 324050
13, 30000, 1.0, 0.5, 0.0, 417084, 387084
13, 35000, 0.0, 0.41666666666666663, 0.0, 483161, 448161
13, 40000, 0.0, 0.08333333333333333, 0.0, 547587, 507587
13, 45000, 0.0, 0.16666666666666666, 0.0, 610150, 565150
13, 50000, 0.3333333333333333, 0.6666666666666666, 0.0, 671458, 621458
13, 55000, 1.0, 0.5833333333333334, 0.0, 731039, 676039
13, 60000, 1.0, 0.41666666666666663, 0.0, 789464, 729464
13, 65000, 1.0, 0.75, 0.0, 846594, 781594
13, 70000, 1.0, 0.8333333333333333, 0.0, 902591, 832591
13, 75000, 1.0, 1.0, 0.0, 956967, 881967
13, 80000, 1.0, 1.0, 0.0, 1009624, 929624
13, 85000, 1.0, 1.0, 0.0, 1061659, 976659
13, 90000, 1.0, 1.0, 0.0, 1110424, 1020424
13, 95000, 1.0, 0.9166666666666666, 0.0, 1155847, 1060847
13, 100000, 1.0, 1.0, 0.0, 1199885, 1099885
14, 5000, 0.3333333333333333, 0.08333333333333333, 0.0, 69912, 64912
14, 10000, 0.0, 0.08333333333333333, 0.0, 139645, 129645
14, 15000, 0.6666666666666666, 0.25, 0.0, 209450, 194450
14, 20000, 0.6666666666666666, 0.16666666666666666, 0.0, 279197, 259197
14, 25000, 1.0, 0.16666666666666666, 0.0, 348665, 323665
14, 30000, 0.3333333333333333, 0.25, 0.0, 416617, 386617
14, 35000, 0.3333333333333333, 0.5, 0.0, 482747, 447747
14, 40000, 0.3333333333333333, 0.49999999999999994, 0.0, 547646, 507646
14, 45000, 0.0, 0.25, 0.0, 610829, 565829
14, 50000, 0.3333333333333333, 0.7499999999999999, 0.0, 672547, 622547
14, 55000, 0.6666666666666666, 0.25, 0.0, 732492, 677492
14, 60000, 1.0, 0.8333333333333333, 0.0, 791814, 731814
14, 65000, 0.6666666666666666, 0.6666666666666666, 0.0, 849475, 784475
14, 70000, 1.0, 0.9166666666666666, 0.0, 905710, 835710
14, 75000, 1.0, 1.0, 0.0, 960452, 885452
14, 80000, 1.0, 1.0, 0.0, 1013607, 933607
14, 85000, 1.0, 0.9166666666666666, 0.0, 1065233, 980233
14, 90000, 1.0, 0.8333333333333334, 0.0, 1115798, 1025798
14, 95000, 1.0, 0.9166666666666666, 0.0, 1163277, 1068277
14, 100000, 1.0, 1.0, 0.0, 1206502, 1106502
15, 5000, 0.6666666666666666, 0.08333333333333333, 0.0, 69993, 64993
15, 10000, 0.0, 0.08333333333333333, 0.0, 139922, 129922
15, 15000, 0.3333333333333333, 0.08333333333333333, 0.0, 209855, 194855
15, 20000, 0.0, 0.41666666666666663, 0.0, 279625, 259625
15, 25000, 0.6666666666666666, 0.3333333333333333, 0.0, 349291, 324291
15, 30000, 0.3333333333333333, 0.08333333333333333, 0.0, 417501, 387501
15, 35000, 1.0, 0.41666666666666663, 0.0, 483726, 448726
15, 40000, 0.6666666666666666, 0.6666666666666666, 0.0, 548178, 508178
15, 45000, 0.0, 0.3333333333333333, 0.0, 611298, 566298
15, 50000, 0.3333333333333333, 0.25, 0.0, 672532, 622532
15, 55000, 0.3333333333333333, 0.16666666666666666, 0.0, 732494, 677494
15, 60000, 1.0, 0.6666666666666666, 0.0, 791900, 731900
15, 65000, 0.6666666666666666, 0.41666666666666663, 0.0, 849064, 784064
15, 70000, 1.0, 0.75, 0.0, 905535, 835535
15, 75000, 0.3333333333333333, 0.8333333333333334, 0.0, 960732, 885732
15, 80000, 1.0, 0.9166666666666666, 0.0, 1013995, 933995
15, 85000, 1.0, 0.9166666666666666, 0.0, 1065761, 980761
15, 90000, 0.6666666666666666, 0.7499999999999999, 0.0, 1116101, 1026101
15, 95000, 0.6666666666666666, 1.0, 0.0, 1163485, 1068485
15, 100000, 0.6666666666666666, 1.0, 0.0, 1207806, 1107806
16, 5000, 0.0, 0.0, 0.0, 69947, 64947
16, 10000, 1.0, 0.3333333333333333, 0.0, 139762, 129762
16, 15000, 0.6666666666666666, 0.3333333333333333, 0.0, 209853, 194853
16, 20000, 0.0, 0.49999999999999994, 0.0, 279807, 259807
16, 25000, 1.0, 0.49999999999999994, 0.0, 349519, 324519
16, 30000, 0.0, 0.25, 0.0, 417668, 387668
16, 35000, 0.6666666666666666, 0.16666666666666666, 0.0, 483775, 448775
16, 40000, 1.0, 0.49999999999999994, 0.0, 548193, 508193
16, 45000, 0.0, 0.16666666666666666, 0.0, 610713, 565713
16, 50000, 1.0, 0.5833333333333334, 0.0, 672090, 622090
16, 55000, 1.0, 0.5, 0.0, 732268, 677268
16, 60000, 0.0, 0.16666666666666666, 0.0, 791172, 731172
16, 65000, 1.0, 0.9166666666666666, 0.0, 848448, 783448
16, 70000, 0.0, 0.5833333333333334, 0.0, 904559, 834559
16, 75000, 1.0, 0.8333333333333334, 0.0, 960075, 885075
16, 80000, 1.0, 1.0, 0.0, 1014013, 934013
16, 85000, 1.0, 1.0, 0.0, 1067224, 982224
16, 90000, 1.0, 1.0, 0.0, 1117849, 1027849
16, 95000, 1.0, 1.0, 0.0, 1165531, 1070531
16, 100000, 1.0, 0.8333333333333334, 0.0, 1212022, 1112022
17, 5000, 0.6666666666666666, 0.5833333333333333, 0.0, 69822, 64822
17, 10000, 0.3333333333333333, 0.16666666666666666, 0.0, 139582, 129582
17, 15000, 1.0, 0.3333333333333333, 0.0, 209074, 194074
17, 20000, 0.0, 0.5, 0.0, 278975, 258975
17, 25000, 1.0, 0.3333333333333333, 0.0, 348587, 323587
17, 30000, 0.0, 0.3333333333333333, 0.0, 416581, 386581
17, 35000, 0.0, 0.3333333333333333, 0.0, 482830, 447830
17, 40000, 0.6666666666666666, 0.25, 0.0, 547281, 507281
17, 45000, 1.0, 0.5833333333333333, 0.0, 610248, 565248
17, 50000, 1.0, 0.75, 0.0, 671608, 621608
17, 55000, 0.0, 0.5833333333333333, 0.0, 731654, 676654
17, 60000, 0.6666666666666666, 1.0, 0.0, 790369, 730369
17, 65000, 0.0, 0.41666666666666663, 0.0, 847700, 782700
17, 70000, 1.0, 0.9166666666666666, 0.0, 903707, 833707
17, 75000, 1.0, 1.0, 0.0, 958507, 883507
17, 80000, 1.0, 1.0, 0.0, 1011706, 931706
17, 85000, 1.0, 1.0, 0.0, 1063101, 978101
17, 90000, 1.0, 0.9166666666666666, 0.0, 1113881, 1023881
17, 95000, 0.6666666666666666, 0.9166666666666666, 0.0, 1162896, 1067896
17, 100000, 1.0, 1.0, 0.0, 1206597, 1106597
18, 5000, 1.0, 0.41666666666666663, 0.0, 69999, 64999
18, 10000, 1.0, 0.3333333333333333, 0.0, 139912, 129912
18, 15000, 0.6666666666666666, 0.25, 0.0, 209649, 194649
18, 20000, 0.6666666666666666, 0.25, 0.0, 279526, 259526
18, 25000, 0.3333333333333333, 0.3333333333333333, 0.0, 349084, 324084
18, 30000, 0.6666666666666666, 0.25, 0.0, 417098, 387098
18, 35000, 0.3333333333333333, 0.3333333333333333, 0.0, 483526, 448526
18, 40000, 0.6666666666666666, 0.41666666666666663, 0.0, 548046, 508046
18, 45000, 1.0, 0.5833333333333333, 0.0, 611158, 566158
18, 50000, 0.0, 0.16666666666666666, 0.0, 672934, 622934
18, 55000, 1.0, 0.6666666666666666, 0.0, 733397, 678397
18, 60000, 0.3333333333333333, 0.6666666666666666, 0.0, 792656, 732656
18, 65000, 0.6666666666666666, 0.7499999999999999, 0.0, 850052, 785052
18, 70000, 0.3333333333333333, 0.5833333333333333, 0.0, 906500, 836500
18, 75000, 1.0, 0.8333333333333334, 0.0, 962133, 887133
18, 80000, 1.0, 1.0, 0.0, 1015687, 935687
18, 85000, 1.0, 1.0, 0.0, 1068255, 983255
18, 90000, 1.0, 1.0, 0.0, 1118804, 1028804
18, 95000, 1.0, 1.0, 0.0, 1169444, 1074444
18, 100000, 1.0, 0.9166666666666666, 0.0, 1213962, 1113962
19, 5000, 0.6666666666666666, 0.25, 0.0, 69760, 64760
19, 10000, 0.0, 0.25, 0.0, 139675, 129675
19, 15000, 0.0, 0.08333333333333333, 0.0, 209578, 194578
19, 20000, 1.0, 0.3333333333333333, 0.0, 279659, 259659
19, 25000, 0.6666666666666666, 0.25, 0.0, 349370, 324370
19, 30000, 1.0, 0.08333333333333333, 0.0, 417417, 387417
19, 35000, 1.0, 0.3333333333333333, 0.0, 483857, 448857
19, 40000, 1.0, 0.5, 0.0, 548726, 508726
19, 45000, 0.0, 0.08333333333333333, 0.0, 611677, 566677
19, 50000, 0.3333333333333333, 0.3333333333333333, 0.0, 673097, 623097
19, 55000, 0.3333333333333333, 0.6666666666666666, 0.0, 733450, 678450
19, 60000, 1.0, 0.6666666666666666, 0.0, 791695, 731695
19, 65000, 0.6666666666666666, 0.6666666666666666, 0.0, 848381, 783381
19, 70000, 1.0, 0.9166666666666666, 0.0, 904322, 834322
19, 75000, 0.6666666666666666, 0.9166666666666666, 0.0, 959083, 884083
19, 80000, 1.0, 1.0, 0.0, 1013161, 933161
19, 85000, 1.0, 1.0, 0.0, 1064770, 979770
19, 90000, 1.0, 0.8333333333333334, 0.0, 1115996, 1025996
