controllers.TD.ntuple2.SarsaAgt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.5, horizon:7, AFTERSTATE:false, learnFromRM: true
controllers.TD.ntuple2.SarsaAgt: alpha_init->final:1.0->0.5, epsilon_init->final:1.0->0.0, gamma: 1.0
run, gameNum, evalQ, evalT, actionNum, trnMoves
0, 2000, 0.0, 0.0, 25876, 25876
0, 4000, 0.0, 0.0, 51596, 51596
0, 6000, 0.0, 0.0, 77234, 77234
0, 8000, 0.0, 0.08333333333333333, 102414, 102414
0, 10000, 0.0, 0.0, 127364, 127364
0, 12000, 0.0, 0.08333333333333333, 152119, 152119
0, 14000, 0.0, 0.08333333333333333, 176762, 176762
0, 16000, 0.6666666666666666, 0.08333333333333333, 201243, 201243
0, 18000, 0.0, 0.0, 225440, 225440
0, 20000, 0.0, 0.0, 249319, 249319
0, 22000, 0.0, 0.0, 273026, 273026
0, 24000, 0.0, 0.08333333333333333, 296755, 296755
0, 26000, 0.0, 0.0, 320226, 320226
0, 28000, 0.0, 0.0, 343721, 343721
0, 30000, 0.0, 0.08333333333333333, 366990, 366990
0, 32000, 0.0, 0.25, 390182, 390182
0, 34000, 0.3333333333333333, 0.41666666666666663, 413134, 413134
0, 36000, 0.0, 0.16666666666666666, 435801, 435801
0, 38000, 0.3333333333333333, 0.08333333333333333, 458139, 458139
0, 40000, 0.3333333333333333, 0.16666666666666666, 480235, 480235
0, 42000, 0.0, 0.08333333333333333, 502177, 502177
0, 44000, 0.3333333333333333, 0.5, 523920, 523920
0, 46000, 0.6666666666666666, 0.25, 545435, 545435
0, 48000, 0.6666666666666666, 0.16666666666666666, 566998, 566998
0, 50000, 0.0, 0.3333333333333333, 588542, 588542
0, 52000, 0.0, 0.3333333333333333, 609812, 609812
0, 54000, 0.3333333333333333, 0.16666666666666666, 630852, 630852
0, 56000, 0.6666666666666666, 0.6666666666666666, 651636, 651636
0, 58000, 1.0, 0.5833333333333333, 672326, 672326
0, 60000, 0.0, 0.25, 692628, 692628
0, 62000, 1.0, 0.6666666666666666, 712607, 712607
0, 64000, 1.0, 0.9166666666666666, 732773, 732773
0, 66000, 0.6666666666666666, 0.6666666666666666, 752865, 752865
0, 68000, 1.0, 0.9166666666666666, 772440, 772440
0, 70000, 1.0, 0.9166666666666666, 791859, 791859
0, 72000, 1.0, 0.8333333333333333, 811227, 811227
