P0: controllers.MCTS.MCTSAgentT: iterations:1000, rollout depth:200, K_UCT:1.414, tree depth:10
P0: controllers.MCTS.MCTSAgentT:
P1: controllers.MCTS.MCTSAgentT: iterations:1000, rollout depth:200, K_UCT:1.414, tree depth:10
P1: controllers.MCTS.MCTSAgentT:
P2: controllers.MCTS.MCTSAgentT: iterations:1000, rollout depth:200, K_UCT:1.414, tree depth:10
P2: controllers.MCTS.MCTSAgentT:
Start state = ______________________________________________________________________________________________________________________________________________________________________________________________
run, moveNum, player, action, gameScore, nEmptyTile, cumEmptyTl, highestTile
1, 116, 2, 85, +0.00, 0, 0, 0
1, 117, 0, 183, +0.00, 0, 0, 0
1, 118, 1, 75, +0.00, 0, 0, 0
1, 119, 2, 71, +0.00, 0, 0, 0
1, 120, 0, 15, +0.00, 0, 0, 0
1, 121, 1, 48, +0.00, 0, 0, 0
1, 122, 2, 163, +0.00, 0, 0, 0
1, 123, 0, 51, +0.00, 0, 0, 0
1, 124, 1, 165, +0.00, 0, 0, 0
1, 125, 2, 123, +0.00, 0, 0, 0
1, 126, 0, 119, +0.00, 0, 0, 0
1, 127, 1, 31, +0.00, 0, 0, 0
1, 128, 2, 29, +0.00, 0, 0, 0
1, 129, 0, 164, +0.00, 0, 0, 0
1, 130, 1, 22, +0.00, 0, 0, 0
1, 131, 2, 78, +0.00, 0, 0, 0
1, 132, 0, 97, +0.00, 0, 0, 0
1, 133, 1, 41, +0.00, 0, 0, 0
1, 134, 2, 2, +0.00, 0, 0, 0
1, 135, 0, 135, +0.00, 0, 0, 0
1, 136, 1, 182, +0.00, 0, 0, 0
1, 137, 2, 88, +0.00, 0, 0, 0
1, 138, 0, 62, +0.00, 0, 0, 0
1, 139, 1, 151, +0.00, 0, 0, 0
1, 140, 2, 118, +0.00, 0, 0, 0
1, 141, 0, 82, +0.00, 0, 0, 0
1, 142, 1, 132, +0.00, 0, 0, 0
1, 143, 2, 18, +0.00, 0, 0, 0
1, 144, 0, 129, +0.00, 0, 0, 0
1, 145, 1, 134, +0.00, 0, 0, 0
1, 146, 2, 172, +0.00, 0, 0, 0
1, 147, 0, 189, +0.00, 0, 0, 0
1, 148, 1, 122, +0.00, 0, 0, 0
1, 149, 2, 5, +0.00, 0, 0, 0
1, 150, 0, 155, +0.00, 0, 0, 0
1, 151, 1, 110, +0.00, 0, 0, 0
1, 152, 2, 140, +0.00, 0, 0, 0
1, 153, 0, 39, +0.00, 0, 0, 0
1, 154, 1, 150, +0.00, 0, 0, 0
1, 155, 2, 187, +0.00, 0, 0, 0
1, 156, 0, 56, +0.00, 0, 0, 0
1, 157, 2, 14, +0.00, 0, 0, 0
1, 158, 0, 4, +0.00, 0, 0, 0
1, 159, 2, 176, +1.00, 0, 0, 0
