controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.5, horizon:3, AFTERSTATE:false, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.2, epsilon_init->final:1.0->0.0
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 0.0, 0.0, 0.0, 19801, 296498
0, 20000, 0.0, 0.0, 0.0, 57923, 577948
0, 30000, 0.0, 0.14285714285714285, 0.0, 112477, 845027
0, 40000, 0.0, 0.047619047619047616, 0.0, 181867, 1099501
0, 50000, 0.0, 0.19047619047619047, 0.0, 264221, 1340619
0, 60000, 0.3333333333333333, 0.42857142857142855, 0.0, 358644, 1570430
0, 70000, 0.3333333333333333, 0.42857142857142855, 0.0, 463626, 1790583
0, 80000, 0.3333333333333333, 0.8095238095238095, 0.0, 580058, 2003141
0, 90000, 0.6666666666666666, 0.9523809523809524, 0.0, 707361, 2210347
0, 100000, 1.0, 0.7142857142857142, 0.0, 844765, 2411279
0, 110000, 0.6666666666666666, 0.7619047619047619, 0.0, 992407, 2607504
0, 120000, 0.6666666666666666, 0.8571428571428571, 0.0, 1152576, 2803409
0, 130000, 1.0, 0.9523809523809523, 0.0, 1323236, 2996140
0, 140000, 0.6666666666666666, 0.9523809523809524, 0.0, 1508687, 3190899
0, 150000, 1.0, 0.9523809523809523, 0.0, 1712572, 3391614
1, 10000, 0.0, 0.0, 0.0, 19871, 295412
1, 20000, 0.0, 0.047619047619047616, 0.0, 58182, 577648
1, 30000, 0.0, 0.23809523809523808, 0.0, 112741, 845684
1, 40000, 0.0, 0.33333333333333337, 0.0, 181881, 1099356
1, 50000, 0.6666666666666666, 0.5238095238095238, 0.0, 264199, 1339770
1, 60000, 0.3333333333333333, 0.47619047619047616, 0.0, 358246, 1569891
1, 70000, 0.6666666666666666, 0.5238095238095238, 0.0, 463600, 1789302
1, 80000, 1.0, 0.7142857142857143, 0.0, 579277, 2000930
1, 90000, 1.0, 0.7619047619047619, 0.0, 706565, 2207653
1, 100000, 1.0, 0.9047619047619048, 0.0, 842845, 2406937
1, 110000, 1.0, 0.9523809523809524, 0.0, 989078, 2601238
1, 120000, 1.0, 1.0, 0.0, 1144445, 2791165
1, 130000, 0.6666666666666666, 0.8571428571428571, 0.0, 1310039, 2977442
1, 140000, 1.0, 0.8095238095238094, 0.0, 1492710, 3169298
1, 150000, 1.0, 0.9523809523809523, 0.0, 1690468, 3363449
2, 10000, 0.0, 0.0, 0.0, 19855, 295785
2, 20000, 0.0, 0.0, 0.0, 58179, 578128
2, 30000, 0.0, 0.047619047619047616, 0.0, 112483, 844188
2, 40000, 0.0, 0.19047619047619047, 0.0, 181315, 1096079
2, 50000, 0.0, 0.3333333333333333, 0.0, 263396, 1336098
2, 60000, 0.0, 0.5238095238095238, 0.0, 357561, 1566093
2, 70000, 0.6666666666666666, 0.5714285714285714, 0.0, 463735, 1787555
2, 80000, 0.3333333333333333, 0.6666666666666666, 0.0, 578793, 1997748
2, 90000, 1.0, 0.6666666666666666, 0.0, 703350, 2199981
2, 100000, 1.0, 0.7619047619047619, 0.0, 839160, 2398557
2, 110000, 0.6666666666666666, 1.0, 0.0, 985413, 2592847
2, 120000, 1.0, 0.8571428571428571, 0.0, 1143888, 2786564
2, 130000, 1.0, 0.9047619047619048, 0.0, 1317188, 2982101
2, 140000, 1.0, 0.8571428571428571, 0.0, 1508250, 3183526
2, 150000, 1.0, 0.619047619047619, 0.0, 1716642, 3388587
3, 10000, 0.0, 0.0, 0.0, 19765, 296084
3, 20000, 0.0, 0.0, 0.0, 58049, 579676
3, 30000, 0.0, 0.0, 0.0, 113008, 848097
3, 40000, 0.0, 0.0, 0.0, 182149, 1101873
3, 50000, 0.0, 0.19047619047619047, 0.0, 264686, 1344091
3, 60000, 0.3333333333333333, 0.047619047619047616, 0.0, 359254, 1574162
3, 70000, 0.6666666666666666, 0.38095238095238093, 0.0, 463872, 1792442
3, 80000, 0.3333333333333333, 0.619047619047619, 0.0, 578612, 2000760
3, 90000, 1.0, 0.4761904761904762, 0.0, 702514, 2201519
3, 100000, 0.6666666666666666, 0.8095238095238094, 0.0, 834763, 2394082
3, 110000, 0.3333333333333333, 0.7142857142857143, 0.0, 975279, 2580466
3, 120000, 1.0, 0.7142857142857143, 0.0, 1123464, 2761271
3, 130000, 1.0, 0.619047619047619, 0.0, 1278023, 2934696
3, 140000, 1.0, 0.619047619047619, 0.0, 1442845, 3106597
3, 150000, 0.6666666666666666, 0.3333333333333333, 0.0, 1635807, 3295546
4, 10000, 0.0, 0.0, 0.0, 19699, 296918
4, 20000, 0.0, 0.0, 0.0, 58058, 582129
4, 30000, 0.0, 0.0, 0.0, 113060, 851687
4, 40000, 0.0, 0.19047619047619047, 0.0, 182489, 1106367
4, 50000, 0.0, 0.3333333333333333, 0.0, 265197, 1350257
4, 60000, 0.0, 0.047619047619047616, 0.0, 361048, 1584874
4, 70000, 0.6666666666666666, 0.14285714285714285, 0.0, 468375, 1809600
4, 80000, 0.6666666666666666, 0.4285714285714285, 0.0, 584361, 2022054
4, 90000, 1.0, 0.619047619047619, 0.0, 709785, 2226138
4, 100000, 0.6666666666666666, 0.9047619047619048, 0.0, 845654, 2424946
4, 110000, 1.0, 0.7619047619047619, 0.0, 988340, 2614618
4, 120000, 1.0, 0.8095238095238094, 0.0, 1138663, 2797801
4, 130000, 0.6666666666666666, 0.8095238095238094, 0.0, 1294367, 2972795
4, 140000, 0.6666666666666666, 0.6666666666666666, 0.0, 1462361, 3148092
4, 150000, 1.0, 0.42857142857142855, 0.0, 1643250, 3324973
