TDNTuple4Agt: USESYM:false, nSym:0, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false
TDNTuple4Agt: alpha_init->final:0.25->0.25, eps_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1, stepRew: -1.0, rewPos: 1.0
from: Unknown
run; gameNum; evalQ; evalT; actionNum; trnMoves; totalTrainSec; movesSecond; rewardPos; stepReward
1; 1200000; 0.693846153846154; 0.0; 12199286; 12199286; 1232.179; 9900.5793801063; 1.0E-4; -0.04
1; 1250000; 0.6942307692307694; 0.0; 12664475; 12664475; 1280.22; 9892.42083391917; 1.0E-4; -0.04
1; 1300000; 0.6842307692307693; 0.0; 13131406; 13131406; 1328.811; 9882.072017766259; 1.0E-4; -0.04
1; 1350000; 0.6923076923076922; 0.0; 13596210; 13596210; 1377.516; 9870.092253011942; 1.0E-4; -0.04
1; 1400000; 0.7003846153846156; 0.0; 14058039; 14058039; 1425.506; 9861.788726248784; 1.0E-4; -0.04
1; 1450000; 0.6938461538461538; 0.0; 14520977; 14520977; 1473.037; 9857.849463387545; 1.0E-4; -0.04
1; 1500000; 0.6938461538461538; 0.0; 14985507; 14985507; 1520.004; 9858.860239841475; 1.0E-4; -0.04
1; 1550000; 0.7; 0.0; 15447773; 15447773; 1565.793; 9865.782386305214; 1.0E-4; -0.04
1; 1600000; 0.7084615384615385; 0.0; 15908559; 15908559; 1611.169; 9873.923219724311; 1.0E-4; -0.04
1; 1650000; 0.6950000000000002; 0.0; 16368794; 16368794; 1656.917; 9879.066965937342; 1.0E-4; -0.04
1; 1700000; 0.7015384615384617; 0.0; 16829581; 16829581; 1702.14; 9887.307154523129; 1.0E-4; -0.04
1; 1750000; 0.7061538461538461; 0.0; 17289287; 17289287; 1747.378; 9894.417235423589; 1.0E-4; -0.04
1; 1800000; 0.7061538461538462; 0.0; 17750002; 17750002; 1792.339; 9903.261603971125; 1.0E-4; -0.04
1; 1850000; 0.7023076923076924; 0.0; 18205276; 18205276; 1837.21; 9909.197097773254; 1.0E-4; -0.04
1; 1900000; 0.7053846153846154; 0.0; 18663028; 18663028; 1882.289; 9915.070427548586; 1.0E-4; -0.04
1; 1950000; 0.6980769230769232; 0.0; 19119707; 19119707; 1927.351; 9920.199797545958; 1.0E-4; -0.04
1; 2000000; 0.7038461538461538; 0.0; 19578539; 19578539; 1972.471; 9925.894474494175; 1.0E-4; -0.04
1; 2050000; 0.7084615384615385; 0.0; 20035310; 20035310; 2017.008; 9933.18320998231; 1.0E-4; -0.04
1; 2100000; 0.708846153846154; 0.0; 20491058; 20491058; 2061.827; 9938.301322079882; 1.0E-4; -0.04
1; 2150000; 0.7126923076923076; 0.0; 20947431; 20947431; 2106.354; 9944.87678709277; 1.0E-4; -0.04
1; 2200000; 0.7084615384615384; 0.0; 21400987; 21400987; 2151.37; 9947.608733039877; 1.0E-4; -0.04
1; 2250000; 0.7153846153846154; 0.0; 21854622; 21854622; 2197.996; 9942.9762383553; 1.0E-4; -0.04
1; 2300000; 0.7057692307692308; 0.0; 22307375; 22307375; 2242.726; 9946.544963584494; 1.0E-4; -0.04
1; 2350000; 0.7142307692307692; 0.0; 22760459; 22760459; 2287.335; 9950.645183149823; 1.0E-4; -0.04
1; 2400000; 0.7176923076923077; 0.0; 23215519; 23215519; 2331.98; 9955.282206536935; 1.0E-4; -0.04
1; 2450000; 0.7065384615384616; 0.0; 23669997; 23669997; 2376.631; 9959.474987913563; 1.0E-4; -0.04
1; 2500000; 0.7157692307692307; 0.0; 24124162; 24124162; 2421.069; 9964.260415543713; 1.0E-4; -0.04
1; 2550000; 0.7180769230769232; 0.0; 24576836; 24576836; 2465.568; 9968.021973030149; 1.0E-4; -0.04
1; 2600000; 0.7207692307692309; 0.0; 25024981; 25024981; 2509.739; 9971.148792762913; 1.0E-4; -0.04
1; 2650000; 0.7284615384615385; 0.0; 25474896; 25474896; 2554.391; 9972.982209849628; 1.0E-4; -0.04
1; 2700000; 0.7096153846153848; 0.0; 25927058; 25927058; 2599.879; 9972.40948521066; 1.0E-4; -0.04
1; 2750000; 0.7165384615384615; 0.0; 26381205; 26381205; 2644.684; 9975.18229020934; 1.0E-4; -0.04
1; 2800000; 0.7069230769230769; 0.0; 26833039; 26833039; 2689.156; 9978.238153532186; 1.0E-4; -0.04
1; 2850000; 0.7042307692307693; 0.0; 27283510; 27283510; 2733.289; 9981.933853317376; 1.0E-4; -0.04
1; 2900000; 0.7146153846153847; 0.0; 27735640; 27735640; 2777.974; 9984.125121401423; 1.0E-4; -0.04
1; 2950000; 0.7100000000000001; 0.0; 28185567; 28185567; 2822.255; 9986.895939594402; 1.0E-4; -0.04
1; 3000000; 0.7223076923076923; 0.0; 28636146; 28636146; 2866.195; 9990.997123363903; 1.0E-4; -0.04
2; 50000; 0.5073076923076922; 0.0; 703330; 703330; 71.687; 9811.123355699081; 1.0E-4; -0.04
2; 100000; 0.5742307692307693; 0.0; 1276121; 1276121; 129.056; 9888.118336226133; 1.0E-4; -0.04
2; 150000; 0.6073076923076923; 0.0; 1811258; 1811258; 179.828; 10072.168961452055; 1.0E-4; -0.04
2; 200000; 0.6192307692307691; 0.0; 2332475; 2332475; 228.687; 10199.421042735266; 1.0E-4; -0.04
2; 250000; 0.6396153846153847; 0.0; 2841294; 2841294; 276.06; 10292.306020430342; 1.0E-4; -0.04
2; 300000; 0.6488461538461537; 0.0; 3343882; 3343882; 322.72; 10361.558006941; 1.0E-4; -0.04
2; 350000; 0.6534615384615385; 0.0; 3842242; 3842242; 368.666; 10422.013421362426; 1.0E-4; -0.04
2; 400000; 0.6603846153846153; 0.0; 4330552; 4330552; 413.981; 10460.750614158622; 1.0E-4; -0.04
2; 450000; 0.6719230769230767; 0.0; 4816097; 4816097; 459.124; 10489.752223800106; 1.0E-4; -0.04
2; 500000; 0.6734615384615386; 0.0; 5299815; 5299815; 503.715; 10521.455585003425; 1.0E-4; -0.04
2; 550000; 0.6780769230769231; 0.0; 5777874; 5777874; 548.298; 10537.83526476478; 1.0E-4; -0.04
2; 600000; 0.6688461538461539; 0.0; 6255372; 6255372; 592.471; 10558.106641506503; 1.0E-4; -0.04
2; 650000; 0.6838461538461538; 0.0; 6733907; 6733907; 638.618; 10544.499215493455; 1.0E-4; -0.04
2; 700000; 0.6803846153846153; 0.0; 7209453; 7209453; 682.852; 10557.855875065168; 1.0E-4; -0.04
2; 750000; 0.6946153846153845; 0.0; 7685190; 7685190; 727.157; 10568.818013166345; 1.0E-4; -0.04
2; 800000; 0.6907692307692307; 0.0; 8156567; 8156567; 770.975; 10579.547974966763; 1.0E-4; -0.04
2; 850000; 0.6934615384615384; 0.0; 8627878; 8627878; 814.728; 10589.88766803154; 1.0E-4; -0.04
2; 900000; 0.6838461538461539; 0.0; 9094866; 9094866; 858.112; 10598.693410650358; 1.0E-4; -0.04
2; 950000; 0.6926923076923076; 0.0; 9563763; 9563763; 901.681; 10606.592575423016; 1.0E-4; -0.04
2; 1000000; 0.6903846153846154; 0.0; 10030033; 10030033; 946.667; 10595.10155102058; 1.0E-4; -0.04
2; 1050000; 0.6857692307692307; 0.0; 10495795; 10495795; 990.561; 10595.808839637337; 1.0E-4; -0.04
2; 1100000; 0.685769230769231; 0.0; 10956528; 10956528; 1033.687; 10599.46386091728; 1.0E-4; -0.04
2; 1150000; 0.6950000000000001; 0.0; 11418310; 11418310; 1076.519; 10606.696212514596; 1.0E-4; -0.04
2; 1200000; 0.6930769230769231; 0.0; 11883052; 11883052; 1119.919; 10610.63523344099; 1.0E-4; -0.04
2; 1250000; 0.7007692307692308; 0.0; 12343225; 12343225; 1162.402; 10618.723126766816; 1.0E-4; -0.04
2; 1300000; 0.6907692307692307; 0.0; 12806593; 12806593; 1205.402; 10624.33362479903; 1.0E-4; -0.04
2; 1350000; 0.6961538461538462; 0.0; 13268102; 13268102; 1247.901; 10632.335417633289; 1.0E-4; -0.04
2; 1400000; 0.7173076923076922; 0.0; 13724394; 13724394; 1290.034; 10638.78471420133; 1.0E-4; -0.04
2; 1450000; 0.7111538461538462; 0.0; 14183342; 14183342; 1332.911; 10640.87699778905; 1.0E-4; -0.04
2; 1500000; 0.7030769230769232; 0.0; 14642014; 14642014; 1375.706; 10643.272617841312; 1.0E-4; -0.04
2; 1550000; 0.706923076923077; 0.0; 15100922; 15100922; 1418.146; 10648.354964862574; 1.0E-4; -0.04
2; 1600000; 0.7065384615384614; 0.0; 15561576; 15561576; 1460.706; 10653.462092987913; 1.0E-4; -0.04
2; 1650000; 0.7169230769230768; 0.0; 16019129; 16019129; 1503.204; 10656.656714590967; 1.0E-4; -0.04
2; 1700000; 0.7069230769230769; 0.0; 16476602; 16476602; 1545.818; 10658.824001273113; 1.0E-4; -0.04
2; 1750000; 0.7076923076923077; 0.0; 16933788; 16933788; 1588.605; 10659.533364178005; 1.0E-4; -0.04
2; 1800000; 0.7100000000000001; 0.0; 17385628; 17385628; 1630.447; 10663.10527113117; 1.0E-4; -0.04
2; 1850000; 0.7088461538461538; 0.0; 17843204; 17843204; 1672.938; 10665.789168516705; 1.0E-4; -0.04
2; 1900000; 0.7180769230769231; 0.0; 18299687; 18299687; 1715.047; 10670.079012411905; 1.0E-4; -0.04
2; 1950000; 0.7126923076923077; 0.0; 18753580; 18753580; 1757.13; 10672.847199694956; 1.0E-4; -0.04
2; 2000000; 0.7096153846153844; 0.0; 19206009; 19206009; 1800.351; 10667.924754672838; 1.0E-4; -0.04
2; 2050000; 0.7123076923076923; 0.0; 19660610; 19660610; 1842.714; 10669.37679965529; 1.0E-4; -0.04
2; 2100000; 0.7196153846153845; 0.0; 20111043; 20111043; 1884.371; 10672.549620005826; 1.0E-4; -0.04
2; 2150000; 0.7203846153846155; 0.0; 20563600; 20563600; 1926.22; 10675.623760525796; 1.0E-4; -0.04
2; 2200000; 0.7126923076923076; 0.0; 21016111; 21016111; 1968.402; 10676.737272162902; 1.0E-4; -0.04
2; 2250000; 0.7053846153846154; 0.0; 21464785; 21464785; 2009.908; 10679.486324747202; 1.0E-4; -0.04
2; 2300000; 0.7042307692307692; 0.0; 21916638; 21916638; 2052.469; 10678.182228330854; 1.0E-4; -0.04
2; 2350000; 0.7153846153846154; 0.0; 22368196; 22368196; 2094.13; 10681.378901978387; 1.0E-4; -0.04
2; 2400000; 0.7176923076923079; 0.0; 22816349; 22816349; 2135.957; 10682.026370381052; 1.0E-4; -0.04
2; 2450000; 0.7226923076923077; 0.0; 23265509; 23265509; 2177.103; 10686.453052519793; 1.0E-4; -0.04
2; 2500000; 0.7073076923076922; 0.0; 23718048; 23718048; 2218.686; 10690.132808337907; 1.0E-4; -0.04
2; 2550000; 0.7188461538461538; 0.0; 24167874; 24167874; 2260.482; 10691.469341494425; 1.0E-4; -0.04
2; 2600000; 0.7134615384615385; 0.0; 24615923; 24615923; 2302.223; 10692.240934088488; 1.0E-4; -0.04
2; 2650000; 0.7138461538461539; 0.0; 25062894; 25062894; 2344.085; 10691.973200630524; 1.0E-4; -0.04
2; 2700000; 0.7184615384615386; 0.0; 25512745; 25512745; 2385.807; 10693.549394397787; 1.0E-4; -0.04
2; 2750000; 0.716923076923077; 0.0; 25960766; 25960766; 2427.531; 10694.30874415198; 1.0E-4; -0.04
2; 2800000; 0.7203846153846153; 0.0; 26411388; 26411388; 2469.433; 10695.324797230782; 1.0E-4; -0.04
2; 2850000; 0.7180769230769232; 0.0; 26859339; 26859339; 2511.444; 10694.779178830984; 1.0E-4; -0.04
2; 2900000; 0.7250000000000002; 0.0; 27311704; 27311704; 2553.364; 10696.36134918484; 1.0E-4; -0.04
2; 2950000; 0.7311538461538463; 0.0; 27760194; 27760194; 2595.297; 10696.345736152742; 1.0E-4; -0.04
2; 3000000; 0.730769230769231; 0.0; 28207269; 28207269; 2636.984; 10696.791865252122; 1.0E-4; -0.04
0; 50000; 0.48807692307692313; 0.0; 716495; 716495; 73.708; 9720.722309654311; 1.0E-4; -0.1
0; 100000; 0.5684615384615385; 0.0; 1294511; 1294511; 129.938; 9962.528282719451; 1.0E-4; -0.1
0; 150000; 0.6038461538461538; 0.0; 1838282; 1838282; 181.58; 10123.813195285824; 1.0E-4; -0.1
0; 200000; 0.6123076923076923; 0.0; 2364298; 2364298; 230.841; 10242.106038355405; 1.0E-4; -0.1
0; 250000; 0.6238461538461538; 0.0; 2879882; 2879882; 279.027; 10321.15888426568; 1.0E-4; -0.1
0; 300000; 0.6392307692307692; 0.0; 3385731; 3385731; 326.045; 10384.244506126455; 1.0E-4; -0.1
0; 350000; 0.6519230769230769; 0.0; 3886935; 3886935; 372.383; 10438.003346017407; 1.0E-4; -0.1
0; 400000; 0.6596153846153846; 0.0; 4380110; 4380110; 418.025; 10478.1053764727; 1.0E-4; -0.1
0; 450000; 0.6607692307692308; 0.0; 4869179; 4869179; 463.081; 10514.745800410727; 1.0E-4; -0.1
0; 500000; 0.6646153846153845; 0.0; 5355351; 5355351; 507.831; 10545.53778717723; 1.0E-4; -0.1
0; 550000; 0.6765384615384615; 0.0; 5838243; 5838243; 552.283; 10571.107566229632; 1.0E-4; -0.1
0; 600000; 0.6742307692307694; 0.0; 6318439; 6318439; 596.791; 10587.356377693362; 1.0E-4; -0.1
0; 650000; 0.6784615384615384; 0.0; 6797844; 6797844; 641.071; 10603.886309004774; 1.0E-4; -0.1
0; 700000; 0.6673076923076924; 0.0; 7277232; 7277232; 685.228; 10620.161464505245; 1.0E-4; -0.1
0; 750000; 0.6880769230769231; 0.0; 7751321; 7751321; 729.056; 10631.9967190449; 1.0E-4; -0.1
0; 800000; 0.681153846153846; 0.0; 8224231; 8224231; 772.529; 10645.854071497639; 1.0E-4; -0.1
0; 850000; 0.6869230769230769; 0.0; 8696896; 8696896; 817.088; 10643.769092190805; 1.0E-4; -0.1
0; 900000; 0.6876923076923078; 0.0; 9168116; 9168116; 861.365; 10643.706210491488; 1.0E-4; -0.1
0; 950000; 0.6911538461538461; 0.0; 9637347; 9637347; 904.874; 10650.485039906109; 1.0E-4; -0.1
0; 1000000; 0.6776923076923077; 0.0; 10108281; 10108281; 948.321; 10659.134407020407; 1.0E-4; -0.1
0; 1050000; 0.6942307692307692; 0.0; 10576902; 10576902; 991.604; 10666.457577823405; 1.0E-4; -0.1
0; 1100000; 0.6996153846153844; 0.0; 11044170; 11044170; 1034.493; 10675.925308339449; 1.0E-4; -0.1
0; 1150000; 0.6857692307692308; 0.0; 11509913; 11509913; 1077.371; 10683.332853770891; 1.0E-4; -0.1
0; 1200000; 0.6946153846153845; 0.0; 11975618; 11975618; 1119.817; 10694.263437686694; 1.0E-4; -0.1
0; 1250000; 0.6946153846153845; 0.0; 12440263; 12440263; 1162.96; 10697.0686867992; 1.0E-4; -0.1
0; 1300000; 0.7003846153846153; 0.0; 12902863; 12902863; 1205.669; 10701.828611335282; 1.0E-4; -0.1
0; 1350000; 0.6992307692307691; 0.0; 13363235; 13363235; 1248.597; 10702.600598912219; 1.0E-4; -0.1
0; 1400000; 0.6973076923076922; 0.0; 13823393; 13823393; 1290.681; 10710.154561816591; 1.0E-4; -0.1
0; 1450000; 0.6950000000000001; 0.0; 14284558; 14284558; 1333.093; 10715.349941827013; 1.0E-4; -0.1
0; 1500000; 0.6988461538461539; 0.0; 14743747; 14743747; 1375.069; 10722.187032068936; 1.0E-4; -0.1
0; 1550000; 0.7076923076923076; 0.0; 15201070; 15201070; 1417.569; 10723.336923987476; 1.0E-4; -0.1
0; 1600000; 0.7084615384615383; 0.0; 15662009; 15662009; 1459.595; 10730.380002671975; 1.0E-4; -0.1
0; 1650000; 0.7061538461538462; 0.0; 16120991; 16120991; 1501.993; 10733.066665423874; 1.0E-4; -0.1
0; 1700000; 0.6984615384615385; 0.0; 16581002; 16581002; 1543.901; 10739.679551992; 1.0E-4; -0.1
0; 1750000; 0.7153846153846154; 0.0; 17039944; 17039944; 1586.087; 10743.385451113338; 1.0E-4; -0.1
0; 1800000; 0.7096153846153845; 0.0; 17496430; 17496430; 1627.614; 10749.74164636087; 1.0E-4; -0.1
0; 1850000; 0.708846153846154; 0.0; 17953463; 17953463; 1670.977; 10744.29091483605; 1.0E-4; -0.1
0; 1900000; 0.6973076923076922; 0.0; 18407890; 18407890; 1713.235; 10744.521329531559; 1.0E-4; -0.1
0; 1950000; 0.7157692307692307; 0.0; 18861875; 18861875; 1755.451; 10744.745937083975; 1.0E-4; -0.1
0; 2000000; 0.7192307692307693; 0.0; 19317394; 19317394; 1797.097; 10749.221661379435; 1.0E-4; -0.1
0; 2050000; 0.7130769230769232; 0.0; 19774638; 19774638; 1839.327; 10751.018171320271; 1.0E-4; -0.1
0; 2100000; 0.7234615384615384; 0.0; 20232471; 20232471; 1881.642; 10752.561326756098; 1.0E-4; -0.1
0; 2150000; 0.713076923076923; 0.0; 20688038; 20688038; 1923.801; 10753.730765292252; 1.0E-4; -0.1
0; 2200000; 0.704230769230769; 0.0; 21137010; 21137010; 1965.232; 10755.47823361313; 1.0E-4; -0.1
