controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:0, AFTERSTATE:false, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.2, epsilon_init->final:1.0->0.2
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 0.0, 0.2222222222222222, 0.0, 15368, 203542
0, 20000, 0.0, 0.2222222222222222, 0.0, 40860, 398967
0, 30000, 1.0, 0.8888888888888888, 0.0, 76149, 587044
0, 40000, 1.0, 0.9444444444444443, 0.0, 120173, 768708
0, 50000, 1.0, 0.8333333333333334, 0.0, 172521, 945198
0, 60000, 1.0, 0.8333333333333334, 0.0, 232439, 1115395
0, 70000, 1.0, 1.0, 0.0, 299391, 1280162
0, 80000, 1.0, 0.8888888888888888, 0.0, 374147, 1442356
0, 90000, 1.0, 0.9444444444444443, 0.0, 456203, 1600753
0, 100000, 1.0, 1.0, 0.0, 544912, 1755468
0, 110000, 1.0, 0.9444444444444443, 0.0, 640410, 1908542
0, 120000, 1.0, 0.9444444444444443, 0.0, 742387, 2058390
0, 130000, 1.0, 0.9444444444444443, 0.0, 850571, 2205781
0, 140000, 1.0, 0.9444444444444443, 0.0, 966395, 2352776
0, 150000, 1.0, 1.0, 0.0, 1089551, 2499421
1, 10000, 0.6666666666666666, 0.1111111111111111, 0.0, 15440, 203899
1, 20000, 0.3333333333333333, 0.0, 0.0, 41125, 400706
1, 30000, 0.0, 0.1111111111111111, 0.0, 76025, 589367
1, 40000, 0.6666666666666666, 0.5555555555555556, 0.0, 120252, 770961
1, 50000, 1.0, 0.888888888888889, 0.0, 172594, 948275
1, 60000, 1.0, 0.8333333333333334, 0.0, 232724, 1120334
1, 70000, 1.0, 0.6666666666666666, 0.0, 300024, 1285605
1, 80000, 1.0, 0.888888888888889, 0.0, 374677, 1447172
1, 90000, 1.0, 0.8888888888888888, 0.0, 456034, 1604544
1, 100000, 1.0, 0.9444444444444445, 0.0, 543818, 1757969
1, 110000, 1.0, 1.0, 0.0, 637981, 1908254
1, 120000, 1.0, 0.8888888888888888, 0.0, 738357, 2055444
1, 130000, 1.0, 0.9444444444444443, 0.0, 844112, 2199300
1, 140000, 1.0, 1.0, 0.0, 955854, 2340074
1, 150000, 1.0, 0.9444444444444443, 0.0, 1072824, 2478353
2, 10000, 0.0, 0.05555555555555555, 0.0, 15301, 203710
2, 20000, 0.0, 0.16666666666666666, 0.0, 40802, 400030
2, 30000, 1.0, 0.4444444444444444, 0.0, 75994, 588080
2, 40000, 1.0, 0.6666666666666666, 0.0, 120105, 770043
2, 50000, 1.0, 0.7777777777777777, 0.0, 172480, 945944
2, 60000, 1.0, 0.8333333333333334, 0.0, 232223, 1114975
2, 70000, 1.0, 0.9444444444444443, 0.0, 299639, 1280215
2, 80000, 0.6666666666666666, 0.888888888888889, 0.0, 374701, 1441990
2, 90000, 1.0, 0.8333333333333334, 0.0, 456239, 1599631
2, 100000, 1.0, 0.9444444444444443, 0.0, 544968, 1754741
2, 110000, 1.0, 0.888888888888889, 0.0, 640852, 1907675
2, 120000, 1.0, 1.0, 0.0, 743596, 2058474
2, 130000, 1.0, 1.0, 0.0, 852170, 2206648
