controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.5, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
0, 10000, 0.0, 0.0, 0.0, 18057
0, 20000, 0.0, 0.0, 0.0, 50883
0, 30000, 0.0, 0.25, 0.0, 97680
0, 40000, 1.0, 0.25, 0.0, 155941
0, 50000, 1.0, 0.6666666666666666, 0.0, 225973
0, 60000, 1.0, 0.9166666666666666, 0.0, 306014
0, 70000, 1.0, 1.0, 0.0, 396266
0, 80000, 1.0, 0.8333333333333333, 0.0, 496630
0, 90000, 0.6666666666666666, 1.0, 0.0, 602728
0, 100000, 1.0, 1.0, 0.0, 719667
1, 10000, 0.0, 0.0, 0.0, 18271
1, 20000, 0.6666666666666666, 0.3333333333333333, 0.0, 51218
1, 30000, 0.3333333333333333, 0.25, 0.0, 97591
1, 40000, 0.3333333333333333, 0.41666666666666663, 0.0, 156258
1, 50000, 0.3333333333333333, 0.41666666666666663, 0.0, 225967
1, 60000, 1.0, 0.5833333333333333, 0.0, 306210
1, 70000, 1.0, 0.9166666666666666, 0.0, 395416
1, 80000, 1.0, 0.9166666666666666, 0.0, 495261
1, 90000, 1.0, 1.0, 0.0, 603898
1, 100000, 1.0, 1.0, 0.0, 719909
2, 10000, 0.0, 0.0, 0.0, 18041
2, 20000, 0.0, 0.0, 0.0, 51130
2, 30000, 0.0, 0.3333333333333333, 0.0, 97839
2, 40000, 0.3333333333333333, 0.16666666666666666, 0.0, 156802
2, 50000, 0.0, 0.41666666666666663, 0.0, 226768
2, 60000, 1.0, 0.75, 0.0, 306641
2, 70000, 1.0, 1.0, 0.0, 396741
2, 80000, 1.0, 1.0, 0.0, 496189
2, 90000, 1.0, 1.0, 0.0, 606083
2, 100000, 1.0, 1.0, 0.0, 724755
