controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
0, 10000, 0.0, 0.0, 0.0, 18908
0, 20000, 0.0, 0.0, 0.0, 54165
0, 30000, 1.0, 0.5, 0.0, 103733
0, 40000, 1.0, 0.6666666666666666, 0.0, 165822
0, 50000, 1.0, 0.5833333333333333, 0.0, 239090
0, 60000, 1.0, 0.9166666666666666, 0.0, 323232
0, 70000, 1.0, 1.0, 0.0, 417072
0, 80000, 1.0, 0.9166666666666666, 0.0, 519690
0, 90000, 1.0, 0.9166666666666666, 0.0, 632978
0, 100000, 1.0, 1.0, 0.0, 761124
1, 10000, 0.0, 0.0, 0.0, 18880
1, 20000, 0.0, 0.08333333333333333, 0.0, 54337
1, 30000, 0.6666666666666666, 0.3333333333333333, 0.0, 103977
1, 40000, 1.0, 0.5833333333333333, 0.0, 166302
1, 50000, 1.0, 0.8333333333333334, 0.0, 240072
1, 60000, 1.0, 0.6666666666666666, 0.0, 323599
1, 70000, 1.0, 1.0, 0.0, 418906
1, 80000, 1.0, 0.8333333333333333, 0.0, 525090
1, 90000, 1.0, 0.8333333333333334, 0.0, 637525
1, 100000, 1.0, 1.0, 0.0, 752522
2, 10000, 0.0, 0.0, 0.0, 19058
2, 20000, 0.0, 0.0, 0.0, 54489
2, 30000, 0.6666666666666666, 0.25, 0.0, 103900
2, 40000, 0.6666666666666666, 0.49999999999999994, 0.0, 166801
2, 50000, 1.0, 0.5, 0.0, 241108
2, 60000, 1.0, 0.7499999999999999, 0.0, 326266
2, 70000, 1.0, 0.9166666666666666, 0.0, 419862
2, 80000, 1.0, 0.9166666666666666, 0.0, 525245
2, 90000, 1.0, 1.0, 0.0, 640070
2, 100000, 1.0, 0.8333333333333333, 0.0, 762331
