controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.4, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
3, 30000, 0.3333333333333333, 0.75, 0.0, 104468
3, 40000, 1.0, 1.0, 0.0, 167752
3, 50000, 0.6666666666666666, 0.9166666666666666, 0.0, 242733
3, 60000, 1.0, 0.75, 0.0, 328863
3, 70000, 1.0, 0.75, 0.0, 425064
3, 80000, 1.0, 0.9166666666666666, 0.0, 532335
3, 90000, 1.0, 0.9166666666666666, 0.0, 650262
3, 100000, 1.0, 1.0, 0.0, 772179
4, 10000, 0.0, 0.0, 0.0, 18911
4, 20000, 0.0, 0.3333333333333333, 0.0, 54300
4, 30000, 1.0, 0.75, 0.0, 104224
4, 40000, 1.0, 0.75, 0.0, 167438
4, 50000, 1.0, 0.9166666666666666, 0.0, 242967
4, 60000, 1.0, 1.0, 0.0, 329841
4, 70000, 1.0, 0.9166666666666666, 0.0, 426882
4, 80000, 1.0, 0.8333333333333334, 0.0, 534551
4, 90000, 1.0, 0.9166666666666666, 0.0, 653213
4, 100000, 1.0, 0.8333333333333334, 0.0, 781511
5, 10000, 0.0, 0.0, 0.0, 19125
5, 20000, 0.0, 0.08333333333333333, 0.0, 54669
5, 30000, 0.6666666666666666, 0.3333333333333333, 0.0, 104636
5, 40000, 0.6666666666666666, 0.6666666666666666, 0.0, 167832
5, 50000, 0.6666666666666666, 0.75, 0.0, 243560
5, 60000, 1.0, 1.0, 0.0, 330743
5, 70000, 1.0, 0.5833333333333333, 0.0, 428768
5, 80000, 1.0, 0.9166666666666666, 0.0, 536822
5, 90000, 1.0, 1.0, 0.0, 658355
5, 100000, 0.6666666666666666, 1.0, 0.0, 792370
6, 10000, 0.0, 0.08333333333333333, 0.0, 19211
6, 20000, 0.0, 0.0, 0.0, 54769
6, 30000, 0.0, 0.3333333333333333, 0.0, 104801
6, 40000, 0.3333333333333333, 0.8333333333333334, 0.0, 168406
6, 50000, 1.0, 0.6666666666666666, 0.0, 243566
6, 60000, 1.0, 0.8333333333333333, 0.0, 330472
6, 70000, 1.0, 0.9166666666666666, 0.0, 427525
6, 80000, 0.6666666666666666, 0.9166666666666666, 0.0, 534644
6, 90000, 1.0, 1.0, 0.0, 651016
6, 100000, 1.0, 1.0, 0.0, 780811
7, 10000, 0.0, 0.0, 0.0, 19146
7, 20000, 0.0, 0.0, 0.0, 54783
7, 30000, 0.0, 0.08333333333333333, 0.0, 105092
7, 40000, 0.0, 0.16666666666666666, 0.0, 168545
7, 50000, 1.0, 0.9166666666666666, 0.0, 244135
7, 60000, 1.0, 0.6666666666666667, 0.0, 330134
7, 70000, 1.0, 0.9166666666666666, 0.0, 428475
7, 80000, 1.0, 0.9166666666666666, 0.0, 536686
7, 90000, 1.0, 0.9166666666666666, 0.0, 655908
7, 100000, 1.0, 0.9166666666666666, 0.0, 786737
8, 10000, 0.0, 0.0, 0.0, 18973
8, 20000, 0.0, 0.3333333333333333, 0.0, 54700
8, 30000, 1.0, 0.08333333333333333, 0.0, 104509
8, 40000, 0.6666666666666666, 0.41666666666666663, 0.0, 167717
8, 50000, 1.0, 0.8333333333333333, 0.0, 243095
8, 60000, 1.0, 1.0, 0.0, 328956
8, 70000, 1.0, 0.9166666666666666, 0.0, 424763
8, 80000, 1.0, 1.0, 0.0, 530639
8, 90000, 0.3333333333333333, 0.5833333333333333, 0.0, 646341
8, 100000, 1.0, 0.6666666666666666, 0.0, 777268
9, 10000, 0.0, 0.0, 0.0, 18998
9, 20000, 0.0, 0.3333333333333333, 0.0, 54248
9, 30000, 0.6666666666666666, 0.75, 0.0, 104265
9, 40000, 1.0, 0.75, 0.0, 167390
9, 50000, 0.3333333333333333, 0.75, 0.0, 242724
9, 60000, 0.6666666666666666, 0.8333333333333334, 0.0, 329031
9, 70000, 1.0, 1.0, 0.0, 426144
9, 80000, 1.0, 1.0, 0.0, 532967
9, 90000, 1.0, 0.9166666666666666, 0.0, 651364
9, 100000, 1.0, 1.0, 0.0, 776155
