controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.4, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
0, 10000, 0.0, 0.0, 0.0, 18969
0, 20000, 0.0, 0.25, 0.0, 54451
0, 30000, 1.0, 0.3333333333333333, 0.0, 104450
0, 40000, 1.0, 0.49999999999999994, 0.0, 167679
0, 50000, 1.0, 0.8333333333333334, 0.0, 243198
0, 60000, 1.0, 0.75, 0.0, 330135
0, 70000, 1.0, 1.0, 0.0, 426917
0, 80000, 1.0, 0.8333333333333333, 0.0, 534941
0, 90000, 1.0, 0.9166666666666666, 0.0, 653808
0, 100000, 1.0, 0.9166666666666666, 0.0, 781090
1, 10000, 0.0, 0.0, 0.0, 19011
1, 20000, 0.0, 0.0, 0.0, 54498
1, 30000, 0.0, 0.41666666666666663, 0.0, 104680
1, 40000, 0.6666666666666666, 0.5833333333333333, 0.0, 168174
1, 50000, 0.6666666666666666, 0.9166666666666666, 0.0, 243121
1, 60000, 1.0, 0.9166666666666666, 0.0, 329610
1, 70000, 1.0, 0.7499999999999999, 0.0, 426948
1, 80000, 1.0, 1.0, 0.0, 534151
1, 90000, 1.0, 1.0, 0.0, 645824
1, 100000, 1.0, 0.9166666666666666, 0.0, 765699
2, 10000, 0.0, 0.0, 0.0, 18971
2, 20000, 0.0, 0.3333333333333333, 0.0, 54483
2, 30000, 0.6666666666666666, 0.75, 0.0, 104329
2, 40000, 1.0, 0.75, 0.0, 167707
2, 50000, 1.0, 0.9166666666666666, 0.0, 242997
2, 60000, 0.6666666666666666, 0.75, 0.0, 329591
2, 70000, 1.0, 0.75, 0.0, 428481
2, 80000, 1.0, 0.75, 0.0, 538057
2, 90000, 1.0, 1.0, 0.0, 658555
2, 100000, 1.0, 1.0, 0.0, 788581
3, 10000, 0.0, 0.0, 0.0, 19093
3, 20000, 0.0, 0.41666666666666663, 0.0, 54527
