controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
0, 10000, 0.0, 0.0, 0.0, 18989
0, 20000, 0.0, 0.0, 0.0, 54664
0, 30000, 0.0, 0.0, 0.0, 105443
0, 40000, 0.0, 0.5, 0.0, 170183
0, 50000, 0.6666666666666666, 0.6666666666666666, 0.0, 248172
0, 60000, 0.6666666666666666, 0.8333333333333333, 0.0, 337453
0, 70000, 1.0, 0.8333333333333334, 0.0, 437501
0, 80000, 1.0, 1.0, 0.0, 547649
0, 90000, 1.0, 0.9166666666666666, 0.0, 669467
0, 100000, 0.6666666666666666, 0.9166666666666666, 0.0, 806530
1, 10000, 0.0, 0.0, 0.0, 19161
1, 20000, 0.6666666666666666, 0.41666666666666663, 0.0, 54981
1, 30000, 0.6666666666666666, 0.08333333333333333, 0.0, 105820
1, 40000, 0.6666666666666666, 0.5, 0.0, 170224
1, 50000, 0.3333333333333333, 1.0, 0.0, 247412
1, 60000, 0.6666666666666666, 0.5833333333333333, 0.0, 336061
1, 70000, 0.6666666666666666, 0.8333333333333333, 0.0, 436164
1, 80000, 1.0, 1.0, 0.0, 545086
1, 90000, 0.6666666666666666, 0.9166666666666666, 0.0, 663197
1, 100000, 1.0, 0.9166666666666666, 0.0, 789629
2, 10000, 0.0, 0.0, 0.0, 19139
2, 20000, 0.0, 0.08333333333333333, 0.0, 54520
2, 30000, 0.3333333333333333, 0.3333333333333333, 0.0, 104893
2, 40000, 0.3333333333333333, 0.41666666666666663, 0.0, 169159
2, 50000, 1.0, 0.49999999999999994, 0.0, 246281
2, 60000, 0.3333333333333333, 0.9166666666666666, 0.0, 336231
2, 70000, 1.0, 0.9166666666666666, 0.0, 436808
2, 80000, 1.0, 1.0, 0.0, 546947
2, 90000, 1.0, 0.9166666666666666, 0.0, 667662
2, 100000, 1.0, 0.9166666666666666, 0.0, 802922
