controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum
0, 5000, 0.0, 0.0, 0.0, 7543
0, 10000, 0.0, 0.08333333333333333, 0.0, 19796
0, 15000, 0.0, 0.25, 0.0, 36561
0, 20000, 0.0, 0.0, 0.0, 57409
0, 25000, 0.3333333333333333, 0.5, 0.0, 82351
0, 30000, 0.3333333333333333, 0.25, 0.0, 110739
0, 35000, 0.3333333333333333, 0.41666666666666663, 0.0, 142531
0, 40000, 1.0, 0.9166666666666666, 0.0, 177613
0, 45000, 0.6666666666666666, 0.7499999999999999, 0.0, 215967
0, 50000, 1.0, 0.6666666666666666, 0.0, 257437
0, 55000, 1.0, 0.8333333333333333, 0.0, 302103
0, 60000, 1.0, 0.75, 0.0, 349385
0, 65000, 1.0, 1.0, 0.0, 399347
0, 70000, 1.0, 0.9166666666666666, 0.0, 452036
0, 75000, 1.0, 0.8333333333333334, 0.0, 508749
0, 80000, 1.0, 1.0, 0.0, 566538
0, 85000, 1.0, 0.9166666666666666, 0.0, 630277
0, 90000, 1.0, 1.0, 0.0, 693229
0, 95000, 1.0, 1.0, 0.0, 762625
0, 100000, 1.0, 0.9166666666666666, 0.0, 829512
1, 5000, 0.0, 0.0, 0.0, 7433
1, 10000, 0.0, 0.0, 0.0, 19788
1, 15000, 0.3333333333333333, 0.08333333333333333, 0.0, 36586
1, 20000, 0.0, 0.3333333333333333, 0.0, 57638
1, 25000, 0.6666666666666666, 0.5, 0.0, 82512
1, 30000, 0.0, 0.49999999999999994, 0.0, 110846
1, 35000, 0.6666666666666666, 0.25, 0.0, 142410
1, 40000, 0.0, 0.8333333333333333, 0.0, 177399
1, 45000, 1.0, 0.8333333333333334, 0.0, 215394
1, 50000, 1.0, 0.9166666666666666, 0.0, 256840
1, 55000, 1.0, 0.9166666666666666, 0.0, 301094
1, 60000, 1.0, 0.8333333333333333, 0.0, 349041
1, 65000, 1.0, 1.0, 0.0, 399768
1, 70000, 1.0, 1.0, 0.0, 454533
1, 75000, 1.0, 1.0, 0.0, 512906
1, 80000, 1.0, 1.0, 0.0, 573517
1, 85000, 1.0, 1.0, 0.0, 641361
1, 90000, 1.0, 0.9166666666666666, 0.0, 709554
1, 95000, 1.0, 1.0, 0.0, 779979
1, 100000, 1.0, 0.9166666666666666, 0.0, 850784
2, 5000, 0.0, 0.0, 0.0, 7560
2, 10000, 0.0, 0.0, 0.0, 19927
2, 15000, 0.0, 0.0, 0.0, 36688
2, 20000, 0.3333333333333333, 0.16666666666666666, 0.0, 57705
2, 25000, 0.6666666666666666, 0.41666666666666663, 0.0, 82510
2, 30000, 0.6666666666666666, 0.5, 0.0, 111157
2, 35000, 1.0, 0.75, 0.0, 143131
2, 40000, 1.0, 0.8333333333333334, 0.0, 178270
2, 45000, 1.0, 1.0, 0.0, 217020
2, 50000, 1.0, 0.75, 0.0, 258927
2, 55000, 1.0, 1.0, 0.0, 303673
2, 60000, 1.0, 1.0, 0.0, 350628
2, 65000, 1.0, 1.0, 0.0, 400895
2, 70000, 1.0, 1.0, 0.0, 454991
2, 75000, 1.0, 1.0, 0.0, 511973
2, 80000, 1.0, 1.0, 0.0, 572299
2, 85000, 0.6666666666666666, 1.0, 0.0, 634799
2, 90000, 1.0, 1.0, 0.0, 698696
2, 95000, 0.6666666666666666, 1.0, 0.0, 767583
2, 100000, 1.0, 0.9166666666666666, 0.0, 834914
