controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:0, AFTERSTATE:false, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.2, epsilon_init->final:1.0->0.2
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 0.0, 0.0, 0.0, 15488, 203576
0, 20000, 0.0, 0.1111111111111111, 0.0, 41229, 399493
0, 30000, 0.0, 0.38888888888888884, 0.0, 76240, 587482
0, 40000, 1.0, 0.2222222222222222, 0.0, 119817, 769089
0, 50000, 1.0, 0.4444444444444444, 0.0, 171840, 944675
0, 60000, 1.0, 0.6666666666666666, 0.0, 231661, 1113894
0, 70000, 1.0, 0.7222222222222222, 0.0, 298902, 1279754
0, 80000, 1.0, 0.8333333333333334, 0.0, 373818, 1441457
0, 90000, 1.0, 0.8888888888888888, 0.0, 456068, 1600795
0, 100000, 1.0, 1.0, 0.0, 544534, 1756013
0, 110000, 1.0, 1.0, 0.0, 639496, 1908327
0, 120000, 1.0, 1.0, 0.0, 740984, 2057638
0, 130000, 1.0, 1.0, 0.0, 848989, 2204857
0, 140000, 1.0, 0.9444444444444443, 0.0, 963643, 2349984
0, 150000, 1.0, 1.0, 0.0, 1084468, 2493268
1, 10000, 0.0, 0.0, 0.0, 15460, 203462
1, 20000, 0.0, 0.0, 0.0, 41075, 399284
1, 30000, 1.0, 0.611111111111111, 0.0, 76367, 587853
1, 40000, 1.0, 0.3888888888888889, 0.0, 120043, 768785
1, 50000, 1.0, 0.5555555555555555, 0.0, 171638, 943616
1, 60000, 1.0, 0.6666666666666666, 0.0, 231720, 1113372
1, 70000, 1.0, 0.6666666666666666, 0.0, 299485, 1279501
1, 80000, 1.0, 0.8333333333333334, 0.0, 373918, 1440749
1, 90000, 1.0, 1.0, 0.0, 455802, 1598545
1, 100000, 1.0, 1.0, 0.0, 543905, 1752769
1, 110000, 1.0, 0.9444444444444443, 0.0, 639010, 1905076
1, 120000, 1.0, 1.0, 0.0, 739135, 2051892
1, 130000, 1.0, 1.0, 0.0, 845681, 2196808
1, 140000, 0.6666666666666666, 1.0, 0.0, 958409, 2339377
1, 150000, 1.0, 1.0, 0.0, 1073297, 2474789
2, 10000, 0.0, 0.0, 0.0, 15422, 203608
2, 20000, 0.0, 0.0, 0.0, 41270, 399417
2, 30000, 0.0, 0.5, 0.0, 76547, 588342
2, 40000, 0.0, 0.611111111111111, 0.0, 120690, 771175
2, 50000, 1.0, 0.7777777777777777, 0.0, 173044, 947661
2, 60000, 0.6666666666666666, 0.8888888888888888, 0.0, 233208, 1118660
2, 70000, 1.0, 0.888888888888889, 0.0, 301220, 1286158
2, 80000, 1.0, 0.8333333333333335, 0.0, 376200, 1448482
2, 90000, 1.0, 0.8333333333333334, 0.0, 457461, 1605698
2, 100000, 1.0, 0.9444444444444443, 0.0, 545556, 1759803
2, 110000, 1.0, 1.0, 0.0, 640484, 1911625
2, 120000, 1.0, 1.0, 0.0, 742112, 2061004
2, 130000, 1.0, 0.8888888888888888, 0.0, 848974, 2206301
2, 140000, 1.0, 1.0, 0.0, 963195, 2350862
2, 150000, 1.0, 1.0, 0.0, 1082125, 2491600
