controllers.TD.ntuple2.TDNTuple2Agt, USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, AFTERSTATE:false, learnFromRM: false

run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
6, 80000, 0.6666666666666666, 0.9166666666666666, 0.0, 565574, 1309187
6, 90000, 1.0, 0.9166666666666666, 0.0, 682899, 1435392
6, 100000, 1.0, 0.8333333333333333, 0.0, 799939, 1548258
6, 110000, 0.6666666666666666, 0.75, 0.0, 926696, 1665015
6, 120000, 0.6666666666666666, 0.8333333333333333, 0.0, 1066590, 1794909
6, 130000, 0.6666666666666666, 0.8333333333333333, 0.0, 1221091, 1939410
6, 140000, 1.0, 0.6666666666666666, 0.0, 1375989, 2084308
6, 150000, 0.6666666666666666, 0.8333333333333333, 0.0, 1524792, 2223111
7, 10000, 0.0, 0.0, 0.0, 20042, 199863
7, 20000, 0.6666666666666666, 0.16666666666666666, 0.0, 57923, 386652
7, 30000, 0.6666666666666666, 0.75, 0.0, 111445, 560866
7, 40000, 0.3333333333333333, 0.6666666666666666, 0.0, 178481, 723910
7, 50000, 1.0, 0.9166666666666666, 0.0, 258887, 879880
7, 60000, 1.0, 0.8333333333333333, 0.0, 351715, 1030260
7, 70000, 1.0, 1.0, 0.0, 455090, 1173463
7, 80000, 1.0, 1.0, 0.0, 569139, 1312386
7, 90000, 1.0, 1.0, 0.0, 692941, 1446370
7, 100000, 1.0, 1.0, 0.0, 831575, 1581717
7, 110000, 1.0, 1.0, 0.0, 981716, 1721858
7, 120000, 1.0, 0.6666666666666666, 0.0, 1123604, 1853746
7, 130000, 0.6666666666666666, 0.9166666666666666, 0.0, 1274044, 1994186
7, 140000, 1.0, 0.6666666666666666, 0.0, 1417749, 2127891
7, 150000, 1.0, 0.75, 0.0, 1594955, 2295097
8, 10000, 0.0, 0.0, 0.0, 19847, 201425
8, 20000, 0.0, 0.0, 0.0, 57714, 388712
8, 30000, 0.6666666666666666, 0.6666666666666666, 0.0, 110915, 563935
8, 40000, 0.6666666666666666, 0.6666666666666666, 0.0, 178109, 728269
8, 50000, 1.0, 0.8333333333333333, 0.0, 257519, 882987
8, 60000, 1.0, 1.0, 0.0, 349029, 1031396
8, 70000, 1.0, 1.0, 0.0, 450352, 1171957
8, 80000, 1.0, 0.9166666666666666, 0.0, 562408, 1308442
8, 90000, 1.0, 1.0, 0.0, 685952, 1441774
8, 100000, 1.0, 1.0, 0.0, 814482, 1566663
8, 110000, 1.0, 0.8333333333333333, 0.0, 929944, 1672125
8, 120000, 1.0, 0.9166666666666666, 0.0, 1081140, 1813321
8, 130000, 1.0, 0.5833333333333333, 0.0, 1238385, 1960566
8, 140000, 0.6666666666666666, 0.8333333333333333, 0.0, 1405985, 2118166
8, 150000, 1.0, 1.0, 0.0, 1555877, 2258058
9, 10000, 0.0, 0.0, 0.0, 20016, 201028
9, 20000, 0.0, 0.25, 0.0, 57994, 387971
9, 30000, 1.0, 0.16666666666666666, 0.0, 111492, 562781
9, 40000, 1.0, 0.49999999999999994, 0.0, 178825, 726271
9, 50000, 1.0, 0.8333333333333334, 0.0, 258556, 881408
9, 60000, 1.0, 1.0, 0.0, 349400, 1028411
9, 70000, 1.0, 0.8333333333333333, 0.0, 450754, 1168892
9, 80000, 1.0, 1.0, 0.0, 564734, 1307601
9, 90000, 1.0, 0.9166666666666666, 0.0, 683348, 1435523
9, 100000, 1.0, 1.0, 0.0, 804242, 1552293
9, 110000, 1.0, 0.9166666666666666, 0.0, 930809, 1668860
9, 120000, 1.0, 0.75, 0.0, 1062351, 1790402
9, 130000, 0.6666666666666666, 0.9166666666666666, 0.0, 1196183, 1914234
9, 140000, 1.0, 0.8333333333333333, 0.0, 1324201, 2032252
9, 150000, 1.0, 0.9166666666666666, 0.0, 1446635, 2144686
