TDNTuple4Agt: USESYM:false, P:7, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 60 7-tuple, evalQ: 1, evalT: -1
run, competeNum, dEdax, iterMWrap, EPS, p_MWrap, c_puct, winrate, user1, user2
0, 1, 0, 0, 1.0E-8, 0, 1.0, 0.7733333333333333, 0.0, 0.0
0, 1, 0, 50, 1.0E-8, 0, 1.0, 0.9233333333333333, 0.0, 0.0
0, 1, 0, 100, 1.0E-8, 0, 1.0, 0.9983333333333334, 0.0, 0.0
0, 1, 0, 200, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
0, 1, 0, 0, 0.0, 0, 1.0, 0.77, 0.0, 0.0
0, 1, 0, 50, 0.0, 0, 1.0, 0.0, 0.0, 0.0
0, 1, 0, 100, 0.0, 0, 1.0, 0.038333333333333365, 0.0, 0.0
0, 1, 0, 200, 0.0, 0, 1.0, 0.9916666666666666, 0.0, 0.0
0, 1, 0, 0, -1.0E-8, 0, 1.0, 0.7333333333333334, 0.0, 0.0
0, 1, 0, 50, -1.0E-8, 0, 1.0, 0.003333333333333336, 0.0, 0.0
0, 1, 0, 100, -1.0E-8, 0, 1.0, 0.05000000000000001, 0.0, 0.0
0, 1, 0, 200, -1.0E-8, 0, 1.0, 0.5766666666666667, 0.0, 0.0
1, 1, 0, 0, 1.0E-8, 0, 1.0, 0.7533333333333333, 0.0, 0.0
1, 1, 0, 50, 1.0E-8, 0, 1.0, 0.9366666666666665, 0.0, 0.0
1, 1, 0, 100, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
1, 1, 0, 200, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
1, 1, 0, 0, 0.0, 0, 1.0, 0.785, 0.0, 0.0
1, 1, 0, 50, 0.0, 0, 1.0, 0.0, 0.0, 0.0
1, 1, 0, 100, 0.0, 0, 1.0, 0.04333333333333337, 0.0, 0.0
1, 1, 0, 200, 0.0, 0, 1.0, 0.995, 0.0, 0.0
1, 1, 0, 0, -1.0E-8, 0, 1.0, 0.785, 0.0, 0.0
1, 1, 0, 50, -1.0E-8, 0, 1.0, 0.001666666666666668, 0.0, 0.0
1, 1, 0, 100, -1.0E-8, 0, 1.0, 0.05833333333333335, 0.0, 0.0
1, 1, 0, 200, -1.0E-8, 0, 1.0, 0.5299999999999999, 0.0, 0.0
2, 1, 0, 0, 1.0E-8, 0, 1.0, 0.7466666666666666, 0.0, 0.0
2, 1, 0, 50, 1.0E-8, 0, 1.0, 0.935, 0.0, 0.0
2, 1, 0, 100, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
2, 1, 0, 200, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
2, 1, 0, 0, 0.0, 0, 1.0, 0.7516666666666666, 0.0, 0.0
2, 1, 0, 50, 0.0, 0, 1.0, 0.0, 0.0, 0.0
2, 1, 0, 100, 0.0, 0, 1.0, 0.05166666666666667, 0.0, 0.0
2, 1, 0, 200, 0.0, 0, 1.0, 0.9899999999999999, 0.0, 0.0
2, 1, 0, 0, -1.0E-8, 0, 1.0, 0.7333333333333334, 0.0, 0.0
2, 1, 0, 50, -1.0E-8, 0, 1.0, 0.0050000000000000044, 0.0, 0.0
2, 1, 0, 100, -1.0E-8, 0, 1.0, 0.05666666666666668, 0.0, 0.0
2, 1, 0, 200, -1.0E-8, 0, 1.0, 0.585, 0.0, 0.0
3, 1, 0, 0, 1.0E-8, 0, 1.0, 0.7600000000000001, 0.0, 0.0
3, 1, 0, 50, 1.0E-8, 0, 1.0, 0.945, 0.0, 0.0
3, 1, 0, 100, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
3, 1, 0, 200, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
3, 1, 0, 0, 0.0, 0, 1.0, 0.7333333333333334, 0.0, 0.0
3, 1, 0, 50, 0.0, 0, 1.0, 0.0, 0.0, 0.0
3, 1, 0, 100, 0.0, 0, 1.0, 0.048333333333333374, 0.0, 0.0
3, 1, 0, 200, 0.0, 0, 1.0, 0.9899999999999999, 0.0, 0.0
3, 1, 0, 0, -1.0E-8, 0, 1.0, 0.7466666666666667, 0.0, 0.0
3, 1, 0, 50, -1.0E-8, 0, 1.0, 0.0050000000000000044, 0.0, 0.0
3, 1, 0, 100, -1.0E-8, 0, 1.0, 0.06666666666666665, 0.0, 0.0
3, 1, 0, 200, -1.0E-8, 0, 1.0, 0.5516666666666666, 0.0, 0.0
0, 1, 0, 300, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
0, 1, 0, 300, 0.0, 0, 1.0, 1.0, 0.0, 0.0
0, 1, 0, 300, -1.0E-8, 0, 1.0, 0.8016666666666666, 0.0, 0.0
1, 1, 0, 300, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
1, 1, 0, 300, 0.0, 0, 1.0, 0.995, 0.0, 0.0
1, 1, 0, 300, -1.0E-8, 0, 1.0, 0.7966666666666667, 0.0, 0.0
2, 1, 0, 300, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
2, 1, 0, 300, 0.0, 0, 1.0, 1.0, 0.0, 0.0
2, 1, 0, 300, -1.0E-8, 0, 1.0, 0.7999999999999999, 0.0, 0.0
3, 1, 0, 300, 1.0E-8, 0, 1.0, 1.0, 0.0, 0.0
3, 1, 0, 300, 0.0, 0, 1.0, 0.9966666666666667, 0.0, 0.0
3, 1, 0, 300, -1.0E-8, 0, 1.0, 0.7566666666666667, 0.0, 0.0
