TDNTuple4Agt: USESYM:false, P:7, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 60 7-tuple, evalQ: 1, evalT: -1
agtFile, run, competeNum, dEdax, iterMWrap, EPS, p_MWrap, c_puct, winrate, pTwist, EE
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 1.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 2.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 3.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 4.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 5.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 1.0, 6.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.955, 7.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.86, 8.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.78, 9.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.825, 10.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.77, 11.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.765, 12.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 0, 1.0E-8, 0, 10.0, 0.76, 13.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 1.0, 1.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.935, 2.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.91, 3.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.765, 4.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.7150000000000001, 5.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.77, 6.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.6950000000000001, 7.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.735, 8.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.615, 9.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.5349999999999999, 10.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.42000000000000004, 11.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.5449999999999999, 12.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 50, 1.0E-8, 0, 10.0, 0.53, 13.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 1.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 2.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 3.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 4.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 5.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 6.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 1.0, 7.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.97, 8.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.945, 9.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.94, 10.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.895, 11.0, 20.0
TCL4-p13-3000k-60-7t.agt.zip, 0, 1, 0, 100, 1.0E-8, 0, 10.0, 0.89, 12.0, 20.0
