TDNTuple4Agt: USESYM:true, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: false;;;;;;;;;;
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1;;;;;;;;;;
from: multiEval/TCL4-p13-3000k-120-7t-nSym08_00.agt.zip;;;;;;;;;;
run; agtFile; gameNum; nSym; pMinEval; pMaxEval; evalQ; evalT; totalSec; iterMWrap; userVal2
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;6;6;1;0;6.73;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;6;6;0.995;0;13.573;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;0.89;0;0.13;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;0.965;0;2.272;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;0.99;0;3.334;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;1;0;4.51;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;0.99;0;9.194;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;7;7;0.985;0;18.464;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.71;0;0.217;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.87;0;5.58;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.965;0;5.656;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.965;0;10.591;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.995;0;11.362;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;8;8;0.995;0;20.932;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.49;0;0.321;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.83;0;6.965;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.875;0;11.657;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.92;0;18.127;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.895;0;44.461;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;9;9;0.93;0;72.582;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.435;0;0.364;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.655;0;12.433;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.75;0;20.313;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.83;0;31.832;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.84;0;66.633;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;10;10;0.85;0;130.147;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.315;0;0.427;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.595;0;14.371;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.65;0;27.084;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.705;0;50.48;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.72;0;103.742;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;11;11;0.755;0;205.417;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.215;0;0.469;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.44;0;19.101;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.535;0;34.928;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.525;0;77.297;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.595;0;146.307;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;12;12;0.525;0;358.591;800;0
0; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.17;0;0.488;0;0
1; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.285;0;23.911;50;0
2; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.4;0;43.593;100;0
3; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.36;0;99.618;200;0
4; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.54;0;166.362;400;0
5; multiEval/TCL4-p13-3000k-120-7t_B.agt.zip;3000000;0;13;13;0.52;0;373.804;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;0.08;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;0.072;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;0.089;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;2.727;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;5.323;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;1;1;1;0;6.541;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;0.13;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;0.178;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;3.595;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;8.092;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;11.057;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;2;2;1;0;13.89;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;0.217;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;1.391;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;6.32;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;12.012;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;16;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;3;3;1;0;19.762;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;0.32;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;2.823;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;10.517;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;16.697;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;21.501;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;4;4;1;0;28.121;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;0.449;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;4.883;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;13.457;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;19.251;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;25.793;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;5;5;1;0;47.627;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;1;0;0.485;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;0.99;0;10.38;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;1;0;15.683;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;1;0;22.193;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;1;0;34.403;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;6;6;1;0;63.733;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;0.955;0;0.808;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;0.97;0;16.423;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;0.995;0;20.099;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;1;0;25.401;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;1;0;41.324;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;7;7;1;0;89.262;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;0.865;0;1.308;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;0.955;0;22.971;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;0.985;0;28.137;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;1;0;32.588;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;0.995;0;64.972;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;8;8;0.995;0;118.164;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.73;0;2.023;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.885;0;40.944;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.935;0;56.581;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.985;0;58.904;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.995;0;72.86;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;9;9;0.985;0;181.371;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.57;0;2.869;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.78;0;69.684;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.9;0;78.423;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.93;0;114.519;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.935;0;216.723;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;10;10;0.97;0;264.579;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.415;0;3.665;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.69;0;93.587;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.775;0;144.057;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.835;0;222.603;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.875;0;344.141;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;11;11;0.88;0;671.362;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.315;0;4.073;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.565;0;127.767;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.625;0;224.012;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.75;0;317.078;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.77;0;588.826;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;12;12;0.81;0;981.815;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.22;0;4.576;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.435;0;160.717;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.58;0;244.315;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.58;0;484.042;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.66;0;819.897;400;0
5; multiEval/TCL4-p13-3000k-120-7t-nSym08_02.agt.zip;3000000;8;13;13;0.665;0;1640.539;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;0.011;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;0.027;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;0.042;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;0.394;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;0.84;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;1;1;1;0;1.414;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;0.032;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;0.097;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;0.555;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;1.417;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;2.074;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;2;2;1;0;3.393;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;0.038;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;0.149;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;1.175;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;1.872;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;3.06;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;3;3;1;0;4.956;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;0.049;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;0.404;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;1.626;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;2.687;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;4.272;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;4;4;1;0;7.505;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;1;0;0.064;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;1;0;0.671;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;1;0;1.969;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;1;0;3.269;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;1;0;5.311;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;5;5;0.99;0;11.655;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;0.98;0;0.088;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;0.99;0;1.338;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;0.995;0;2.862;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;1;0;3.886;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;0.99;0;7.633;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;6;6;1;0;13.412;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;0.88;0;0.147;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;0.945;0;3.215;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;0.975;0;4.758;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;1;0;4.779;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;1;0;8.494;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;7;7;0.99;0;18.546;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.71;0;0.247;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.91;0;4.753;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.965;0;5.854;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.97;0;10.297;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.98;0;17.875;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;8;8;0.995;0;22.237;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.62;0;0.291;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.795;0;9.033;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.88;0;12.68;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.895;0;23.426;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.94;0;33.665;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;9;9;0.965;0;54.329;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.435;0;0.405;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.68;0;12.837;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.85;0;15.283;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.845;0;31.502;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.845;0;67.636;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;10;10;0.86;0;132.192;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.265;0;0.48;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.505;0;18.962;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.65;0;29.504;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.64;0;63.276;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.755;0;98.616;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;11;11;0.71;0;246.328;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.255;0;0.51;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.41;0;22.045;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.47;0;43.026;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.55;0;78.001;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.525;0;183.139;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;12;12;0.605;0;327.192;800;0
0; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.185;0;0.544;0;0
1; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.315;0;26.231;50;0
2; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.41;0;49.701;100;0
3; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.4;0;103.467;200;0
4; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.495;0;192.985;400;0
5; multiEval/TCL4-p13-3000k-120-7t.agt.zip;3000000;0;13;13;0.52;0;396.919;800;0
0; multiEval/TCL4-p13-3000k-120-7t-nSym08_01.agt.zip;3000000;8;1;1;1;0;0.079;0;0
1; multiEval/TCL4-p13-3000k-120-7t-nSym08_01.agt.zip;3000000;8;1;1;1;0;0.083;50;0
2; multiEval/TCL4-p13-3000k-120-7t-nSym08_01.agt.zip;3000000;8;1;1;1;0;0.091;100;0
3; multiEval/TCL4-p13-3000k-120-7t-nSym08_01.agt.zip;3000000;8;1;1;1;0;2.914;200;0
4; multiEval/TCL4-p13-3000k-120-7t-nSym08_01.agt.zip;3000000;8;1;1;1;0;5.418;400;0
