TDNTuple4Agt: USESYM:true, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: true;;;;;;;;;
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1;;;;;;;;;
from: TCL4-p13-ET16-3000k-120-7t-nsym16-stub.agt.zip;;;;;;;;;
run; gameNum; evalQ; evalT; actionNum; trnMoves; totalTrainSec; movesSecond;  ucol1; ucol2 
2;2100000;0.804230769;0;14859675;14859675;25500.763;582.7149172;0;0
2;2200000;0.810384615;0;15550981;15550981;26670.722;583.0731167;0;0
2;2300000;0.816153846;0;16242090;16242090;27840.657;583.3946376;0;0
2;2400000;0.808461538;0;16934542;16934542;29013.297;583.6820958;0;0
2;2500000;0.809230769;0;17625896;17625896;30195.758;583.7209319;0;0
2;2600000;0.814615385;0;18317773;18317773;31402.157;583.3284956;0;0
2;2700000;0.808846154;0;19010258;19010258;32589.614;583.3225886;0;0
2;2800000;0.813461538;0;19701641;19701641;33762.047;583.544031;0;0
2;2900000;0.815;0;20390047;20390047;34926.24;583.8030948;0;0
2;3000000;0.818461538;0;21080939;21080939;36132.526;583.4338568;0;0
0;10000;0.661538462;0;85327;85326;145.814;585.1770063;0;0
0;20000;0.692307692;0;165923;165922;282.752;586.8145937;0;0
0;30000;0.720384615;0;244723;244722;415.592;588.8539722;0;0
0;40000;0.725384615;0;321980;321979;548.157;587.3864604;0;0
0;50000;0.727307692;0;399530;399529;680.013;587.5328854;0;0
0;60000;0.740769231;0;475952;475951;810.258;587.4079614;0;0
0;70000;0.738076923;0;551549;551548;941.309;585.9383051;0;0
0;80000;0.731923077;0;627253;627252;1074.358;583.8398374;0;0
0;90000;0.739615385;0;702790;702789;1205.912;582.7871354;0;0
1;10000;0.665;0;85256;85256;149.632;569.7711719;0;0
1;20000;0.700384615;0;165302;165302;288.145;573.6764476;0;0
1;30000;0.729230769;0;242889;242889;422.67;574.6539854;0;0
1;40000;0.727307692;0;319814;319814;555.317;575.9124968;0;0
1;50000;0.737307692;0;395685;395685;685.909;576.876816;0;0
1;60000;0.748461538;0;472059;472059;819.051;576.3487255;0;0
1;70000;0.743076923;0;548513;548513;950.793;576.9005451;0;0
1;80000;0.743076923;0;622626;622626;1076.376;578.4465651;0;0
1;90000;0.751923077;0;697514;697514;1204.141;579.2627275;0;0
2;10000;0.658846154;0;88289;88289;149.384;591.0204573;0;0
2;20000;0.697307692;0;169387;169387;283.471;597.5461335;0;0
2;30000;0.706538462;0;249410;249410;415.693;599.9860474;0;0
2;40000;0.709230769;0;327995;327995;545.353;601.436134;0;0
2;50000;0.733076923;0;405648;405648;672.999;602.7468094;0;0
2;60000;0.718846154;0;482740;482740;800.727;602.8771354;0;0
2;70000;0.726923077;0;558870;558870;925.743;603.6988667;0;0
2;80000;0.740384615;0;635513;635513;1053.207;603.4074973;0;0
2;90000;0.737692308;0;710872;710872;1185.916;599.4286273;0;0
