TDNTuple4Agt: USESYM:true, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: true;;;;;;;;;
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1;;;;;;;;;
from: TCL4-p13-ET16-3000k-120-7t-nsym24-stub.agt.zip;;;;;;;;;
run; gameNum; evalQ; evalT; actionNum; trnMoves; totalTrainSec; movesSecond; ucol1; ucol2 
0;100000;0.761923077;0;750669;750669;1717.787;436.9977186;0;0
0;200000;0.765769231;0;1470168;1470168;3348.392;439.0668715;0;0
0;300000;0.779230769;0;2180768;2180768;4948.504;440.6923789;0;0
0;400000;0.794615385;0;2885892;2885892;6568.861;439.3291318;0;0
0;500000;0.798461538;0;3590236;3590236;8165.153;439.7022322;0;0
0;600000;0.807307692;0;4289262;4289262;9757.886;439.5687754;0;0
0;700000;0.809230769;0;4986224;4986224;11325.469;440.2664472;0;0
0;800000;0.800769231;0;5679772;5679772;12883.592;440.853141;0;0
0;900000;0.806923077;0;6373583;6373583;14466.155;440.5858364;0;0
0;1000000;0.811538462;0;7065733;7065733;16035.394;440.633576;0;0
0;1100000;0.808076923;0;7755852;7755852;17587.734;440.9807426;0;0
0;1200000;0.821153846;0;8445762;8445762;19147.473;441.0901637;0;0
0;1300000;0.809230769;0;9137206;9137206;20699.898;441.413093;0;0
0;1400000;0.818461538;0;9823655;9823655;22255.908;441.3953814;0;0
0;1500000;0.810384615;0;10510631;10510631;23817.049;441.3070234;0;0
0;1600000;0.821538462;0;11194678;11194678;25354.522;441.5258943;0;0
0;1700000;0.824615385;0;11879384;11879384;26885.944;441.8436637;0;0
0;1800000;0.813076923;0;12562837;12562837;28416.727;442.093032;0;0
0;1900000;0.810769231;0;13248232;13248232;29954.465;442.2790392;0;0
0;2000000;0.826923077;0;13929810;13929810;31508.464;442.0973996;0;0
0;2100000;0.814615385;0;14612040;14612040;33043.776;442.2024892;0;0
0;2200000;0.820769231;0;15295227;15295227;34579.047;442.326447;0;0
0;2300000;0.819615385;0;15979908;15979908;36123.396;442.3700363;0;0
0;2400000;0.823846154;0;16662663;16662663;37652.711;442.5355454;0;0
0;2500000;0.833461538;0;17347244;17347244;39214.167;442.3718601;0;0
0;2600000;0.824615385;0;18027927;18027927;40740.097;442.5106548;0;0
0;2700000;0.820769231;0;18707266;18707266;42267.688;442.5902358;0;0
0;2800000;0.828461538;0;19388641;19388641;43805.53;442.6071549;0;0
0;2900000;0.825384615;0;20068128;20068128;45340.86;442.6058085;0;0
0;3000000;0.808076923;0;20749448;20749448;46879.373;442.6135989;0;0
1;100000;0.750384615;0;749573;749573;1999.1;374.9552299;0;0
1;200000;0.773461538;0;1468761;1468761;3930.023;373.7283471;0;0
1;300000;0.788076923;0;2175015;2175015;5881.229;369.8232121;0;0
1;400000;0.791153846;0;2877892;2877892;7724.396;372.5717843;0;0
1;500000;0.799615385;0;3578259;3578259;9555.324;374.4780397;0;0
1;600000;0.810769231;0;4275127;4275127;11377.131;375.7649446;0;0
1;700000;0.791538462;0;4969604;4969604;13244.84;375.2105726;0;0
1;800000;0.818846154;0;5667423;5667423;15127.595;374.6413756;0;0
1;900000;0.810769231;0;6357167;6357167;16931.765;375.4580222;0;0
1;1000000;0.811153846;0;7044411;7044411;18740.997;375.8824037;0;0
1;1100000;0.821153846;0;7732780;7732780;20595.62;375.4575002;0;0
1;1200000;0.809230769;0;8420411;8420411;22441.457;375.2167696;0;0
1;1300000;0.813846154;0;9104927;9104927;24221.079;375.9092235;0;0
1;1400000;0.816923077;0;9794573;9794573;26060.614;375.8381518;0;0
1;1500000;0.807692308;0;10480234;10480234;27908.625;375.5195392;0;0
1;1600000;0.825384615;0;11164887;11164887;29716.072;375.7188029;0;0
1;1700000;0.828846154;0;11849869;11849869;31567.208;375.3853999;0;0
1;1800000;0.83;0;12533991;12533991;33393.969;375.3369658;0;0
1;1900000;0.819230769;0;13216761;13216761;35239.885;375.0511955;0;0
1;2000000;0.826923077;0;13900214;13900214;36979.239;375.8923757;0;0
1;2100000;0.821538462;0;14580905;14580905;38672.414;377.0363288;0;0
1;2200000;0.821153846;0;15264059;15264059;40298.272;378.7770106;0;0
1;2300000;0.828076923;0;15943878;15943878;41920.432;380.3366816;0;0
1;2400000;0.830769231;0;16621600;16621600;43540.261;381.7524199;0;0
1;2500000;0.822307692;0;17301128;17301128;45172.883;382.998092;0;0
1;2600000;0.833461538;0;17981199;17981199;46822.981;384.0250795;0;0
1;2700000;0.833076923;0;18659023;18659023;48430.041;385.2778692;0;0
1;2800000;0.837692308;0;19339929;19339929;50040.154;386.4881991;0;0
1;2900000;0.845;0;20019739;20019739;51661.669;387.5163034;0;0
1;3000000;0.831153846;0;20694945;20694945;53262.057;388.5494884;0;0
2;100000;0.763846154;0;749124;749124;1734.544;431.8852678;0;0
2;200000;0.785769231;0;1468815;1468815;3396.707;432.4232264;0;0
2;300000;0.781923077;0;2178317;2178317;5034.703;432.6604767;0;0
2;400000;0.799615385;0;2884642;2884642;6658.344;433.2371533;0;0
2;500000;0.795;0;3584717;3584717;8271.106;433.4023769;0;0
2;600000;0.809615385;0;4282737;4282737;9871.528;433.8474246;0;0
2;700000;0.814230769;0;4979607;4979607;11462.402;434.4296248;0;0
2;800000;0.813461538;0;5671663;5671663;13064.307;434.1342407;0;0
2;900000;0.820384615;0;6364752;6364752;14662.616;434.0802487;0;0
2;1000000;0.812307692;0;7053902;7053902;16246.513;434.1794452;0;0
2;1100000;0.798846154;0;7744417;7744417;17829.094;434.369632;0;0
2;1200000;0.816923077;0;8434174;8434174;19404.781;434.644122;0;0
2;1300000;0.820384615;0;9119753;9119753;20993.694;434.4043978;0;0
2;1400000;0.818846154;0;9806950;9806950;22551.49;434.8692703;0;0
2;1500000;0.816923077;0;10492297;10492297;24108.189;435.2171372;0;0
2;1600000;0.815384615;0;11177696;11177696;25667.515;435.4802559;0;0
2;1700000;0.828846154;0;11865395;11865395;27226.374;435.8051865;0;0
2;1800000;0.818076923;0;12549164;12549164;28804.17;435.6717795;0;0
2;1900000;0.815;0;13236653;13236653;30376.372;435.7549019;0;0
2;2000000;0.819615385;0;13921829;13921829;31935.734;435.9326452;0;0
2;2100000;0.807307692;0;14606304;14606304;33502.941;435.9708003;0;0
2;2200000;0.813076923;0;15287898;15287898;35055.62;436.1040541;0;0
2;2300000;0.819615385;0;15970978;15970978;36607.321;436.2782516;0;0
2;2400000;0.823846154;0;16652401;16652401;38166.742;436.3065886;0;0
2;2500000;0.825384615;0;17330084;17330084;39706.94;436.4497491;0;0
2;2600000;0.823461538;0;18007889;18007889;41247.19;436.5846255;0;0
2;2700000;0.824230769;0;18689825;18689825;42795.668;436.722357;0;0
2;2800000;0.816923077;0;19371161;19371161;44342.8;436.8501989;0;0
2;2900000;0.832692308;0;20050207;20050207;45907.382;436.7534398;0;0
2;3000000;0.826538462;0;20731550;20731550;47461.999;436.8031359;0;0
0;10000;0.69;0;82176;82176;196.854;417.4464324;0;0
0;20000;0.711153846;0;160398;160398;382.369;419.4848432;0;0
0;30000;0.725;0;236379;236379;567.985;416.1712017;0;0
0;40000;0.740384615;0;311793;311793;746.398;417.730219;0;0
0;50000;0.735;0;385469;385469;928.234;415.2713648;0;0
0;60000;0.764615385;0;459767;459767;1109.092;414.5436086;0;0
0;70000;0.749230769;0;533060;533060;1283.867;415.1987706;0;0
0;80000;0.761538462;0;605501;605501;1453.724;416.5171656;0;0
0;90000;0.749615385;0;679196;679196;1626.564;417.5648791;0;0
1;10000;0.681538462;0;82351;82351;211.428;389.4990257;0;0
