TDNTuple4Agt: USESYM:true, P:12, NORMALIZE:false, sigmoid:none, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: true;;;;;;;;;
TDNTuple4Agt: alpha_init->final:0.25->0.25, epsilon_init->final:0.0->0.0, gamma: 1.0, random 120 7-tuple, evalQ: 1, evalT: -1;;;;;;;;;
from: TCL4-p13-ET16-3000k-120-7t-nsym08-stub.agt.zip;;;;;;;;;
run; gameNum; evalQ; evalT; actionNum; trnMoves; totalTrainSec; movesSecond; ucol1; ucol2 
1;70000;0.697692308;0;603966;603966;561.616;1075.407396;0;0
1;80000;0.700384615;0;686503;686503;636.889;1077.900545;0;0
1;90000;0.695769231;0;767909;767909;708.849;1083.318168;0;0
2;10000;0.62;0;95048;95048;84.408;1126.054402;0;0
2;20000;0.638846154;0;185746;185746;164.554;1128.784472;0;0
2;30000;0.667307692;0;274934;274934;243.056;1131.15496;0;0
2;40000;0.683461538;0;361608;361608;325.993;1109.250812;0;0
2;50000;0.687692308;0;449140;449140;403.89;1112.035455;0;0
2;60000;0.690769231;0;535297;535297;479.941;1115.339177;0;0
2;70000;0.696538462;0;620984;620984;560.972;1106.978601;0;0
2;80000;0.686153846;0;705719;705719;636.242;1109.199015;0;0
2;90000;0.693461538;0;789558;789558;711.972;1108.973387;0;0
